,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-3222000.000,-3470000.000,-2443000.000,,,
AccretionExpense,,,,2300000.000,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,349000.000,579000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,608000.000,478000.000,705000.000,2165000.000,2241000.000,3008000.000
AffordableHousingProgramAssessments,,,639000.000,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,5536000.000,,,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,38227000.000,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,-4439000.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,11862000.000,,,
AmortizationOfDebtDiscountPremium,,,,71000.000,,
AmortizationOfIntangibleAssets,700000.000,198000.000,164000.000,133000.000,,
AmortizationOfMortgageServicingRightsMSRs,730000.000,1067000.000,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,0.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,3200000.000,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,1396000.000,1039000.000,2011000.000,,46000.000
AvailableForSaleSecuritiesGrossRealizedGains,,1447000.000,1602000.000,2012000.000,6776000.000,396000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,50000.000,563000.000,1000.000,165000.000,350000.000
BankOwnedLifeInsuranceIncome,939000.000,1110000.000,1171000.000,879000.000,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,14577000.000,0.000,0.000
BusinessCombinationIntegrationRelatedCosts,,,,6646000.000,1971000.000,312000.000
CashAcquiredFromAcquisition,,,,118533000.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-48037000.000,66364000.000,-88690000.000,-21037000.000,6044000.000,-17129000.000
ComprehensiveIncomeNetOfTax,34635000.000,92268000.000,25108000.000,59604000.000,53045000.000,54410000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,92268000.000,,,,
ConversionOfStockAmountConverted1,,,987000.000,2000.000,0.000,0.000
CostOfReimbursableExpense,,,,1200000.000,1000000.000,
CurrentFederalTaxExpenseBenefit,,4993000.000,12028000.000,21037000.000,14755000.000,19802000.000
CurrentIncomeTaxExpenseBenefit,,4974000.000,12435000.000,26790000.000,19839000.000,26305000.000
CurrentStateAndLocalTaxExpenseBenefit,,-19000.000,407000.000,5753000.000,5084000.000,6503000.000
DebtIssuanceCosts,,69000.000,,,,
DeferredFederalIncomeTaxExpenseBenefit,,-25836000.000,8235000.000,-3597000.000,13663000.000,4410000.000
DeferredIncomeTaxExpenseBenefit,,-52342000.000,9650000.000,-3830000.000,18343000.000,6594000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-26506000.000,1415000.000,-333000.000,4680000.000,2184000.000
DepreciationAndAmortizationDiscontinuedOperations,,,,41000.000,,
DepreciationDepletionAndAmortization,,2100000.000,1900000.000,2200000.000,3100000.000,2900000.000
DepreciationNonproduction,2163000.000,2123000.000,1960000.000,8701000.000,17846000.000,14578000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,51000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,37000.000,0.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,-0.010,0.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,-0.010,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,481000.000,0.000,0.000
DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,,,,11000.000,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,-14000.000,,
DividendsCommonStockCash,,,,8928000.000,15022000.000,21185000.000
EarningsPerShareBasic,1.380,2.870,1.260,1.570,1.690,1.760
EarningsPerShareBasicUndistributed,,,,,,1.770
EarningsPerShareDiluted,1.380,2.870,1.260,1.560,1.680,1.750
EarningsPerShareDilutedUndistributed,,,,,,1.760
EffectiveIncomeTaxRateContinuingOperations,,,,,0.415,0.368
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationDeductionsOther,,-0.022,-0.022,-0.000,-0.009,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,0.025
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,10000.000,525000.000,467000.000,616000.000,1453000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,201000.000,32000.000,516000.000,755000.000,1191000.000
FDICIndemnificationAssetPeriodIncreaseDecrease,,,,13487000.000,-785000.000,
FairValueAdjustmentOfWarrants,,,83000.000,,0.000,
FederalDepositInsuranceCorporationPremiumExpense,,,1435000.000,2031000.000,,
FederalHomeLoanBankAdvancesActivityForYearAverageBalanceOfAgreementsOutstanding,,3354000.000,6573000.000,69781000.000,38110000.000,196708000.000
FederalHomeLoanBankAdvancesActivityForYearAverageInterestRateForYear,,0.053,0.023,0.002,0.002,0.004
FeesAndCommissionsDepositorAccounts,12826000.000,12146000.000,11307000.000,11374000.000,12900000.000,11380000.000
FeesAndCommissionsOther,1447000.000,1499000.000,1375000.000,1853000.000,,
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,8576000.000,9830000.000,3002000.000,4076000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,9777000.000,10383000.000,3178000.000,4188000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,338000.000,3561000.000,590000.000,50000.000
FinancingReceivableReclassificationToHeldForSale,,95611000.000,,,,
FinitelivedIntangibleAssetsAcquired1,,,2320000.000,2213000.000,2213000.000,
ForeclosedRealEstateExpense,1620000.000,344000.000,-59000.000,,,
GainLossOnSaleOfLoansAndLeases,-1477000.000,4188000.000,7443000.000,3494000.000,8749000.000,6034000.000
GainLossOnSaleOfOtherLoansAndLeases,,,-557000.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,-5000.000,13000.000,,137000.000,1053000.000
GainLossOnSaleOfSecuritiesNet,1635000.000,1396000.000,1039000.000,2011000.000,6611000.000,46000.000
GainLossOnSalesOfConsumerLoans,,,,1432000.000,10167000.000,4970000.000
GainLossOnSalesOfLoansNet,-1477000.000,9923000.000,8000000.000,3494000.000,8749000.000,6034000.000
GainOrLossOnSaleOfStockInSubsidiary,,,,-444000.000,0.000,0.000
GainsLossesOnSalesOfOtherRealEstate,-671000.000,10000.000,71000.000,-2000.000,0.000,0.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,4541000.000,3708000.000,3160000.000,2683000.000,2383000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,0.000,0.000,0.000,0.000
ImpairmentOfInvestments,,292000.000,0.000,0.000,0.000,
ImpairmentOfRealEstate,,,10000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,72584000.000,92005000.000,89388000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,28880000.000,43006000.000,61991000.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,50205000.000,53823000.000,56489000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,1.580,1.690,1.760
IncomeLossFromContinuingOperationsPerDilutedShare,,,,1.570,1.680,1.750
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,-444000.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,444000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,-0.010,0.000,0.000
IncomeTaxExpenseBenefit,733000.000,-47368000.000,22085000.000,22379000.000,38182000.000,32899000.000
IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,,,,,38182000.000,32899000.000
IncomeTaxReconciliationTaxCredits,,,,1600000.000,3300000.000,
IncomeTaxesPaidNet,3000.000,4912000.000,15110000.000,37015000.000,7928000.000,23327000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-219000.000,-248000.000,-526000.000,-740000.000,-248000.000,1486000.000
IncreaseDecreaseInDeferredIncomeTaxes,,,,13676000.000,-18055000.000,-5451000.000
IncreaseDecreaseInDeposits,-121811000.000,51053000.000,116362000.000,-54576000.000,-46770000.000,299761000.000
IncreaseDecreaseInFederalFundsPurchased,,,,,0.000,
IncreaseDecreaseInIncomeTaxesReceivable,-115000.000,,-2739000.000,2268000.000,-9142000.000,-3364000.000
IncreaseDecreaseInInterestPayableNet,66000.000,-4257000.000,-8409000.000,-401000.000,-273000.000,-610000.000
IncreaseDecreaseInLoansHeldForSale,1818000.000,-3746000.000,,,,
IncreaseDecreaseInLoansToFederalHomeLoanBanks,,,,-14865000.000,-20000000.000,-145000000.000
IncreaseDecreaseInOtherOperatingAssets,-1951000.000,-183000.000,6319000.000,7456000.000,-575000.000,
IncreaseDecreaseInOtherOperatingLiabilities,-1301000.000,1029000.000,2375000.000,4914000.000,-13047000.000,-8346000.000
IncreaseDecreaseInPrepaidExpense,,486000.000,-669000.000,1257000.000,-3145000.000,1434000.000
IncreaseDecreaseInRestrictedCash,,3532000.000,-5350000.000,,0.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,40072000.000,97607.000,281964.000,,149122.000
InformationTechnologyAndDataProcessing,5601000.000,4941000.000,4627000.000,6080000.000,6321000.000,5674000.000
InsuranceCommissionsAndFees,4500000.000,4857000.000,5247000.000,,,
InsuranceRecoveries,,,,3300000.000,2300000.000,
InterestAndDividendIncomeOperating,128807000.000,119800000.000,122328000.000,136734000.000,164226000.000,178471000.000
InterestAndFeeIncomeLoansAndLeases,117671000.000,108982000.000,111992000.000,122222000.000,148797000.000,164642000.000
InterestExpense,27630000.000,18745000.000,13507000.000,14033000.000,16109000.000,18274000.000
InterestExpenseCapitalSecurities,,,,87000.000,0.000,0.000
InterestExpenseDeposits,23958000.000,15877000.000,12678000.000,13560000.000,15410000.000,16570000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesShortTerm,,,151000.000,151000.000,76000.000,879000.000
InterestExpenseJuniorSubordinatedDebentures,2915000.000,2703000.000,678000.000,,,
InterestExpenseNOWAccountsMoneyMarketAccountsAndSavingsDeposits,,3085000.000,2912000.000,3213000.000,3890000.000,6470000.000
InterestExpenseOther,95000.000,,,,,
InterestExpenseOtherDomesticDeposits,,3350000.000,3860000.000,4380000.000,4462000.000,3420000.000
InterestExpenseSavingsDeposits,,2152000.000,1812000.000,1646000.000,419000.000,75000.000
InterestExpenseSubordinatedNotesAndDebentures,,,,235000.000,623000.000,825000.000
InterestExpenseTimeDeposits100000OrMore,,7290000.000,4094000.000,4321000.000,6639000.000,6605000.000
InterestIncomeDepositsWithFinancialInstitutions,315000.000,422000.000,209000.000,107000.000,221000.000,208000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,89077000.000,95055000.000,108821000.000,128841000.000,159731000.000,164536000.000
InterestIncomeExpenseNet,101177000.000,101055000.000,108821000.000,122701000.000,148117000.000,160197000.000
InterestIncomeFederalFundsSold,,,6000.000,,0.000,
InterestIncomeFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,27000.000,60000.000,,,,
InterestIncomeSecuritiesTaxExempt,216000.000,394000.000,283000.000,136000.000,,
InterestIncomeSecuritiesTaxable,9768000.000,8418000.000,8434000.000,12502000.000,12422000.000,11154000.000
InterestPaid,27696000.000,23002000.000,21916000.000,14434000.000,16382000.000,18884000.000
LaborAndRelatedExpense,35465000.000,36931000.000,38628000.000,50177000.000,62864000.000,63956000.000
LeaseAndRentalExpense,,5500000.000,5600000.000,6100000.000,7600000.000,6600000.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,,163000.000,1171000.000,879000.000,797000.000,1100000.000
LoanProcessingFee,827000.000,527000.000,396000.000,521000.000,,
MarketableSecuritiesRealizedGainLossOtherThanTemporaryImpairmentsAmount,,,,,,0.000
MarketingAndAdvertisingExpense,2993000.000,3876000.000,4081000.000,3435000.000,4201000.000,3910000.000
NetCashProvidedByUsedInFinancingActivities,-196619000.000,50695000.000,154958000.000,-62901000.000,-37983000.000,419974000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-196619000.000,50695000.000,154958000.000,-62901000.000,-37983000.000,419974000.000
NetCashProvidedByUsedInInvestingActivities,99337000.000,-34269000.000,-304366000.000,16397000.000,-20267000.000,-491486000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,99337000.000,-34269000.000,-304366000.000,16397000.000,-20267000.000,-491486000.000
NetCashProvidedByUsedInOperatingActivities,49245000.000,49938000.000,60718000.000,25467000.000,64294000.000,54383000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,49245000.000,49938000.000,60718000.000,25467000.000,64294000.000,54383000.000
NetIncomeLoss,28147000.000,90374000.000,39906000.000,49761000.000,53823000.000,56489000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,53678000.000,56032000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,53678000.000,56032000.000
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,,,,1394000.000,0.000,0.000
NoninterestExpense,84048000.000,76861000.000,78247000.000,98553000.000,115328000.000,108223000.000
NoninterestIncome,23851000.000,24812000.000,31417000.000,42296000.000,47602000.000,33075000.000
NoninterestIncomeOtherOperatingIncome,751000.000,538000.000,735000.000,3583000.000,4552000.000,6413000.000
OccupancyNet,10353000.000,10424000.000,10309000.000,12295000.000,17371000.000,14992000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,1700000.000,3300000.000,498000.000,1900000.000,-314000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,-13759000.000,11854000.000,5833000.000,-2033000.000
OtherComprehensiveIncomeLossBeforeTax,,,,-19213000.000,-5258000.000,-1712000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,-1039000.000,-2011000.000,-6611000.000,-46000.000
OtherComprehensiveIncomeLossNetOfTax,,1894000.000,-14798000.000,9843000.000,-778000.000,-2079000.000
OtherComprehensiveIncomeLossTax,,,-10737000.000,7359000.000,-575000.000,312000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,9000.000,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,-24496000.000,19213000.000,5265000.000,-1712000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,6488000.000,1894000.000,-14798000.000,,,
OtherNoninterestExpense,8189000.000,6939000.000,8097000.000,6412000.000,10806000.000,10993000.000
OtherRealEstateValuationAdjustments,,,56000.000,,27000.000,-63000.000
OtherTaxExpenseBenefit,,,,1600000.000,2300000.000,
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,,292000.000,,,,
PaymentsForFederalHomeLoanBankAdvances,,,,2411000.000,0.000,0.000
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,60238000.000,116829000.000,83027000.000,47985000.000,86657000.000,91367000.000
PaymentsForOriginationOfMortgageLoansHeldForSale,,,,47985000.000,86657000.000,91367000.000
PaymentsForProceedsFromFederalHomeLoanBankStock,-4428000.000,-5054000.000,,,,
PaymentsForProceedsFromLoansAndLeases,-120686000.000,157514000.000,207999000.000,153138000.000,169816000.000,271733000.000
PaymentsForRepurchaseOfTrustPreferredSecurities,,,82406000.000,,,
PaymentsOfDividends,,,4439000.000,6694000.000,10547000.000,25661000.000
