,2012-03-31,2015-06-30,2015-09-30
AccountsPayableRelatedParties,4219.000,,
AccountsPayableRelatedPartiesCurrent,,5693.000,5693.000
AdditionalPaidInCapital,,4219.000,4219.000
Assets,,0.000,0.000
AssetsCurrent,,0.000,0.000
CommonStockOtherSharesOutstanding,8000000.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,8000000.000,8000000.000,8000000.000
CommonStockSharesOutstanding,,8000000.000,8000000.000
CommonStockValue,800.000,800.000,800.000
DueToRelatedPartiesCurrentAndNoncurrent,,10037.000,10037.000
Liabilities,4219.000,10037.000,10037.000
LiabilitiesAndStockholdersEquity,,0.000,0.000
LiabilitiesCurrent,4219.000,10037.000,10037.000
PreferredStockParOrStatedValuePerShare,,0.000,0.000
PreferredStockSharesAuthorized,,25000000.000,25000000.000
PreferredStockSharesIssued,,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000
RetainedEarningsAccumulatedDeficit,-5019.000,-15056.000,-15056.000
StockholdersEquity,-4219.000,-10037.000,-10037.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-10037.000,-10037.000
