,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-2183000.000,,,,-1309000.000,,,,-3224000.000,,,,-2224000.000,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-12065000.000,,,,-31630000.000,,,,-25908000.000,,,,,,
AllocatedShareBasedCompensationExpense,,4629000.000,5475000.000,,5767000.000,6725000.000,6752000.000,6458000.000,7729000.000,8410000.000,7965000.000,8253000.000,8841000.000,10127000.000,9404000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,3064000.000,3394000.000,,3696000.000,4323000.000,4450000.000,3723000.000,5212000.000,5770000.000,4972000.000,4949000.000,5757000.000,6661000.000,6335000.000
AmortizationOfDebtDiscountPremium,,4569000.000,4653000.000,,4827000.000,4654000.000,3963000.000,3800000.000,,,,,,,
AmortizationOfFinancingCosts,,457000.000,457000.000,,457000.000,671000.000,398000.000,445000.000,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,4943000.000,,,,5284000.000,,,,3979000.000,,,,9648000.000,,
AmortizationOfIntangibleAssets,,,,,,,5200000.000,,5100000.000,5200000.000,5200000.000,13300000.000,16200000.000,17500000.000,28000000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountContingentAssetsAndLiabilitiesRecognizedAsset,1098000.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,-81816000.000,-2069000.000,,-2829000.000,-2694000.000,-1473000.000,36017000.000,-2053000.000,-2586000.000,-2641000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,-33318000.000,-24774000.000,2224000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-40078000.000,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,23902000.000,,32825000.000,43102000.000,40570000.000,37704000.000,6112000.000,14775000.000,-33351000.000,-5833000.000,24274000.000,23791000.000,21041000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-20774000.000,,,,,,,,,,,,,
CostOfGoodsAndServicesSold,36577000.000,38976000.000,48380000.000,48931000.000,53952000.000,58891000.000,55740000.000,61474000.000,55675000.000,63041000.000,60989000.000,80605000.000,73541000.000,88613000.000,94959000.000
CostsAndExpenses,118255000.000,201004000.000,132569000.000,169613000.000,151733000.000,169046000.000,167830000.000,200644000.000,220138000.000,230706000.000,261937000.000,315251000.000,232927000.000,252227000.000,241346000.000
DeferredIncomeTaxExpenseBenefit,813000.000,,,,,,,,-7264000.000,,,,-6552000.000,,
Depreciation,,2300000.000,2200000.000,,3000000.000,3100000.000,3100000.000,3200000.000,3400000.000,3500000.000,3500000.000,4000000.000,,,
DepreciationDepletionAndAmortization,3123000.000,,,,8218000.000,,,,8472000.000,,,,20350000.000,,
EarningsPerShareBasic,0.380,-0.340,0.400,0.100,0.520,0.680,0.630,0.590,0.090,0.230,-0.500,-0.090,0.320,0.320,0.300
EarningsPerShareDiluted,0.340,-0.340,0.330,0.190,0.450,0.580,0.550,0.520,0.090,0.230,-0.500,-0.090,0.300,0.300,0.290
EffectOfExchangeRateOnCashAndCashEquivalents,502000.000,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,-180000.000,,,,,,,,75000.000,,
EffectiveIncomeTaxRateContinuingOperations,,0.338,0.611,,0.363,0.142,0.330,-0.607,-0.696,0.288,0.133,0.849,-0.704,0.143,0.575
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,,,,-0.029,-0.024,,-0.033,0.032,-0.015,0.010,,,0.000
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,,,,,,,,,,0.054,0.074
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,,,,0.007,,,,0.018,,,-0.127,0.033,0.066
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,,,,,,,,,,-0.052,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,0.002,0.002,,0.003,0.010,-0.014,-0.025,0.015,0.020,-0.012
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,0.016,0.006,,0.021,0.017,0.024,-0.035,-0.014,0.002,0.045
EffectiveIncomeTaxRateReconciliationTaxContingencies,,,,,,,,,,,,,0.006,0.003,0.002
EffectiveIncomeTaxRateReconciliationTaxContingenciesOther,,,,,,,,,0.110,-0.038,-0.001,-0.067,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,,,,,0.000,0.000,,0.033,0.055,-0.163,-0.067,,,
EffectiveIncomeTaxRateReconciliationTaxSettlementsStateAndLocal,,,,,,-0.217,0.000,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,1565000.000,2081000.000,,2071000.000,2402000.000,2302000.000,2735000.000,2517000.000,2640000.000,2993000.000,3304000.000,3084000.000,3466000.000,3069000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,7887000.000,,,,3033000.000,,,,2583000.000,,,,1497000.000,,
FiniteLivedIntangibleAssetsAmortizationExpense,,600000.000,600000.000,,5200000.000,5200000.000,,,,,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,,,,,169761000.000,,,,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,502000.000,,,,,,,,,,,,,,
FutureAmortizationExpenseAfterYearFive,,,,,71889000.000,,,,,,,,,,
FutureAmortizationExpenseRemainderOfFiscalYear,,,,,15656000.000,,,,,,,,,,
FutureAmortizationExpenseYearFive,,,,,19594000.000,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,,,20874000.000,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,,,20874000.000,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,,,20874000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,28036000.000,53778000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,37469000.000,-31127000.000,62316000.000,36131000.000,51446000.000,50248000.000,60180000.000,37722000.000,3589000.000,21395000.000,-39115000.000,-29513000.000,14219000.000,,
IncomeTaxExpenseBenefit,14884000.000,-10512000.000,38081000.000,29313000.000,18652000.000,7125000.000,19859000.000,-115000.000,-2499000.000,6153000.000,-5220000.000,-23507000.000,-10014000.000,4008000.000,30949000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,,,,,,119000.000,689000.000,,,,,0.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,,,,,,,,,,,1512000.000,3989000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,,,1256000.000,7488000.000,,,4977000.000,9813000.000,18822000.000
IncomeTaxReconciliationNondeductibleExpense,,,,,,,,,,392000.000,,,-1800000.000,932000.000,3537000.000
IncomeTaxReconciliationOtherAdjustments,,,,,,,,,9000.000,216000.000,,,205000.000,539000.000,-606000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,,,,,78000.000,364000.000,,,-204000.000,66000.000,2425000.000
IncomeTaxReconciliationTaxContingencies,,,,,,,,,,,,,84000.000,84000.000,88000.000
IncomeTaxReconciliationTaxContingenciesOther,,,,,,,,,395000.000,-805000.000,,,,,
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,,,119000.000,1188000.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-29366000.000,,,,-58673000.000,,,,-52962000.000,,,,-68929000.000,,
IncreaseDecreaseInAccountsReceivable,5256000.000,,,,-2183000.000,,,,-808000.000,,,,-21983000.000,,
IncreaseDecreaseInDeferredLiabilities,,,,,4340000.000,,,,,,,,,,
IncreaseDecreaseInInventories,-1073000.000,,,,685000.000,,,,365000.000,,,,10462000.000,,
IncreaseDecreaseInOtherDeferredLiability,288000.000,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,1422000.000,,,,-4751000.000,,,,-196000.000,,,,-960000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-5852000.000,,,,-8766000.000,,,,-5667000.000,,,,240000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,2317230.000,,2411091.000,2243221.000,2262445.000,-4662463.000,2098856.000,2173600.000,,,2818629.000,2844731.000,2318634.000
InterestCostsCapitalized,,-708000.000,-659000.000,,,,,,,,,,,,
InterestExpense,7953000.000,7754000.000,7878000.000,7830000.000,9007000.000,8902000.000,7629000.000,7453000.000,7184000.000,7250000.000,8924000.000,14244000.000,14395000.000,14508000.000,14664000.000
InterestExpenseDebtExcludingAmortization,,3436000.000,3427000.000,,3427000.000,3328000.000,3015000.000,2897000.000,,,,,,,
InterestExpenseOther,,,,,,,253000.000,,,,,,,,
InvestmentIncomeInterest,773000.000,631000.000,598000.000,668000.000,674000.000,742000.000,817000.000,843000.000,742000.000,718000.000,624000.000,354000.000,377000.000,317000.000,276000.000
NetCashProvidedByUsedInContinuingOperations,,,,,-30317000.000,,,,-41032000.000,,,,11144000.000,,
NetCashProvidedByUsedInFinancingActivities,10661000.000,,,,2405000.000,,,,8157000.000,,,,18112000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,10661000.000,,,,2405000.000,,,,8157000.000,,,,18112000.000,,
NetCashProvidedByUsedInInvestingActivities,-61259000.000,,,,-33886000.000,,,,-29369000.000,,,,19624000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-61259000.000,,,,-33886000.000,,,,-29369000.000,,,,19624000.000,,
NetCashProvidedByUsedInOperatingActivities,10520000.000,,,,1164000.000,,,,-19820000.000,,,,-26592000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,10520000.000,,,,1164000.000,,,,-19820000.000,,,,-26592000.000,,
NetIncomeLoss,,,,,,,,,,,,,,,22829000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-20615000.000,24235000.000,,32794000.000,43123000.000,40321000.000,37837000.000,6088000.000,15242000.000,-33895000.000,-6006000.000,24233000.000,24028000.000,22829000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,-20615000.000,26897000.000,,38377000.000,47371000.000,45176000.000,39880000.000,6088000.000,15242000.000,-33895000.000,-6006000.000,26087000.000,25783000.000,24805000.000
NonoperatingIncomeExpense,-6807000.000,-6961000.000,-6813000.000,-7161000.000,-8513000.000,-11273000.000,-10171000.000,-7553000.000,-6202000.000,-6678000.000,-43171000.000,-14003000.000,-14087000.000,-14135000.000,-14031000.000
