,2011-09-30,2012-09-28,2013-09-27,2014-09-26,2015-10-02,2016-09-30
AllocatedShareBasedCompensationExpense,,32442000.000,39518000.000,43400000.000,41412000.000,32370000.000
AmortizationOfAcquiredIntangibleAssets,24701000.000,28966000.000,,,,
AmortizationOfIntangibleAssets,37750000.000,41934000.000,28985000.000,46820000.000,49368000.000,47608000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4507000.000,5093000.000,2603000.000,2074000.000,3237000.000,2142000.000
BusinessAcquisitionsProFormaNetIncomeLoss,339437000.000,,,,,
BusinessAcquisitionsProFormaRevenue,10733797000.000,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,0.000,,,
BusinessCombinationConsiderationTransferred1,,,39400000.000,1390000000.000,8100000.000,49900000.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles,,127100000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-33209000.000,126824000.000,223948000.000,-523758000.000,-271788000.000,194857000.000
ComprehensiveIncomeNetOfTax,379232000.000,334605000.000,400853000.000,268686000.000,201756000.000,64633000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,4192000.000,12000000.000,17089000.000,24004000.000,25911000.000,4052000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,383424000.000,346605000.000,417942000.000,292690000.000,227667000.000,68685000.000
ContractRevenueCost,8822171000.000,9166789000.000,9976057000.000,10621373000.000,10146494000.000,9196326000.000
ContributionsFromNoncontrollingInterests,,3868000.000,,,,
CurrentFederalTaxExpenseBenefit,102903000.000,111035000.000,121302000.000,102450000.000,72840000.000,36020000.000
CurrentForeignTaxExpenseBenefit,37617000.000,69080000.000,74107000.000,38107000.000,43344000.000,52259000.000
CurrentIncomeTaxExpenseBenefit,165587000.000,203418000.000,218655000.000,159255000.000,132432000.000,99615000.000
CurrentStateAndLocalTaxExpenseBenefit,25067000.000,23303000.000,23246000.000,18698000.000,16248000.000,11336000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,3075000.000,4349000.000,4470000.000,5321000.000,5536000.000,5792000.000
DeferredFederalIncomeTaxExpenseBenefit,10482000.000,-2505000.000,-4718000.000,7561000.000,13337000.000,6439000.000
DeferredForeignIncomeTaxExpenseBenefit,7131000.000,3454000.000,8011000.000,20449000.000,-46809000.000,-34331000.000
DeferredIncomeTaxExpenseBenefit,15853000.000,-1036000.000,2711000.000,30799000.000,-31177000.000,-27407000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-1760000.000,-1985000.000,-582000.000,2789000.000,2295000.000,485000.000
DepreciationAndAmortization,57620000.000,58890000.000,69889000.000,98592000.000,99924000.000,82363000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,-41410000.000
EarningsPerShareBasic,2.630,2.970,3.270,2.510,2.420,1.750
EarningsPerShareDiluted,2.600,2.940,3.230,2.480,2.400,1.730
EffectOfExchangeRateOnCashAndCashEquivalents,-24796000.000,10870000.000,-7778000.000,-31612000.000,-106923000.000,-28669000.000
EffectiveIncomeTaxRateContinuingOperations,0.351,0.341,0.335,0.351,0.235,0.252
