,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,7423941.000,2202235.000,3571211.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,2466984.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,166344.000,
AllocatedShareBasedCompensationExpense,500000.000,2202235.000,3571211.000
AmortizationOfDebtDiscountPremium,1952309.000,377455.000,347771.000
BusinessAcquisitionProFormaEarningsPerShareBasic,-4.510,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,-57354314.000,,
CashAcquiredFromAcquisition,1167869.000,,
DebtConversionConvertedInstrumentAmount1,2112000.000,,
DepreciationDepletionAndAmortization,33869.000,17276.000,16530.000
EarningsPerShareBasicAndDiluted,-4.470,-1.160,-0.990
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.340,-0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.344,0.387,0.384
EffectiveIncomeTaxRateReconciliationDeductions,0.043,0.005,0.008
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,-0.046,-0.052,-0.052
ForeignCurrencyTransactionGainLossBeforeTax,18727.000,-15853.000,-23395.000
GeneralAndAdministrativeExpense,11961865.000,7576256.000,9750702.000
GoodwillImpairmentLoss,0.000,0.000,0.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,368698.000,718756.000,107772.000
IncreaseDecreaseInAccruedLiabilities,112285.000,879380.000,-1708825.000
IncreaseDecreaseInDeferredRevenue,,,2547952.000
IncreaseDecreaseInOtherAccruedLiabilities,1222420.000,-1222420.000,
IncreaseDecreaseInOtherNoncurrentLiabilities,7694.000,-7694.000,
IncreaseDecreaseInPrepaidExpense,713200.000,,
IncreaseDecreaseInRestrictedCash,35014.000,44986.000,
InterestIncomeExpenseNet,-2049735.000,,
InterestIncomeExpenseNonoperatingNet,,-1053070.000,-1029734.000
InterestPaid,15233.000,616875.000,691227.000
InvestmentIncomeAmortizationOfPremium,,247262.000,102632.000
InvestmentIncomeInterest,,96910.000,198453.000
LeaseAndRentalExpense,,100000.000,
NetCashProvidedByUsedInContinuingOperations,16727385.000,-4261648.000,68696555.000
NetCashProvidedByUsedInFinancingActivities,51600985.000,38337359.000,76566229.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,51600985.000,38337359.000,76566229.000
NetCashProvidedByUsedInInvestingActivities,1087246.000,-18329588.000,17818000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1087246.000,-18329588.000,17818000.000
NetCashProvidedByUsedInOperatingActivities,-35960846.000,-24269419.000,-25687674.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-35960846.000,-24269419.000,-25687674.000
NetIncomeLoss,,-27081632.000,-31045372.000
NetIncomeLossAvailableToCommonStockholdersBasic,-56901439.000,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,28204.000,,
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,15200000.000,,
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,42926.000,,
NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,681600.000,,
NoncashOrPartNoncashAcquisitionPayablesAssumed1,321417.000,,
OperatingExpenses,54870431.000,26109619.000,30190696.000
OperatingIncomeLoss,-54870431.000,-26109619.000,-30190696.000
PaymentsOfStockIssuanceCosts,3159835.000,,3832004.000
PaymentsToAcquireMarketableSecurities,,23279285.000,
PaymentsToAcquirePropertyPlantAndEquipment,45609.000,,
ProceedsFromIssuanceInitialPublicOffering,31334702.000,,
ProceedsFromIssuanceOfPrivatePlacement,23706118.000,30999999.000,999999.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,4994683.000,17818000.000
ProceedsFromShortTermDebt,1882817.000,,
ProceedsFromStockOptionsExercised,,,76724.000
ProceedsFromWarrantExercises,,,23392098.000
RepaymentsOfSeniorDebt,,,1570583.000
RepaymentsOfShortTermDebt,1882817.000,195656.000,
ResearchAndDevelopmentExpense,42908566.000,18533363.000,20439994.000
ShareBasedCompensation,17966611.000,2202235.000,3571211.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,545352.000,571972.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,1975151.000,1884112.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,3.830,5.130
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,7.890,7.600,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,6.050,5.040,
StockIssued1,16541834.000,,
StockIssuedDuringPeriodValueAcquisitions,16541834.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,2112000.000,,
StockIssuedDuringPeriodValueNewIssues,51600986.000,28533015.000,
StockIssuedDuringPeriodValueShareBasedCompensationGross,10542670.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,76724.000
UnrealizedGainLossOnDerivatives,10093.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,0.000,0.000,0.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,20700000.000,10300000.000,11900000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,12724395.000,23412181.000,31514154.000
