,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,,,,423683.000,,,,,,
AllocatedShareBasedCompensationExpense,,,,284667.000,200666.000,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,7876.000,,,,28788.000,,,,43801.000,,,,492686.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,28788.000,,,,43801.000,47032.000,47061.000,-93219.000,296449.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,9305.000,,,,-59870.000,,,,298500.000,,,,-110686.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,-771.000,-12227.000,,41569.000,-10641.000,135366.000,-24744.000,81033.000,80347.000,2615.000
ContractsRevenue,,,,,,,,,90209.000,,3600779.000,10051.000,162846.000,12755083.000,148911.000,118859.000,1063219.000
CostOfGoodsSoldDepreciationAndAmortization,,,,,,,,,,,,63716.000,65880.000,,45682.000,41420.000,48240.000
CostOfRevenue,,,,,,,459634.000,,216607.000,,3181242.000,5276057.000,4691207.000,4405082.000,1880265.000,1717706.000,2775727.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,67354.000,,,,,,
DebtConversionOriginalDebtAmount1,,,,,,,,,,,,741912.000,741912.000,,,,
DebtInstrumentIncreaseDecreaseOtherNet,,,,,,,,,,,10219000.000,,,,10219000.000,,
DebtIssuanceCosts,,,,,,,,,,,,,,,-131000.000,,
DeferredRevenuePeriodIncreaseDecrease,,,,,,,-97346.000,,,,,,,,872615.000,,
Depreciation,,,,,,,,,9617.000,,52684.000,63716.000,65880.000,55635.000,45682.000,,
DepreciationAndAmortization,,,,,,,,,,,,,,,,9951.000,48240.000
DirectOperatingCostRoyaltyExpense,,,,,,,,,,,,,,,,324000.000,324000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,,,,,,,,,-329217.000,-10524.000
DiscontinuedOperationIntraEntityAmountsDiscontinuedOperationAfterDisposalRevenue,,,,,,,,,,,,,,,,23705.000,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,,,,,,,,-126117.000,15791.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,,,,,,-40357.000,-38256.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,,,,,,,,-71639.000,11941.000
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,,,,,,,,,,,,,,,-114809.000,
EarningsPerShareBasicAndDiluted,,,,0.000,-0.020,,,,,,-0.020,-0.030,-0.190,-0.360,-0.090,-0.050,-0.060
EquipmentExpense,,,,,,,,,,,,,,,,,713464.000
FairValueAssumptionsExpectedDividendRate,,,,,,,0.000,,,,0.000,,,,0.000,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,6.230,,,,6.230,,,,1.600,3.150,3.150
GainLossOnDispositionOfAssets,,,,,,,,,,,,,-39860.000,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,-114000.000,-114000.000
GainLossOnSaleOfDerivatives,,,,1130547.000,-1239140.000,,,,,,,,,,,,
GeneralAndAdministrativeExpense,215013.000,352581.000,255445.000,64635.000,31555.000,-136460.000,606764.000,443168.000,791505.000,1450044.000,2129269.000,3029495.000,3558352.000,3690369.000,2428825.000,2031969.000,2693622.000
GeneralContractorRevenue,,,,,,,,,,,,5565911.000,4633535.000,,2530490.000,468601.000,2844351.000
GrossProfit,,,,,,,81366.000,,-68990.000,,419537.000,337291.000,105174.000,192438.000,799136.000,869754.000,1131843.000
HeldToMaturitySecuritiesSoldSecurityDerivativeHedgeGainLoss,,,,-90000.000,-11374.000,,,,,,,,,,,,
IncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,87493.000,,,,81033.000,80347.000,5615.000
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,,,-1309220.000,-2233084.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-413276.000,-547148.000,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,,,,-329217.000,-10524.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,-41569.000,,,,,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-2413174.000,-4054419.000,-5174292.000,-3114943.000,-2838592.000,-1558090.000,-2240993.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,218719.000,,,,80639.000,,,,558331.000,,,,-1133835.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,-58829.000,,,,837824.000,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,-896702.000,,,,1497374.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,530134.000,,,,216967.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,322822.000,,,,969460.000,,,,162252.000,,
IncreaseDecreaseInDeferredCharges,,,,,,,,,,,,,,,,,136898.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,,,,,,,,,,-272980.000,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,2174554.000,438185.000,,,-13273.000,456809.000,834930.000,-1182574.000,-273780.000,-1353429.000,-260461.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,108046.000,,,,108405.000,,,,-246292.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,,,,,,,,,130000.000,,,,,,
IncreaseDecreaseInOtherDeferredLiability,,,,,,,,,,,,,,,-808532.000,,
IncreaseDecreaseInOtherEmployeeRelatedLiabilities,,,,,,,141812.000,,,,168750.000,,,,-66433.000,,
IncreaseDecreaseInPayablesToCustomers,,,,,,,,,,,150000.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-52362.000,,,,68313.000,,,,-3709.000,,,,134229.000,,
IncreaseDecreaseInPrepaidReinsurancePremiums,,,,,,,,,,,,,,,-132120.000,,
IncrementalCommonSharesAttributableToEquityUnitPurchaseAgreements,,,,,,,,,,,,,,,66667.000,66667.000,66667.000
InterestExpense,198263.000,197067.000,-149858.000,154776.000,176066.000,474387.000,-347877.000,-212685.000,-403175.000,-241601.000,-437602.000,-507903.000,-619391.000,3684157.000,-1219588.000,-1418157.000,-833126.000
InterestExpenseLongTermDebt,,,,,,,347877.000,,,,437602.000,507903.000,619391.000,-909525.000,460577.000,,
