,2011-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,1199.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,938187.000,336578.000,,,,-104347.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,-157349.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-391287.000,-79591.000,-225163.000,-831844.000,-225611.000,-313746.000,-445469.000,-274872.000,-105695.000
CostOfRevenue,8549203.000,,,,,,,,,824.000
Depreciation,48232.000,,,2396.000,,2394.000,,,,3805.000
DepreciationDepletionAndAmortization,,,,,,2394.000,,,,3805.000
EarningsPerShareBasic,0.060,0.000,0.000,,,-0.010,-0.010,-0.020,-0.020,-0.010
EarningsPerShareDiluted,0.060,0.000,0.000,,,-0.010,-0.010,-0.020,-0.020,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,145988.000,,,,,3431.000,,,,5479.000
GeneralAndAdministrativeExpense,327595.000,391287.000,79591.000,260405.000,935358.000,231693.000,292898.000,451358.000,286782.000,290147.000
GrossProfit,2395430.000,,,,,3000.000,4500.000,,,207815.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1906291.000,-391287.000,-79591.000,-261088.000,-742676.000,-229042.000,-297917.000,-443198.000,-262662.000,-111185.000
IncomeTaxExpenseBenefit,191046.000,,,,,,,,,
IncomeTaxesPaid,356902.000,,,,,,,,,
IncreaseDecreaseInAccountsAndOtherReceivables,635546.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,32058.000,,,,-26517.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-744871.000,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,41.000,,,,44.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,235684.000,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,-100000.000,,,,-27993.000,,,,-26617.000
IncreaseDecreaseInAccruedTaxesPayable,,332565.000,,,,-64.000,,,,-1161.000
IncreaseDecreaseInDeposits,,-4700.000,,,,,,,,
IncreaseDecreaseInInventories,738094.000,,,,,,,,,
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,,,,,,10226.000,,,,10214.000
IncreaseDecreaseInOtherAccountsPayable,,,,,,60145.000,,,,-92490.000
IncreaseDecreaseInOtherReceivables,,,,,,48.000,,,,6019.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-840680.000,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,13251.000,,,,-1817.000
IncreaseDecreaseInPrepaidSupplies,,,,,,,,,,6210.000
IncreaseDecreaseInRestrictedCash,24712.000,,,,,,,,,
InterestAndOtherIncome,49023.000,,,,,,,,,
InterestExpense,9599.000,,,1719.000,,373.000,9706.000,367.000,-8976.000,
InterestIncomeOther,,,,,,,,2135.000,,1155.000
InterestPaid,17951.000,,,,,,,,,
InvestmentIncomeInterest,,,,95.000,,24.000,187.000,,,
NetCashProvidedByUsedInFinancingActivities,-710217.000,500000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-710217.000,500000.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,-127938.000,,,,,-212.000,,,,-33607.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-127938.000,,,,,-212.000,,,,-33607.000
NetCashProvidedByUsedInOperatingActivities,1776342.000,-163422.000,,,,-104135.000,,,,-123742.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1776342.000,-163422.000,,,,-104135.000,,,,-123742.000
NetIncomeLoss,1715245.000,-391287.000,-79591.000,-261088.000,-742676.000,-229042.000,-297917.000,-443198.000,-262662.000,-111185.000
NonoperatingIncomeExpense,18614.000,,,,,,,,,
NotesIssued1,,,,,,,,,,2213673.000
OperatingExpenses,507753.000,391287.000,79591.000,260405.000,935358.000,231693.000,292898.000,451358.000,286782.000,290147.000
OperatingIncomeLoss,1887677.000,,,,,-228693.000,-288398.000,-451358.000,-263625.000,-82332.000
