,2011-08-31,2011-11-30,2012-02-29,2012-11-30,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-04-01
AccountsPayableAndAccruedLiabilitiesCurrent,3000.000,3200.000,438.000,,,,,3406382.000,5459175.000,6050993.000,8897946.000,6554318.000,7090856.000,6546871.000,10446535.000,16637000.000,17595000.000,18648000.000,18575000.000,17756000.000
AccountsPayableCurrent,,,,242829.000,596645.000,659347.000,841038.000,,,,,,,,,,5530000.000,,,
AccountsPayableRelatedPartiesCurrent,,,,56849.000,261590.000,324388.000,108644.000,95502.000,136914.000,93334.000,115834.000,74674.000,175000.000,125000.000,50000.000,,,,,
AccountsPayableRelatedPartiesNoncurrent,,,,,,,,,,4167.000,,,,,,,,,,
AccountsReceivableNetCurrent,,,,59212.000,528997.000,605319.000,1935815.000,13226994.000,17036267.000,18877588.000,18815843.000,17331232.000,18759616.000,18704842.000,22944887.000,20936000.000,20378000.000,23203000.000,23844000.000,19616000.000
AccruedLiabilitiesCurrent,,,,,182572.000,88019.000,531526.000,,,,,,,,,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,1006383.000,351370.000,,,646838.000,151516.000,1438492.000,1592000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1924.000,4674.000,150151.000,783120.000,79535.000,117985.000,155893.000,204376.000,236623.000,287892.000,345177.000,405000.000,469000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,-17575.000,-37549.000,-55338.000,-24914.000,-26553.000,-27479.000,-31212.000,49163.000,379000.000,159000.000,564000.000,761000.000,833000.000
AdditionalPaidInCapital,37475.000,38975.000,50455.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,50404.000,3920194.000,4665641.000,5353928.000,16672785.000,26411211.000,28104848.000,38587947.000,41419935.000,42883511.000,46711837.000,48409897.000,48179000.000,51474000.000,53127000.000,54589000.000,58142000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,503518.000,561311.000,573573.000,535245.000,416688.000,270045.000,278125.000,389037.000,428000.000,382000.000,,,
Assets,17450.000,15669.000,0.000,121617.000,3320497.000,3304129.000,7095383.000,35389339.000,43685182.000,44121454.000,43202304.000,40566279.000,42332255.000,49207680.000,56489201.000,55176000.000,55096000.000,56991000.000,56265000.000,50282000.000
AssetsCurrent,,,0.000,121617.000,844197.000,893062.000,2339401.000,14996612.000,19585049.000,20587226.000,20923588.000,18824540.000,20953697.000,22132525.000,26818293.000,24760000.000,24003000.000,26236000.000,25759000.000,20963000.000
AssetsNet,,,,,-803936.000,-952822.000,-2560749.000,-5103748.000,-7158462.000,10102694.000,9856625.000,7876112.000,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,0.000,0.000,,,,,,,
BankOverdrafts,,,,1295.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,1467718.000,1467718.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,1126960.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,850216.000,850216.000,922161.000,281554.000,270180.000,270180.000,1579690.000,,,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,1916212.000,1788191.000,1596567.000,492720.000,1287407.000,1234127.000,1201044.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,47881.000,47881.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,5986.000,5986.000,144871.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,999729.000,999729.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,2509342.000,2509342.000,,,,,,,,,,,,,,
Cash,,,,16379.000,83662.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,17450.000,15669.000,0.000,,262822.000,230857.000,248132.000,844198.000,1324711.000,787943.000,1286802.000,560975.000,19194.000,814561.000,1040939.000,770000.000,1969000.000,2110000.000,1235000.000,489000.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,0.000,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,1.250,1.250,1.250,12.500,12.500,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,3619495.000,3619490.000,3694230.000,369423.000,369423.000,,128557.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,20000000.000,200000000.000,200000000.000,20000000.000,20000000.000,20000000.000,40000000.000
CommonStockSharesIssued,2540000.000,2540000.000,2540000.000,7620000.000,12288138.000,13170588.000,14003447.000,27736149.000,32950537.000,33647040.000,39882730.000,42877588.000,43688120.000,4573360.000,4891320.000,5018279.000,6306744.000,7906833.000,9115545.000,13901995.000
