,2012-02-29,2013-02-28,2014-02-28,2015-02-28,2016-02-29
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1105679.000,1105679.000,,1105679.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2369.000,6808.000,-664.000,-10364.000,-198.000
CostOfRealEstateSales,,,,-7403.000,
CostsAndExpenses,193984.000,193589.000,128485.000,97555.000,81434.000
Depreciation,5192.000,5192.000,5192.000,1568.000,0.000
EarningsPerShareBasic,,-0.070,,0.030,-0.020
EarningsPerShareBasicAndDiluted,-0.070,,-0.030,,
EarningsPerShareDiluted,,,,0.020,-0.020
GainLossOnSaleOfProperties,,,,192931.000,0.000
IncomeTaxesPaid,,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,23334.000,14417.000,-10285.000,-42379.000,38646.000
IncreaseDecreaseInOtherOperatingLiabilities,-5658.000,-40447.000,-34640.000,-4294.000,-1393.000
IncreaseDecreaseInPrepaidExpense,,,3409.000,-3409.000,0.000
IncreaseDecreaseInTradingSecurities,-57318.000,-182662.000,-4106.000,0.000,
InterestExpense,32007.000,24320.000,20483.000,5685.000,1795.000
InterestPaid,19807.000,16420.000,12483.000,66963.000,1795.000
InvestmentIncomeInterest,1.000,0.000,,,
LeaseAndRentalExpense,,,12000.000,12000.000,12000.000
MarketableSecuritiesGainLoss,-45926.000,-60158.000,2239.000,0.000,
MarketableSecuritiesRealizedGainLoss,,-173047.000,4298.000,,
MarketableSecuritiesUnrealizedGainLoss,,112889.000,-2059.000,0.000,
NetCashProvidedByUsedInFinancingActivities,179099.000,80087.000,137317.000,-291966.000,45778.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,179099.000,80087.000,137317.000,-291966.000,45778.000
NetCashProvidedByUsedInInvestingActivities,,,,412597.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,412597.000,0.000
NetCashProvidedByUsedInOperatingActivities,-176730.000,-73279.000,-137981.000,-130995.000,-45976.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-176730.000,-73279.000,-137981.000,-130995.000,-45976.000
NetIncomeLoss,-256916.000,-240103.000,-98945.000,103632.000,-83229.000
NonoperatingIncomeExpense,-77932.000,-84478.000,-18244.000,187246.000,-1795.000
OfficersCompensation,,,,8000.000,0.000
OperatingIncomeLoss,-178984.000,-155625.000,-80701.000,-83614.000,-81434.000
OtherCostAndExpenseOperating,,,12000.000,,
OtherCostOfOperatingRevenue,110830.000,125293.000,17934.000,10640.000,13309.000
OtherGeneralExpense,,,,24120.000,20914.000
OtherSalesRevenueNet,15000.000,37964.000,47784.000,13941.000,0.000
PreferredStockDividendRatePercentage,,0.020,0.020,0.020,0.020
ProceedsFromPaymentsForOtherFinancingActivities,-17653.000,-10523.000,,,
ProceedsFromRelatedPartyDebt,,,101867.000,0.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,196752.000,90610.000,35450.000,-291966.000,45778.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,412597.000,0.000
ProceedsFromSaleOfRealEstate,,,,412597.000,
ProfessionalFees,,,49118.000,40766.000,35211.000
Revenues,15000.000,37964.000,47784.000,13941.000,0.000
SalariesAndWages,58026.000,44113.000,18200.000,0.000,
SalesOfRealEstate,,,,-420000.000,
SalesRevenueNet,15000.000,37964.000,47784.000,13941.000,0.000
TravelAndEntertainmentExpense,19536.000,13991.000,3421.000,461.000,
WeightedAverageNumberOfDilutedSharesOutstanding,4618206.000,4618206.000,3512527.000,4618206.000,3512527.000
WeightedAverageNumberOfSharesOutstandingBasic,3512527.000,3512527.000,3512527.000,3512527.000,3512527.000
