,2011-11-30,2012-11-30,2013-11-30
AccretionExpense,1965.000,,2529.000
AccretionOfDiscount,,,2529.000
AdjustmentsToAdditionalPaidInCapitalOther,,,482823.000
AdvertisingExpense,,,78000.000
AmortizationOfDeferredCharges,215600.000,,
AssetRetirementObligationAccretionExpense,,,2529.000
AssetRetirementObligationForeignCurrencyTranslation,,,-513.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-35442.000
CashPeriodIncreaseDecrease,16529.000,19049.000,
CostOfRevenue,,,0.000
CurrentIncomeTaxExpenseBenefit,,,-41814.000
DebtInstrumentConvertibleBeneficialConversionFeature,,127000.000,
DebtInstrumentIncreaseAccruedInterest,5750.000,32723.000,
DerivativeGainLossOnDerivativeNet,,-40600.000,
EarningsPerShareBasic,,,-0.390
EarningsPerShareDiluted,,,-0.390
EffectOfExchangeRateOnCashAndCashEquivalents,-723.000,1083.000,
EffectiveIncomeTaxRateContinuingOperations,,0.340,
FairValueAssumptionsRiskFreeInterestRate,,0.001,
FairValueAssumptionsWeightedAverageVolatilityRate,,0.980,
FeesAndCommissions,,-1073628.000,
FinancialServicesCosts,1639.000,1176.000,
ForeignCurrencyTransactionGainLossBeforeTax,928.000,-1364.000,
ForeignCurrencyTransactionGainLossRealized,,,-513.000
GeneralAndAdministrativeExpense,7874.000,2657.000,60298.000
GrossProfit,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-939920.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-510669.000,-660180.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-898106.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010,-0.010,
IncomeTaxExaminationPenaltiesAndInterestExpense,42489.000,421.000,
IncomeTaxExpenseBenefit,,,-41814.000
IncomeTaxReconciliationNondeductibleExpenseOther,,66000.000,
IncreaseDecreaseInAccountsPayable,,,54229.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,10543.000,-5158.000,
IncreaseDecreaseInDerivativeLiabilities,,,107920.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,-18125.000,4000.000,
IncreaseDecreaseInNotesPayableCurrent,170000.000,337500.000,
IncreaseDecreaseInPrepaidExpense,-881.000,1119.000,
InterestAndDebtExpense,,,412365.000
InterestAndOtherIncome,21.000,,
InterestExpense,,,304445.000
InterestExpenseLongTermDebt,5750.000,-341484.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,178338.000,22125.000
LeaseAndRentalExpense,2673.000,3113.000,2116.000
LegalFees,20667.000,28514.000,13288.000
ManagementFeeExpense,,,314162.000
MarketingAndAdvertisingExpense,10000.000,,
MineralExtractionProcessingAndMarketingCosts,,,50000.000
NetCashProvidedByUsedInFinancingActivities,201875.000,283845.000,1404991.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,201875.000,283845.000,1404991.000
NetCashProvidedByUsedInInvestingActivities,,-50499.000,-1160000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-50499.000,-1160000.000
NetCashProvidedByUsedInOperatingActivities,-184623.000,-215380.000,-279920.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-184623.000,-215380.000,-279920.000
NetIncomeLoss,-509720.000,-1072264.000,-898106.000
NoninterestExpenseTransferAgentAndCustodianFees,,,7162.000
OperatingExpenses,,,527555.000
OperatingIncomeLoss,-509720.000,-1073628.000,-527555.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,513.000
OtherComprehensiveIncomeLossNetOfTax,,,-897593.000
OtherExpenses,-949.000,,
OtherNoncashIncomeExpense,,,443390.000
PaymentsToAcquireMineralRights,,,-1160000.000
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,1160000.000
ProceedsFromRepaymentsOfNotesPayable,,,248000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,-3032.000
ProfessionalFees,20175.000,22825.000,
ProfitLoss,,,-897593.000
Revenues,,,0.000
SalesRevenueNet,,,0.000
ShareBasedCompensation,215600.000,134200.000,95400.000
StockIssued1,50000.000,,
StockIssuedDuringPeriodSharesAcquisitions,,,50000000.000
StockIssuedDuringPeriodSharesNewIssues,,,149036403.000
StockIssuedDuringPeriodValueAcquisitions,,,115001.000
StockIssuedDuringPeriodValueNewIssues,,,1309340.000
StockRepurchasedAndRetiredDuringPeriodShares,,,-297448780.000
StockholdersEquityOther,,,31288.000
SuppliesAndPostageExpense,6481.000,4771.000,
TravelAndEntertainmentExpense,,2135.000,
ValuationAllowancesAndReservesDeductions,,135427.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,,2275120.000
WeightedAverageNumberOfSharesOutstandingBasic,52972335.000,70979728.000,2275120.000
