,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AdvertisingExpense,43000.000,46000.000,51000.000,54000.000,54000.000,41000.000,55000.000,56000.000,46000.000,55000.000,54000.000,35000.000,26000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,306000.000,64000.000,220000.000,35000.000,40000.000,28000.000,40000.000,29000.000,34000.000,26000.000,31000.000,33000.000,30000.000
AllowanceForLoanAndLeaseLossesWriteOffs,181000.000,99000.000,483000.000,65000.000,41000.000,454000.000,1069000.000,56000.000,93000.000,,71000.000,70000.000,
AllowanceForLoanAndLeaseLossesWriteoffsNet,,,,,,,,,,-73000.000,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,0.000,,,,32000.000,,,,18000.000,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,405000.000,,,,33000.000,,,,22000.000,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,405000.000,,,,1000.000,,,,4000.000,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,344000.000,,,,158000.000,,,,41000.000,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,405000.000,,,,33000.000,,,,22000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,4307000.000,,,,-2424000.000,,,,1779000.000,,,
Communication,,20000.000,26000.000,21000.000,20000.000,,22000.000,20000.000,,,,,
ComprehensiveIncomeNetOfTax,181000.000,361000.000,288000.000,200000.000,5185000.000,193000.000,0.000,233000.000,176000.000,284000.000,276000.000,432000.000,319000.000
DebtConversionOriginalDebtAmount1,,,,,,656000.000,,,,0.000,,,
DeferredIncomeTaxExpenseBenefit,,,,,,38000.000,,,,45000.000,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,-12000.000,-12000.000,,,-17000.000,-17000.000,,-18000.000,-18000.000,-18000.000,-20000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,10000.000,10000.000,,,11000.000,11000.000,,20000.000,20000.000,20000.000,20000.000
DefinedBenefitPlanInterestCost,,,13000.000,13000.000,,,14000.000,14000.000,,14000.000,14000.000,14000.000,15000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,15000.000,15000.000,,,20000.000,20000.000,,12000.000,12000.000,12000.000,15000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,0.000,0.000,,,0.000,0.000,,,0.000,,
DepreciationAmortizationAndAccretionNet,,93000.000,,,,71000.000,,,,92000.000,,,
EarningsPerShareBasic,0.600,0.680,0.350,0.350,9.830,0.170,0.230,0.270,0.340,0.330,0.370,0.500,0.600
EarningsPerShareBasicAndDiluted,0.600,0.680,,,,,,,,,,,
EarningsPerShareDiluted,0.600,0.680,0.290,0.340,9.770,0.170,0.230,0.260,0.340,0.320,0.370,0.500,0.610
FederalDepositInsuranceCorporationPremiumExpense,135000.000,135000.000,105000.000,120000.000,41000.000,80000.000,46000.000,56000.000,60000.000,58000.000,60000.000,39000.000,32000.000
FeesAndCommissionsCreditCards,81000.000,81000.000,86000.000,87000.000,85000.000,83000.000,90000.000,88000.000,89000.000,87000.000,90000.000,91000.000,93000.000
FinancingReceivableModificationsNumberOfContracts2,2.000,7.000,0.000,3.000,5.000,5.000,4.000,4.000,0.000,1.000,3.000,10.000,2.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,4724000.000,498000.000,0.000,951000.000,92000.000,188000.000,187000.000,520000.000,-1000.000,12000.000,201000.000,2499000.000,313000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,5572000.000,498000.000,0.000,951000.000,92000.000,188000.000,187000.000,520000.000,-1000.000,12000.000,201000.000,2499000.000,313000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,179000.000,,,,946000.000,,,,,,,
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,125000.000,,,,,,,,,,,,
GainLossOnSaleOfLoansAndLeases,,,,,,,,,,56000.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,-10000.000,,,,0.000,,,,-67000.000,,,
GainLossOnSaleOfSecuritiesNet,0.000,375000.000,0.000,0.000,-173000.000,91000.000,58000.000,20000.000,-1000.000,15000.000,0.000,0.000,0.000
GainLossOnSalesOfLoansNet,29000.000,0.000,0.000,0.000,0.000,,,,,7000.000,4000.000,13000.000,36000.000
GainsLossesOnSalesOfOtherRealEstate,,375000.000,-4000.000,106000.000,-13000.000,-45000.000,1000.000,255000.000,34000.000,84000.000,82000.000,47000.000,319000.000
ImpactOfRestatementOnEarningsPerShareBasic,,16.100,,,,,,,,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,11576000.000,11748000.000,11872000.000,11365000.000,-23485000.000,10555000.000,6476000.000,3092000.000,-14030000.000,2931000.000,2466000.000,3974000.000,-5625000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,49000.000,51000.000,46000.000,44000.000,37000.000,44000.000,17000.000,22000.000,-8000.000,18000.000,12000.000,28000.000,51000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,8515000.000,8464000.000,8692000.000,8031000.000,-17102000.000,6295000.000,3334000.000,1486000.000,-7649000.000,1447000.000,1114000.000,1360000.000,-2594000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,36000.000,42000.000,37000.000,31000.000,15000.000,31000.000,4000.000,6000.000,-11000.000,7000.000,6000.000,8000.000,7000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,3061000.000,3284000.000,3180000.000,3334000.000,-6383000.000,4260000.000,3142000.000,1606000.000,-6381000.000,1484000.000,1352000.000,2614000.000,-3031000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,13000.000,9000.000,9000.000,13000.000,22000.000,13000.000,13000.000,16000.000,3000.000,11000.000,6000.000,20000.000,44000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,206000.000,301000.000,196000.000,203000.000,279000.000,141000.000,200000.000,244000.000,301000.000,263000.000,344000.000,490000.000,753000.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,-5099000.000,38000.000,51000.000,67000.000,76000.000,45000.000,94000.000,144000.000,339000.000
IncomeTaxesPaid,,0.000,,,,0.000,,,,0.000,,,
IncreaseDecreaseInDeposits,,-3485000.000,,,,-7101000.000,,,,-4193000.000,,,
IncreaseDecreaseInInterestAndDividendsReceivable,,52000.000,,,,23000.000,,,,22000.000,,,
IncreaseDecreaseInInterestPayableNet,,-218000.000,,,,-181000.000,,,,-180000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,220000.000,,,,107000.000,,,,252000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,,290000.000,,,,294000.000,,,,78000.000,,,
InformationTechnologyAndDataProcessing,91000.000,77000.000,85000.000,77000.000,75000.000,95000.000,92000.000,86000.000,93000.000,87000.000,94000.000,93000.000,89000.000
InterestAndDividendIncomeOperating,2352000.000,2114000.000,2014000.000,2159000.000,2166000.000,2026000.000,2056000.000,2041000.000,2049000.000,2026000.000,1966000.000,2001000.000,2054000.000
InterestAndDividendIncomeSecurities,,188000.000,175000.000,184000.000,191000.000,125000.000,109000.000,80000.000,68000.000,55000.000,43000.000,52000.000,50000.000
InterestAndFeeIncomeLoansAndLeases,2154000.000,1917000.000,1832000.000,1968000.000,1972000.000,1894000.000,1941000.000,1953000.000,1976000.000,1966000.000,1911000.000,1940000.000,2000000.000
InterestExpense,504000.000,436000.000,418000.000,400000.000,380000.000,349000.000,314000.000,303000.000,259000.000,211000.000,206000.000,205000.000,196000.000
InterestExpenseBorrowings,117000.000,113000.000,113000.000,115000.000,115000.000,99000.000,91000.000,84000.000,60000.000,35000.000,33000.000,31000.000,9000.000
InterestExpenseDeposits,387000.000,323000.000,305000.000,285000.000,265000.000,250000.000,223000.000,219000.000,199000.000,176000.000,173000.000,174000.000,185000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1848000.000,1678000.000,1782000.000,1759000.000,1786000.000,1677000.000,1742000.000,1738000.000,2040000.000,1815000.000,1760000.000,1796000.000,1858000.000
InterestIncomeExpenseNet,1848000.000,1678000.000,1596000.000,1759000.000,1786000.000,1677000.000,1742000.000,1738000.000,1790000.000,1815000.000,1760000.000,1796000.000,1858000.000
InterestIncomeFederalFundsSold,7000.000,9000.000,7000.000,7000.000,3000.000,7000.000,6000.000,8000.000,5000.000,5000.000,12000.000,9000.000,4000.000
InterestIncomeSecuritiesTaxExempt,63000.000,,,,,,,,,,,,
InterestIncomeSecuritiesTaxable,128000.000,,,,,,,,,,,,
InterestPaid,,655000.000,,,,530000.000,,,,391000.000,,,
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,128000.000,113000.000,113000.000,121000.000,104000.000,85000.000,103000.000,124000.000,97000.000,87000.000,110000.000,103000.000,107000.000
InvestmentIncomeNetAmortizationOfDiscountAndPremium,,,,,,-35000.000,,,,-14000.000,,,
LaborAndRelatedExpense,883000.000,859000.000,853000.000,860000.000,820000.000,812000.000,762000.000,792000.000,808000.000,855000.000,810000.000,786000.000,893000.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,,0.000,,,,8000.000,,,,28000.000,,,
NetCashProvidedByUsedInFinancingActivities,,-476000.000,,,,-6905000.000,,,,-4200000.000,,,
