,2011-08-31,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,13172.000,,,,99868.000,,,,42012.000,,,,3003.000,
AllocatedShareBasedCompensationExpense,,,,9521.000,,4406.000,4406.000,1893.000,7881.000,9908.000,12027.000,10806.000,4971.000,3003.000,946.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,5808781774.000,,,,9986599143.000,,74624614.000,,16501784853.000,72465111.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,98712.000,,,,90555.000,,,,94760.000,,,,-58705.000,
DebtConversionOriginalDebtInterestRateOfDebt,,,,,,0.048,,,,0.048,,,,0.048,
DebtInstrumentConvertibleInterestExpense,,5000.000,,,,0.000,,,,,,,,,
DebtInstrumentConvertibleNumberOfEquityInstruments,,,,,,,,,,9900000000.000,,,,,
DeferredRevenueRevenueRecognized,,,,11029.000,,11029.000,11030.000,11029.000,,,,,,,
DepreciationAndAmortization,68.000,0.000,0.000,0.000,0.000,,,,,,,,,,
DepreciationDepletionAndAmortization,,0.000,,,,,,,,,,,,,
DividendsPreferredStock,0.000,,,,,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,,,,0.000,,,0.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.000,-0.000,-0.001,-0.000,-0.000,,,-0.000,
EarningsPerShareDiluted,,,,,,,,,,,,0.000,,,0.000
GainLossOnDerivativeInstrumentsNetPretax,381517.000,1227.000,42737.000,60562.000,-15863.000,-47900.000,37460.000,-902.000,12440.000,-7259.000,-9958.000,2301.000,7332.000,9312.000,-5826.000
GainLossOnDispositionOfAssets,,,,,,,,0.000,,,,,,,
GainLossOnDispositionOfProperty,,,,1500.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-19463.000,,,,-58525.000,,,,65707.000,,,,171169.000,
IncreaseDecreaseInDeferredRevenue,,-12330.000,,,,-12329.000,,,,-12329.000,,,,-12329.000,
IncreaseDecreaseInOperatingAssets,,-1703.000,,,,514.000,,,,-7326.000,,,,-1418.000,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,,,,,1056441230.000,,,2180782478.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,,,,,,,,44205128.000,,,54730159.000
InterestExpense,5871.000,5850.000,812.000,762.000,713.000,671.000,680.000,707.000,633.000,700.000,8987.000,584.000,510.000,595.000,748.000
InterestOnConvertibleDebtNetOfTax,,,,,,,,,,,,451.000,,,447.000
InterestPaid,,876.000,,,,698.000,,,,730.000,,,,167.000,
InvestmentIncomeInterest,617.000,274.000,213.000,106.000,104.000,75.000,60.000,36.000,16.000,12.000,13.000,13.000,13.000,6.000,3.000
LicenseAndMaintenanceRevenue,,,,,,750000.000,,,,,,,,,
LicensesRevenue,,,,,,,,,,,,,,,512330.000
NetCashProvidedByUsedInFinancingActivities,,98645.000,,,,400000.000,,,,302225.000,,,,67500.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,98645.000,,,,400000.000,,,,302225.000,,,,67500.000,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,0.000,,,,0.000,,,,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,0.000,,,,0.000,,,,0.000,
NetCashProvidedByUsedInOperatingActivities,,67.000,,,,-309445.000,,,,-207465.000,,,,-126205.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,67.000,,,,-309445.000,,,,-207465.000,,,,-126205.000,
NetIncomeLoss,-106475.000,-270570.000,-378759.000,-294587.000,-312334.000,-358965.000,-241517.000,-303096.000,-331039.000,-280258.000,-321505.000,225029.000,-3337.000,-262289.000,171319.000
NetIncomeLossAttributableToNoncontrollingInterest,-19052.000,-19320.000,-29750.000,-22771.000,-30509.000,-26880.000,-22067.000,-42264.000,-43604.000,-37182.000,-67314.000,-24610.000,-19650.000,-17865.000,50115.000
NetIncomeLossAttributableToParentDiluted,,,,,,,,,,,,225480.000,,,171766.000
NetIncomeLossAvailableToCommonStockholdersBasic,-106475.000,,,,,,,,,,,,,,
NonoperatingIncomeExpense,,,,,,,,,,,-18932.000,1730.000,,8723.000,-6571.000
OperatingExpenses,587834.000,297870.000,462977.000,391093.000,472241.000,349678.000,312754.000,356116.000,398796.000,321822.000,382217.000,-186360.000,254446.000,301206.000,357800.000
OperatingIncomeLoss,-575505.000,-285541.000,-450647.000,-378764.000,-459911.000,-337349.000,-300424.000,-343787.000,-386466.000,-309493.000,-369887.000,198689.000,-242116.000,-288877.000,228005.000
ProceedsFromWarrantExercises,,,,,,,,,,225630.000,,,,76300.000,
ProfitLoss,-125527.000,-289890.000,-408509.000,-317358.000,-342843.000,-385845.000,-263584.000,-345360.000,-374643.000,-317440.000,-388819.000,200419.000,-22987.000,-280154.000,221434.000
ResearchAndDevelopmentExpense,204906.000,,,,,,81547.000,95418.000,,66254.000,150529.000,66493.000,40241.000,46205.000,133686.000
RevenueFromGrants,73715.000,0.000,0.000,0.000,0.000,,,,,,,,,,
Revenues,12329.000,12329.000,12330.000,12329.000,12330.000,12329.000,12330.000,12329.000,12330.000,12329.000,12330.000,12329.000,12330.000,12329.000,585805.000
SalesRevenueNet,12329.000,12329.000,12330.000,12329.000,12330.000,12329.000,12330.000,12329.000,12330.000,12329.000,12330.000,12329.000,12330.000,12329.000,585805.000
SellingGeneralAndAdministrativeExpense,382860.000,225012.000,143035.000,207913.000,293898.000,210185.000,208154.000,207753.000,253296.000,213556.000,208603.000,197341.000,209234.000,251998.000,223168.000
ShareBasedCompensation,,13172.000,107544.000,105446.000,100167.000,99868.000,23053.000,52945.000,47807.000,42012.000,23085.000,-450194.000,4971.000,3003.000,946.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,0.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,1.470,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,0.019,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,4975000.000,,,,0.000,,,,305556.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,,0.010,,,,0.000,,,,0.001,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,,,,,,0.004,,,,,,,,,
