,2017-03-31
AccountsNotesAndLoansReceivableNetCurrent,752848000.000
AccountsPayableCurrent,92366000.000
AccruedIncomeTaxesCurrent,31544000.000
AccruedIncomeTaxesNoncurrent,106742000.000
AccruedLiabilitiesCurrent,339117000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1197632000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-946399000.000
AdditionalPaidInCapital,3428638000.000
AllowanceForDoubtfulAccountsReceivableCurrent,189879000.000
Assets,7910591000.000
AssetsCurrent,1777154000.000
BuildingsAndImprovementsGross,1270691000.000
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,97312000.000
CapitalLeaseObligations,255320000.000
CashAndCashEquivalentsAtCarryingValue,856306000.000
ConstructionInProgressGross,88857000.000
DebtInstrumentCarryingAmount,3848402000.000
DeferredCompensationLiabilityClassifiedNoncurrent,14263000.000
DeferredCosts,60355000.000
DeferredFinanceCostsNet,40704000.000
DeferredRevenueCurrent,735826000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,157820000.000
DeferredTaxLiabilitiesNoncurrent,454841000.000
DerivativeAssets,21069000.000
DerivativeAssetsNoncurrent,21069000.000
DerivativeInstrumentsAndHedgesLiabilities,2626000.000
DerivativeInstrumentsAndHedgesLiabilitiesNoncurrent,7797000.000
DerivativeLiabilities,10423000.000
DueFromRelatedPartiesCurrent,5559000.000
EmployeeRelatedLiabilitiesCurrent,231505000.000
FinancingReceivableAllowanceForCreditLosses,8740000.000
FinancingReceivableRecordedInvestmentCurrent,15859000.000
FinancingReceivableRecordedInvestmentNonaccrualStatus,14585000.000
FiniteLivedIntangibleAssetsNet,45840000.000
Goodwill,2012964000.000
IncomeTaxesReceivable,29231000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,1328526000.000
Land,410661000.000
LeaseholdImprovementsGross,419325000.000
LettersOfCreditOutstandingAmount,156600000.000
Liabilities,6364401000.000
LiabilitiesAndStockholdersEquity,7910591000.000
LiabilitiesCurrent,1791522000.000
LiabilitiesNoncurrent,4572879000.000
LongTermDebtAndCapitalLeaseObligations,3629815000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,177883000.000
LongTermDebtNoncurrent,3629815000.000
MinorityInterest,34641000.000
NotesAndLoansReceivableNetNoncurrent,63105000.000
NotesPayableRelatedPartiesClassifiedCurrent,136766000.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,220749000.000
NotesPayableRelatedPartiesNoncurrent,83983000.000
NotesReceivableGross,30444000.000
NotesReceivableNet,21704000.000
OtherAssetsCurrent,920848000.000
OtherAssetsNoncurrent,202652000.000
OtherLiabilitiesCurrent,43889000.000
OtherLiabilitiesNoncurrent,275438000.000
OtherReceivables,22612000.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,49488000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PrepaidExpenseCurrent,104639000.000
PropertyPlantAndEquipmentNet,2195724000.000
ReceivablesNetCurrent,591140000.000
RestrictedCashAndInvestmentsCurrent,195838000.000
RetainedEarningsAccumulatedDeficit,-1160508000.000
StockholdersEquity,1322405000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1357046000.000
