,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,42661280.000,41704968.000,49539258.000,40902615.000,43613937.000,35000057.000,31127671.000,31939209.000,39288738.000
AccountsReceivableNetCurrent,18258810.000,13708373.000,16059667.000,15883738.000,14435958.000,14642466.000,11726078.000,12215741.000,13924071.000
AccruedLiabilitiesCurrent,11762898.000,11566451.000,16131324.000,15258593.000,14453729.000,9193995.000,6680843.000,9616158.000,13557426.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,241138871.000,254477869.000,269978945.000,284292671.000,298835052.000,312982134.000,442304300.000,454996621.000,473460678.000
AdditionalPaidInCapitalCommonStock,242472632.000,242995182.000,243484877.000,244023186.000,244662869.000,245347188.000,246007941.000,246669871.000,247397834.000
AllowanceForDoubtfulAccountsReceivableCurrent,579143.000,579143.000,,579143.000,547184.000,547184.000,525556.000,568429.000,559878.000
AssetRetirementObligation,,,,,10839030.000,10717645.000,11029206.000,10974910.000,11107561.000
AssetRetirementObligationCurrent,1011633.000,990229.000,935705.000,877755.000,956736.000,772856.000,876774.000,738428.000,1352209.000
AssetRetirementObligationsNoncurrent,9073924.000,9065983.000,9071064.000,9983890.000,9882294.000,9944789.000,10152432.000,10236482.000,9755352.000
Assets,425456474.000,421773775.000,436325874.000,456561490.000,467245508.000,463301762.000,368620389.000,367375502.000,371197989.000
AssetsCurrent,28751573.000,23742745.000,21072180.000,21401528.000,21126979.000,21354018.000,24824474.000,23905415.000,27607403.000
AssetsNoncurrent,9694736.000,11971658.000,18472395.000,20107766.000,19189560.000,15899722.000,42968435.000,45007348.000,45145454.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,439829372.000,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,740070145.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,300240773.000,,
CapitalizedCostsProvedProperties,,,,,,,662277626.000,,
CapitalizedCostsUnprovedProperties,,,,,,,14016656.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,63775863.000,,
