,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrentAndNoncurrent,6962000.000,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,109271000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4688000.000,108000.000,2691000.000,,,,,,,,,,,,,
AcquisitionCostsCumulative,,,,,,,,,,,,,,339200000.000,,
Assets,3028257000.000,6841925000.000,6785663000.000,,,,,,,,,,,,,
BuildingsAndImprovementsGross,3247869000.000,,,,,,,,,,,,,,,
BusinessAcquisitionsPurchasePriceAllocationSubsequentYearsRemainingAdjustments,,,,,,,,,,,,,,,1600000.000,1600000.000
Capital,1030011000.000,,,,,,,,,,,,,,,
CapitalLeasedAssetsGross,,51728000.000,,,,4968000.000,,,,4438000.000,,,,51588000.000,,
CashAndCashEquivalentsAtCarryingValue,181105000.000,,,,,,,,,,,,,,,
CommonStockSharesOutstanding,,74830726.000,75009303.000,75194807.000,75242266.000,75267675.000,75345023.000,75375027.000,75379381.000,75408571.000,75505025.000,75524086.000,75542583.000,113518212.000,113574798.000,113607734.000
ConstructionInProgressGross,31600000.000,166048000.000,,,,,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,0.032,0.039,0.038,0.038,0.037,0.037,0.037,0.036,0.036,0.037,0.037,0.037,0.036,0.035,0.034,0.036
DeferredFinanceCostsNet,13629000.000,,,,,,,,,,,,,,,
DerivativeAssetFairValueNet,10738000.000,444000.000,,,,,,,,,,,,,,
DerivativeCollateralObligationToReturnCash,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
DerivativeCollateralRightToReclaimCash,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
DerivativeFairValueGrossAmountNotOffsetAgainstCollateralNet,-866000.000,,,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeAsset,10738000.000,444000.000,524000.000,156000.000,131000.000,78000.000,34000.000,2241000.000,6000.000,,,,,,,
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,,,524000.000,0.000,0.000,0.000,0.000,-350000.000,0.000,,,,,,,
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
DerivativeFairValueOfDerivativeLiability,9858000.000,20015000.000,17937000.000,17997000.000,13132000.000,13392000.000,15007000.000,13071000.000,17953000.000,,,,,,,
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,17937000.000,0.000,0.000,0.000,0.000,-350000.000,0.000,,,,,,,
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
DerivativeFairValueOfDerivativeNet,,,-97000.000,,,,,,,,,,,,,
DerivativeLiabilityFairValueNet1,9858000.000,20015000.000,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,22000.000,,,,,,,,,,,,,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeAsset,,,,,,,,,,,,,,10800000.000,14700000.000,14100000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,8454000.000,,,,11000000.000,,,,,,
EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,,11400000.000,,,,12600000.000,,,,14100000.000,,,,14600000.000,,
EmployeeStockOwnershipPlanESOPSharesInESOP,,186872.000,,,,168816.000,,,,155309.000,,,,149050.910,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,2600000.000,,,,0.000,,,,300000.000,,,,500000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,23800000.000,,,,1700000.000,,,,1400000.000,,,,28700000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,3300000.000,,,,100000.000,,,,300000.000,,,,800000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,3300000.000,,,,200000.000,,,,400000.000,,,,1600000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,3300000.000,,,,300000.000,,,,500000.000,,,,2000000.000,,
FurnitureAndFixturesGross,102013000.000,,,,,,,,,,,,,,,
GeneralPartnersCapitalAccount,994916000.000,,,,,,,,,,,,,,,
GeneralPartnersCapitalAccountUnitsOutstanding,42744978.000,74830726.000,75009303.000,75194807.000,75242266.000,75267675.000,75345023.000,75375027.000,75379381.000,75408571.000,75505025.000,75524086.000,75542583.000,113518212.000,113574798.000,113607734.000
Goodwill,4106000.000,,,,,,,,,,,,,,,
InterestRateCashFlowHedgeAssetAtFairValue,10681000.000,396000.000,441000.000,,,72000.000,,,,,,,,,,
InterestRateCashFlowHedgeLiabilityAtFairValue,9858000.000,20015000.000,17937000.000,,,,,,,,,,,,,
InterestRateDerivativeAssetsAtFairValue,10738000.000,,524000.000,156000.000,131000.000,,,,,,,,,,,
InterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,57000.000,49000.000,83000.000,,,6000.000,,,,,,,,,,
InterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,0.000,0.000,0.000,,,0.000,,,,,,,,,,
InterestRateDerivativeLiabilitiesAtFairValue,9858000.000,,17937000.000,17997000.000,13132000.000,,,,,,,,,,,
InventoryRealEstateOther,7664000.000,,,,,,,,,,,,,,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,3237000.000,,,,,,,,,,,,,,,
Land,394848000.000,,,,,,,,,,,,,,,
LandAvailableForDevelopment,5450000.000,,,,,,,,,,,,,,,
Liabilities,1993207000.000,,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,3028257000.000,,,,,,,,,,,,,,,
LimitedPartnersCapitalAccount,39783000.000,256771304.000,287316070.000,,,,,,,,,,,,,
LimitedPartnersCapitalAccountUnitsOutstanding,1701955.000,4227384.000,4208526.000,4207126.000,4202123.000,4191152.000,4189966.000,4186369.000,4185065.000,4162996.000,4162163.000,4159003.000,4143203.000,4220403.000,4217444.000,4215678.000
LineOfCreditFacilityAmountOutstanding,,0.000,,35000000.000,0.000,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,500000000.000,,,,,,,,,,,,,,
