,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmortizationOfFinancingCostsAndDiscounts,,,9800000.000,,,,10400000.000,,,,10300000.000,,,,1300000.000,,,,1400000.000,,,,1300000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,9600000.000,9000000.000,8700000.000,4000000.000,-15300000.000,4000000.000,,,,6700000.000,,,,8900000.000,,,,0.000,,,,2800000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,0.000,0.000,200000.000,,,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,0.000,,200000.000,,,,0.000,,,,,,,,,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,65800000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5500000.000,,,,-480800000.000,,,,-116400000.000,,,,-120800000.000,,,,-115100000.000,,,,-152900000.000,,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.100
CommonStockDividendsPerShareDeclared,0.037,0.037,0.037,0.037,0.037,0.039,0.188,0.000,0.000,0.000,0.000,0.037,0.037,0.064,0.062,0.062,0.062,0.064,0.080,0.080,0.080,0.080,0.100,0.100,0.100
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,29000000.000,27800000.000,40500000.000,787700000.000,100400000.000,66200000.000,111000000.000,147900000.000,139300000.000,123200000.000,131300000.000,113100000.000,166200000.000,142500000.000,147900000.000,221400000.000,238100000.000,158900000.000,192500000.000,249800000.000,283700000.000,206900000.000,229200000.000,289000000.000
ConversionOfStockSharesIssued1,,,,,,,,,,,,,38600000.000,,,,,,,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,77.180,,,,77.180,77.180,77.180,38589219.460,,,,,,,,,,,
