,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2014-06-30,2014-09-30,2015-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,406592.000,447116.000,1635491.000
AccountsPayableCurrent,1364169.000,1271890.000,1291679.000,1271597.000,1261579.000,1261579.000,1261579.000
AccountsReceivableNet,,,,,,,29617.000
AccountsReceivableNetCurrent,46292.000,40942.000,180426.000,131178.000,,,
AccruedEmployeeBenefitsCurrent,,,,,371556.000,371555.000,351555.000
AccruedIncomeTaxesCurrent,256710.000,0.000,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,1030.000,1264.000,3764.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2975.000,5673.000,,,-39750.000,,
AdditionalPaidInCapital,3464741.000,3573094.000,3912966.000,3985465.000,8447315.000,7634348.000,11580282.000
AllowanceForDoubtfulAccountsReceivable,,1450.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000,,,,,
Assets,5298183.000,763125.000,3581001.000,228926.000,1126782.000,71830.000,4667859.000
AssetsCurrent,5065092.000,697650.000,831325.000,140647.000,28110.000,17012.000,293610.000
AssetsNoncurrent,,,,,1098672.000,54818.000,4384429.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,5000000.000,0.000,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,3390000.000,0.000,44945.000,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,3390000.000,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,1712500.000,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,2942738.000,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,1633904.000,,,,,
BusinessAcquisitionPurchasePriceAllocationCapitalLeaseObligationAccrual,,,119771.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsAssetToBeDisposedOf,,5000000.000,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,93416.000,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,198388.000,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,61644.000,2788.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,32307.000,244085.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,336467.000,35728.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,,141870.000,15587.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,,,96662.000,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,1161215.000,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,350000.000,2524997.000,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,309233.000,,,,
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,,,41485.000,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,3707.000,170868.000,,,,
BusinessAcquisitionPurchasePriceAllocationWarrantyLiability,,3194247.000,,,,,
BusinessAcquisitionSharePrice,,0.104,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,132990.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,13299.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,39897.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,39897.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,39897.000,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,13219.000,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,119771.000,,,,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,44945.000,,,,
CapitalizedComputerSoftwareGross,,,,,89450.000,,
Cash,,,,,26640.000,16806.000,4109.000
CashAndCashEquivalentsAtCarryingValue,11727.000,16404.000,7807.000,9469.000,26640.000,16806.000,4109.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,0.010,0.010,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,495000000.000,495000000.000,495000000.000,495000000.000,9950000000.000,9950000000.000,9950000000.000
CommonStockSharesIssued,123578320.000,123578320.000,135354346.000,176250915.000,16485064.000,26095205.000,685019378.000
CommonStockSharesOutstanding,123578320.000,123578320.000,135354346.000,176250915.000,16485064.000,26095205.000,685019378.000
CommonStockValue,123578.000,123578.000,135354.000,176251.000,16485.000,26095.000,685019.000
ConvertibleDebtCurrent,,,,,,,481684.000
ConvertibleNotesPayable,,,,,,,977241.000
DebtInstrumentConvertibleConversionPrice1,,,0.065,,,,
DebtInstrumentInterestRateEffectivePercentage,,,0.050,,,,
DebtInstrumentUnamortizedDiscount,,33645.000,87230.000,38615.000,,,
DeferredFinanceCostsNoncurrentNet,0.000,0.000,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,344000.000,,,344000.000,,
DeferredTaxAssetsGross,,0.000,,,,,
DeferredTaxAssetsLiabilitiesNet,,0.000,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,4129000.000,,,,,
DeferredTaxAssetsOther,,,,,53000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,8000.000,,,8000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,383000.000,,,,,
DeferredTaxAssetsValuationAllowance,,4917000.000,,,-6443000.000,,
DeferredTaxLiabilities,,0.000,,,,,
DeferredTaxLiabilitiesTaxDeferredIncome,,0.000,,,,,
DepositsAssetsNoncurrent,18000.000,0.000,,,,,
DerivativeLiabilities,,,,,66962.000,234545.000,901387.000
DividendsPayableCurrent,,,,1278.000,,,
DueToRelatedPartiesCurrent,125000.000,166348.000,172388.000,306555.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,1002649.000,894849.000,700592.000,,,
EscrowDeposit,,638304.000,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,189582.000,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,494479.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,136771.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,631249.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,631249.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,631249.000,,,,
FiniteLivedIntangibleAssetsGross,,350000.000,,,,,
FiniteLivedIntangibleAssetsNet,160418.000,0.000,2503955.000,,,,
FurnitureAndFixturesGross,,,,,239.000,,
Goodwill,,,,,,,4279861.000
InventoryNet,,,,,,,190325.000
Liabilities,6552155.000,2544495.000,4085079.000,2331371.000,2754137.000,3048229.000,5976034.000
LiabilitiesAndStockholdersEquity,5298183.000,763125.000,3581001.000,228926.000,1126781.000,71830.000,4667859.000
LiabilitiesCurrent,6482319.000,2426330.000,3059318.000,2207600.000,2754137.000,3048229.000,5967534.000
LiabilitiesNoncurrent,,,,,,,8500.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,1045374.000,638308.000,638308.000,0.000,,,
LongTermDebtAndCapitalLeaseObligations,,,74826.000,,,,8500.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,74826.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,546654.000,419883.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,6620.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,9456.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,8934.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,925925.000,123771.000,,,
LongTermNotesPayable,69836.000,118165.000,950935.000,123771.000,,,0.000
MachineryAndEquipmentGross,,,,,6193.000,,
MinorityInterest,-230809.000,-184602.000,-200295.000,-202077.000,,,
MinorityInterestOwnershipPercentageByParent,,,0.490,0.490,,,
NoncontrollingInterestInVariableInterestEntity,,,,,-202077.000,-202077.000,-303348.000
NotesPayable,,285050.000,1584819.000,582269.000,,,
NotesPayableCurrent,129221.000,133240.000,546654.000,419883.000,647448.000,733433.000,868831.000
NotesReceivableNet,,,,,,,35000.000
OperatingLeasesFutureMinimumPaymentsDue,,12000.000,6000.000,24214.000,,,
OperatingLossCarryforwards,,4600000.000,,,5304000.000,,
OtherAssetsCurrent,,,,,,,34352.000
OtherInventoryCapitalizedCosts,,,,,,,49130.000
PostconfirmationAccumulatedDepreciationAndAmortization,,,63484.000,,,,
PostconfirmationPropertyAndEquipmentNet,,,117900.000,,,,
PostconfirmationPropertyUnderCapitalLeaseArrangements,,,181384.000,,,,
PreferredStockValue,200000.000,200000.000,,,,,
PrepaidExpenseAndOtherAssetsCurrent,7073.000,2000.000,4788.000,0.000,,,
PropertyPlantAndEquipmentGross,,71148.000,,,99348.000,,
PropertyPlantAndEquipmentNet,54673.000,65475.000,245721.000,88279.000,59598.000,54818.000,45258.000
RestrictedCashAndCashEquivalents,,638304.000,638304.000,0.000,,,
RetainedEarningsAccumulatedDeficit,-4811482.000,-5493440.000,-5104603.000,-6252084.000,-9979082.000,-10524768.000,-13270130.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,2075000.000,2395000.000,2645000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,3810000.000,3570000.000,6570000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,15889668.000,16634667.000,16843000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,0.060,0.058,0.057,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,588.000,2472.000,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,46690000.000,46930000.000,46930000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,0.062,0.062,0.062,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,1250000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,1250000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardPerShareWeightedAveragePriceOfSharesPurchased,,0.054,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,0.000,0.000,0.000,,,
StockholdersEquity,-1023163.000,-1596768.000,-303783.000,-1900368.000,-1425279.000,-2774321.000,-1004826.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1253972.000,-1781370.000,-504078.000,-2102445.000,-1627356.000,-2976399.000,-1308175.000
