,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,315.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,271.000,309.000,266.000,272.000,,191.000,137.000,167.000,237.000,690.000,483000.000,196000.000,283000.000,132000.000,137000.000,305000.000,265000.000,281000.000,178000.000,223000.000
AccountsReceivableNet,,,,657.000,,1177.000,,,1091.000,,,,,,,,969000.000,726000.000,,
AccountsReceivableNetCurrent,874.000,1247.000,757.000,,1060.000,,895.000,705.000,,1202.000,666000.000,568000.000,733000.000,541000.000,587000.000,667000.000,,,477000.000,637000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,0.000,,,,,,,,,
AccruedLiabilitiesCurrent,439.000,447.000,333.000,305.000,,484.000,602.000,675.000,947.000,425.000,503000.000,492000.000,303000.000,325000.000,283000.000,293000.000,393000.000,360000.000,323000.000,477000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,314.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,-1837.000,-1025.000,,,,,,,,,,,1092000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-463.000,-449.000,-456.000,-462.000,-450.000,-447.000,-424.000,-444.000,-469.000,-504.000,-482000.000,-425000.000,-397000.000,-286000.000,-283000.000,-277000.000,-228000.000,-258000.000,-278000.000,-283000.000
AdditionalPaidInCapital,27491.000,27476.000,27478.000,27480.000,,27367.000,27369.000,27374.000,27375.000,27314.000,27338000.000,27117000.000,27001000.000,27026000.000,27056000.000,27087000.000,27085000.000,27114000.000,27138000.000,27140000.000
AdditionalPaidInCapitalCommonStock,,,,,27445.000,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,18000.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,29.000,29.000,29.000,29.000,,29.000,29.000,29.000,,29.000,18000.000,18000.000,18.000,18000.000,18000.000,18.000,18000.000,18.000,18.000,18000.000
Assets,6349.000,6950.000,6548.000,6000.000,6440.000,6712.000,7714.000,7088.000,6551.000,4936.000,,4665000.000,,3559000.000,3293000.000,3202000.000,3546000.000,3453000.000,3115000.000,3260000.000
AssetsCurrent,1651.000,2135.000,1660.000,1039.000,1425.000,1710.000,2482.000,1816.000,4586.000,2904.000,2765000.000,2757000.000,1768000.000,1597000.000,1455000.000,1211000.000,1479000.000,1277000.000,989000.000,1060000.000
AssetsHeldForSaleCapitalLeasedAssetsNet,,,,,,45.000,,,,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,,,,,,3759.000,,,,,,,,,,,,
CapitalLeaseObligations,,,,,,13.000,,,,,,44000.000,40000.000,37000.000,30000.000,55000.000,50000.000,45000.000,39000.000,31000.000
CapitalLeaseObligationsCurrent,5.000,5.000,5.000,5.000,13.000,,13.000,13.000,13.000,19.000,19000.000,19000.000,19000.000,19000.000,19000.000,24000.000,24000.000,24000.000,24000.000,24000.000
CapitalLeaseObligationsNoncurrent,6.000,5.000,4.000,3.000,,,39.000,35.000,31.000,52.000,,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,45.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,68.000,,,,,,,,64000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,18.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,6.000,,,,,,,,5000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,14.000,,,,,,,,13000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,15.000,,,,,,,,23000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,15.000,,,,,,,,23000.000,,,,,
CapitalLeasesFutureMinimumPaymentsReceivable,,,,,,,,,,,,,,,30000.000,,,,,
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,13.000,,,,,,,,19000.000,,,,,
CapitalLeasesNetInvestmentInDirectFinancingLeasesExecutoryCosts,,,,,,,255000.000,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,,,,,,506000.000,506000.000
CapitalizedComputerSoftwareNet,,,172.000,270.000,302.000,,,,,,,291000.000,,336000.000,422000.000,524000.000,625000.000,722000.000,825000.000,907000.000
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,139.000,,,,331.000,376.000,391.000,384.000,362.000,,,,,,,,,,
Cash,,,,100.000,,2.000,1188.000,752.000,1612.000,1292.000,1209000.000,1230000.000,517000.000,538000.000,310000.000,49000.000,104000.000,73000.000,175000.000,90000.000
CashAndCashEquivalentsAtCarryingValue,432.000,617.000,595.000,100.000,109.000,2.000,,752.000,1612.000,1292.000,1209000.000,1230000.000,517000.000,538000.000,310000.000,49000.000,104000.000,73000.000,175000.000,90000.000
CashEquivalentsAtCarryingValue,,,,,109.000,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000000.000,20000000000.000,20000000.000,20000000000.000,20000000.000,20000000.000,20000000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,995135.000,995135.000,995135.000,995135.000,1015135.000,1045135.000,995135.000,875135.000,875135.000,875135.000,825135000.000,723724000.000,723724.000,723724000.000,723724.000,723724.000,723724000.000,723724.000,723724.000,723724.000
CommonStockSharesOutstanding,995135.000,995135.000,995135.000,995135.000,1015135.000,1045135.000,995135.000,875135.000,875135.000,875135.000,825135000.000,723724000.000,723724.000,723724000.000,723724.000,723724.000,723724000.000,723724.000,723724.000,723724.000
CommonStockValue,100.000,100.000,100.000,100.000,,100.000,100.000,100.000,100.000,100.000,83000.000,73000.000,73000.000,73000.000,73000.000,73000.000,73000.000,73000.000,73000.000,73000.000
CommonStockValueOutstanding,,,,,100.000,,,,,,,,,,,,,,,
CommonStockholdersEquity,,,,,1827.000,,,,,,,,,,,,,,,
DebtCurrent,,,,,,,,,135.000,964.000,,1529000.000,,,,696000.000,,,,
DeferredFinanceCostsCurrentNet,,,,,157.000,,,,,,,,,,,,,,,
DeferredFinanceCostsNet,,,,,0.000,,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,6450.000,,,,,,,,,,,,,
DeferredRevenue,,,,,,,,,,,,,,,,,,1558000.000,,
DeferredRevenueCurrent,1623.000,2241.000,2194.000,1697.000,1567.000,,,1281.000,1002.000,1405.000,1462000.000,1196000.000,1172000.000,1690000.000,1732000.000,1327000.000,1289000.000,,1531000.000,1322000.000
DeferredRevenueNoncurrent,,,,,,,59.000,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,,,,,6804000.000,,,,7714000.000,
DeferredTaxAssetsGrossCurrent,,,,,,,,,,,6719000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,,,,,,0.000,,,,,
DeferredTaxAssetsNetCurrent,,,,,,,,,,,0.000,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,254.000,,,,,,,,254000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,10.000,,,,,,,,4000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,,,,,,7000.000,,,,,
