,2015-12-31,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,5748.000,26131.000,54924.000,56746.000
AccountsReceivableNet,,,6532.000,5042.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,14712.000,-21313.000,-18931.000,-20793.000
AdditionalPaidInCapital,196794.000,225246.000,375046.000,381038.000
Assets,332118.000,280134.000,362802.000,299334.000
AssetsCurrent,304600.000,219762.000,319893.000,243287.000
CapitalLeaseObligationsCurrent,3152.000,2462.000,,
CapitalLeaseObligationsNoncurrent,17375.000,15594.000,,
CapitalLeasesFutureMinimumPaymentsDue,23421.000,20301.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,4026.000,1799.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,4392.000,4392.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,4392.000,4392.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,4392.000,4392.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,4392.000,4392.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,1827.000,934.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,2894.000,2245.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,20527.000,18056.000,64320.000,
Cash,,204972.000,258778.000,175146.000
CashAndCashEquivalentsAtCarryingValue,292010.000,204972.000,258778.000,175146.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,9285132.000,9332631.000,9532631.000,9540630.000
CommonStockSharesOutstanding,9285132.000,9332631.000,9532631.000,9540630.000
CommonStockValue,9285.000,9333.000,9533.000,9541.000
FairValueConcentrationOfRiskCashAndCashEquivalents,,0.000,10307.000,
FurnitureAndFixturesGross,15000.000,50743.000,50743.000,
IntangibleAssetsCurrent,,,,15000.000
InventoryNet,10390.000,2750.000,,
InventoryValuationReserves,6010.000,,,
LeaseholdImprovementsGross,4500.000,8212.000,11097.000,11097.000
Liabilities,90112.000,52227.000,61815.000,42489.000
LiabilitiesAndStockholdersEquity,332118.000,280134.000,362802.000,299334.000
LiabilitiesCurrent,72737.000,28593.000,61815.000,62489.000
LongTermDebt,,23634.000,,
LongTermDebtNoncurrent,17375.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,9188.000,64320.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,36754.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,28668.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,37121.000,27566.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,74977.000,,
OtherAssets,,,,15000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,2200.000,12040.000,12278.000,10778.000
PropertyPlantAndEquipmentGross,42230.000,,,50743.000
PropertyPlantAndEquipmentNet,27518.000,60372.000,42909.000,41047.000
PropertyPlantAndEquipmentOther,,81685.000,61840.000,
PropertyPlantAndEquipmentOtherNet,,,,61840.000
RetainedEarningsAccumulatedDeficit,35927.000,-18836.000,-95718.000,-166119.000
StockholdersEquity,242006.000,227908.000,300987.000,236845.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,242006.000,227907.000,300987.000,256845.000
TaxesPayableCurrent,63837.000,,,
