,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-420000.000,,,,-335000.000,,,,-262000.000,,,,-222000.000,,,,-286000.000,,
AdjustmentsToAdditionalPaidInCapitalOther,0.000,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,99000.000,,,,323000.000,,,,136000.000,,,,-16000.000,,,,202000.000,,
AffordableHousingTaxCreditsAndOtherTaxBenefitsAmount,,,,,,,,,,,,,118000.000,118000.000,118000.000,,,,
AllowanceForDoubtfulAccountsReceivableChargeOffs,-388000.000,,,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,8000.000,,15000.000,15000.000,40000.000,10000.000,20000.000,8000.000,28000.000,15000.000,18000.000,73000.000,11000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,247000.000,346000.000,,77000.000,151000.000,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,5000.000,12000.000,,-30000.000,-12000.000,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,-45000.000,-200000.000,,26000.000,37000.000,193000.000,149000.000,163000.000,3000.000,7000.000,65000.000,50000.000,840000.000,170000.000,205000.000,55000.000,100000.000,127000.000
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization,,,,,,,,,,,,,92000.000,23000.000,23000.000,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,62000.000,,
AmortizationOfIntangibleAssets,265000.000,265000.000,205000.000,208000.000,210000.000,,,,166000.000,,,,131000.000,131000.000,108000.000,107000.000,109000.000,109000.000,107000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,856507.000,848891.000,1074687.000,-1785171.000,1166804.000,1136080.000,1143329.000,-2297082.000,1082121.000,1086599.000,1039721.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,1542000.000,1025000.000,,,404000.000,,274000.000,,28000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,1571000.000,1061000.000,,,439000.000,,283000.000,,60000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,29000.000,36000.000,,,35000.000,,9000.000,,32000.000,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,0.000,0.000,,,,,,,,,,,,,,,,
BankOwnedLifeInsuranceIncome,123000.000,358000.000,118000.000,119000.000,118000.000,116000.000,108000.000,109000.000,109000.000,110000.000,110000.000,111000.000,112000.000,112000.000,112000.000,113000.000,114000.000,114000.000,113000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-25702000.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,-24908000.000,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,3491000.000,6292000.000,4079000.000,6106000.000,4215000.000,6196000.000,8336000.000,5871000.000,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,87000.000,676000.000,83000.000,-55000.000,10000.000,,62000.000,,,,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,601000.000,,,,3738000.000,3898000.000,3816000.000,3981000.000,4443000.000,4286000.000,4214000.000,3943000.000,3755000.000,3885000.000,4596000.000,4664000.000,4652000.000,4656000.000,4762000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAdditions,5764000.000,,,,5696000.000,6826000.000,10348000.000,12529000.000,7960000.000,25405000.000,3622000.000,6769000.000,7527000.000,23807000.000,9661000.000,5350000.000,9884000.000,21456000.000,5285000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,,,,,,,,,5883000.000,8208000.000,4111000.000,5620000.000,4255000.000,13373000.000,7434000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,132000.000,,,,,,,,,,,,,,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToFromNonaccretableDifference,,,,,,,,,,,,,,,,,-1105000.000,973000.000,3703000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToNonaccretableDifference,,,,,,,,,,,,,277000.000,2764000.000,1243000.000,2795000.000,,,
CommonStockDividendsPerShareDeclared,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
ComprehensiveIncomeNetOfTax,607000.000,1339000.000,1587000.000,-1185000.000,661000.000,1328000.000,423000.000,911000.000,1276000.000,1590000.000,1745000.000,2525000.000,1636000.000,1491000.000,1738000.000,2136000.000,1796000.000,3196000.000,3633000.000
ContractuallySpecifiedServicingFeesAmount,,,,,,,,,,,,,149000.000,,,,160000.000,248000.000,287000.000
Depreciation,424000.000,,,,522000.000,,,,432000.000,,,,405000.000,,,,395000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,,19000.000,17000.000,72000.000,-32000.000,9000.000,,,,,,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,0.000,0.000,0.000,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,-27000.000,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,0.000,0.000,0.000,,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,0.000,0.000,0.000,,,-9000.000,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,0.000,,,,,,,,,,,,,,,,,,
DividendsCommonStock,935000.000,,,,940000.000,,,,102000.000,,,,95000.000,,,,93000.000,,
DividendsPreferredStock,53000.000,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.090,0.120,0.160,0.020,0.030,0.130,0.040,0.060,0.160,0.160,0.180,0.220,0.200,0.180,0.190,0.230,0.190,0.350,0.390
EarningsPerShareDiluted,0.090,0.120,0.160,0.020,0.030,0.130,0.040,0.060,0.160,0.160,0.180,0.220,0.200,0.180,0.190,0.230,0.190,0.350,0.390
FederalDepositInsuranceCorporationPremiumExpense,117000.000,122000.000,125000.000,90000.000,110000.000,117000.000,127000.000,126000.000,124000.000,110000.000,137000.000,133000.000,114000.000,116000.000,125000.000,134000.000,124000.000,22000.000,78000.000
FeesAndCommissionsOther,310000.000,462000.000,430000.000,446000.000,439000.000,421000.000,385000.000,399000.000,394000.000,392000.000,303000.000,405000.000,408000.000,428000.000,428000.000,393000.000,408000.000,481000.000,516000.000
FinancingReceivableModificationsNumberOfContracts2,,,,,,,,,,,,,,3.000,4.000,,2.000,4.000,7.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,618000.000,,1026000.000,513000.000,267000.000,1296000.000,,208000.000,185000.000,,343000.000,450000.000,1833000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,,,618000.000,,1026000.000,513000.000,267000.000,1296000.000,,208000.000,185000.000,,343000.000,357000.000,1692000.000
FinancingReceivableModificationsSubsequentDefaultNumberOfContracts1,,,,,,,,,,,,,1.000,2.000,1.000,-3.000,0.000,0.000,0.000
