,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcquisitionCosts,,322000.000,1600000.000,,54000.000,254000.000,-164000.000,90000.000,213000.000,87000.000,,,,,,,,,,,,,,,
AdditionsToNoncurrentAssets,,6835000.000,7929000.000,,10669000.000,11271000.000,14880000.000,14915000.000,10209000.000,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,1500.000,1400.000,,1400000.000,1300000.000,1300000.000,1856000.000,1000000.000,1400000.000,1200000.000,2646000.000,1100000.000,1400000.000,1300000.000,1195000.000,1900000.000,1200000.000,900000.000,,1500000.000,900000.000,300000.000,,1100000.000
AmortizationOfFinancingCostsAndDiscounts,785000.000,,,,968000.000,,,,1016000.000,,,,937000.000,,,,872000.000,,,,837000.000,,,,477000.000
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,0.960,,,,,,,,,,,,,,,,0.020,,,0.450,1.140,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,3283000.000,,,,,,,,,,,,,,,,1626000.000,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,63585000.000,,,,,,,,,,,,,,,,1626000.000,,,32595000.000,84442000.000,,
BusinessAcquisitionsProFormaRevenue,,,76823000.000,,,,,,,,,,,,,,,,78243000.000,,,82304000.000,79770000.000,,
BusinessCombinationAcquisitionRelatedCosts,1649000.000,,,,,,,,213000.000,87000.000,148000.000,817000.000,3045000.000,1933000.000,69000.000,663000.000,16000.000,992000.000,929000.000,119000.000,154000.000,1024000.000,0.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-66287000.000,,,,5044000.000,,,,-2581000.000,,,,-68263000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,24198000.000,,,,-250000.000,,,,3909000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,,,,,,,,,,,,1600000.000,,,,500000.000
CommonStockDividendsPerShareCashPaid,,0.434,0.434,,0.434,0.434,0.300,0.300,0.300,0.300,0.300,,0.300,0.300,0.300,,0.300,0.300,0.300,,0.300,0.300,0.300,,0.300
CommonStockDividendsPerShareDeclared,0.434,,,,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,5181000.000,6008000.000,9561000.000,2958000.000,,,,,,,,,,,-1641000.000,,-1291000.000,30452000.000,80413000.000,17926000.000,7369000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,5100000.000,,,,5181000.000,6008000.000,9561000.000,2958000.000,,,,,,,,,,,-1708000.000,,-1296000.000,30437000.000,80401000.000,17907000.000,7350000.000
CostOfRealEstateRevenue,26088000.000,26214000.000,24070000.000,20820000.000,26013000.000,25479000.000,26901000.000,24883000.000,27091000.000,27429000.000,23243000.000,15530000.000,26342000.000,25528000.000,25914000.000,25911000.000,29208000.000,27229000.000,28109000.000,27688000.000,28734000.000,28175000.000,29164000.000,28940000.000,27863000.000
CostsAndExpenses,54540000.000,55722000.000,51386000.000,44569000.000,55613000.000,55488000.000,56037000.000,57024000.000,56690000.000,57103000.000,48409000.000,35631000.000,56569000.000,,,,,,,,,,,,
