,2017-03-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,1952004.000
CashAndCashEquivalentsPeriodIncreaseDecrease,6993329.000
CostsAndExpenses,122481.000
DividendsCommonStock,54031.000
GeneralAndAdministrativeExpense,116381.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,58035.000
IncreaseDecreaseInDueToAffiliates,63138.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,1332.000
NetCashProvidedByUsedInFinancingActivities,6994637.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6994637.000
NetCashProvidedByUsedInOperatingActivities,-1308.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1308.000
NetIncomeLossAttributableToNoncontrollingInterest,-2963.000
NetIncomeLossAvailableToCommonStockholdersBasic,-119518.000
PaymentsOfDividendsCommonStock,54031.000
PaymentsOfDividendsMinorityInterest,1332.000
PaymentsOfStockIssuanceCosts,450000.000
ProceedsFromIssuanceOfCommonStock,7500000.000
ProfitLoss,-122481.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,1726627.000
Revenues,0.000
SalesRevenueNet,0.000
StockIssuedDuringPeriodValueNewIssues,7500000.000
