,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,34095000.000,27972000.000,33234000.000,31778000.000,28777000.000,27593000.000,28453000.000,23115000.000,24294000.000,22555000.000,16386000.000,15680000.000,16992000.000,16941000.000,13296000.000
AccountsPayableRelatedPartiesNoncurrent,5782000.000,7780000.000,11739000.000,15961000.000,20080000.000,18172000.000,22062000.000,8218000.000,12518000.000,16413000.000,19401000.000,6473000.000,10366000.000,22557000.000,0.000
AccountsReceivableNetCurrent,27323000.000,24654000.000,30748000.000,25433000.000,26803000.000,21799000.000,23730000.000,21213000.000,21314000.000,14270000.000,12537000.000,14520000.000,15182000.000,13059000.000,11623000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,7009000.000,3879000.000,4057000.000,4565000.000,5515000.000,4588000.000,5145000.000,5592000.000,5863000.000,3134000.000,2864000.000,3365000.000,4164000.000,3566000.000,3571000.000
AccruedLiabilitiesAndOtherLiabilities,26898000.000,16234000.000,20039000.000,17539000.000,25681000.000,17117000.000,25226000.000,20884000.000,27135000.000,13045000.000,17433000.000,10956000.000,18578000.000,11837000.000,19692000.000
AccruedRoyaltiesCurrent,1480000.000,1491000.000,1255000.000,910000.000,798000.000,691000.000,1019000.000,645000.000,863000.000,630000.000,514000.000,526000.000,628000.000,610000.000,1661000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,142124000.000,,,,179681000.000,,,219361000.000,214377000.000,,,,245402000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-833000.000,-737000.000,-711000.000,-685000.000,-659000.000,-3741000.000,-3636000.000,-3532000.000,-3427000.000,-1883000.000,-1806000.000,-1728000.000,-1652000.000,-1560000.000,-1503000.000
AdditionalPaidInCapital,239068000.000,238799000.000,238775000.000,238595000.000,238651000.000,238549000.000,,,,238695000.000,,,,238675000.000,
AdditionalPaidInCapitalCommonStock,,,,,,,238608000.000,238691000.000,238774000.000,,238667000.000,238669000.000,238672000.000,,238678000.000
AdvanceRoyaltiesNoncurrent,3079000.000,3509000.000,3764000.000,4102000.000,4208000.000,4842000.000,5148000.000,5041000.000,4992000.000,5272000.000,5778000.000,2479000.000,2462000.000,1413000.000,1705000.000
AssetRetirementObligation,,17270000.000,,,,17721000.000,,,,14084000.000,,,,14189000.000,
AssetRetirementObligationCurrent,1669000.000,40000.000,,,,342000.000,860000.000,2587000.000,2473000.000,94000.000,94000.000,94000.000,94000.000,133000.000,119000.000
