,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedIncomeTaxes,0.000,0.000,,9938000.000,9149000.000,789000.000,18293000.000
AccruedInvestmentIncomeReceivable,100719000.000,99619000.000,102040000.000,98963000.000,101237000.000,99245000.000,101982000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,19826000.000,329000.000,24340000.000,45207000.000,46381000.000,10552000.000,14412000.000
AdditionalPaidInCapital,38116000.000,41716000.000,41716000.000,41716000.000,41716000.000,41716000.000,41716000.000
AllowanceForLoanAndLeaseLossesRealEstate,650000.000,650000.000,650000.000,650000.000,650000.000,650000.000,650000.000
Assets,11546145000.000,11612576000.000,11683695000.000,11801217000.000,11880604000.000,11894981000.000,12032756000.000
AssetsFairValueDisclosure,2885179000.000,2917992000.000,2966555000.000,3093978000.000,3196891000.000,3181007000.000,3189904000.000
AssetsHeldByInsuranceRegulators,,16566000.000,,,,15070000.000,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,107136000.000,,126032000.000,170645000.000,172876000.000,,92935000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,34238000.000,,26575000.000,8538000.000,5652000.000,,16015000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,2769363000.000,2833698000.000,2806453000.000,2848895000.000,2920588000.000,2977020000.000,2943611000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,4797000.000,5032000.000,5680000.000,5052000.000,4657000.000,5195000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,152000.000,204000.000,167000.000,91000.000,366000.000,143000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,13716000.000,13638000.000,14144000.000,14021000.000,14022000.000,14473000.000
AvailableForSaleSecurities,2859953000.000,2879583000.000,2924376000.000,3030659000.000,3106794000.000,3060363000.000,3040056000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,111337000.000,87645000.000,131064000.000,176325000.000,177928000.000,92619000.000,98130000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,34529000.000,55476000.000,26779000.000,8705000.000,5743000.000,23298000.000,16158000.000
AvailableForSaleSecuritiesAmortizedCost,2783145000.000,2847414000.000,2820091000.000,2863039000.000,2934609000.000,2991042000.000,2958084000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,10513000.000,22077000.000,15522000.000,6944000.000,5634000.000,6237000.000,3841000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,34529000.000,55476000.000,26779000.000,8705000.000,5743000.000,23298000.000,16158000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,882167000.000,1043217000.000,417505000.000,182250000.000,118766000.000,805164000.000,621879000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,24016000.000,33399000.000,11257000.000,1761000.000,109000.000,17061000.000,12317000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,748391000.000,886421000.000,260971000.000,43098000.000,4870000.000,697773000.000,524173000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,133776000.000,156796000.000,156534000.000,139152000.000,113896000.000,107391000.000,97706000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,162797000.000,131110000.000,104883000.000,135446000.000,141741000.000,114746000.000,138096000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,165850000.000,132759000.000,107348000.000,138866000.000,144968000.000,116495000.000,140919000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,58092000.000,60641000.000,41377000.000,44114000.000,80815000.000,116369000.000,49692000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,57850000.000,60580000.000,42293000.000,47040000.000,83987000.000,114297000.000,49129000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,1751382000.000,1774539000.000,1757807000.000,1751148000.000,1704850000.000,1756104000.000,1649351000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,1757714000.000,1749470000.000,1789908000.000,1830111000.000,1783821000.000,1760775000.000,1661234000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,758016000.000,830945000.000,854799000.000,873573000.000,953561000.000,953350000.000,1072377000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,818079000.000,878847000.000,915279000.000,946963000.000,1032456000.000,1011700000.000,1132955000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,2799493000.000,2821656000.000,2854828000.000,2962980000.000,3045232000.000,3003267000.000,2984237000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,2730287000.000,2797235000.000,2758866000.000,2804281000.000,2880967000.000,2940569000.000,2909516000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,39076000.000,36463000.000,47587000.000,44614000.000,39621000.000,36451000.000,34095000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,42768000.000,39566000.000,51082000.000,48022000.000,42580000.000,38783000.000,36294000.000
AvailableForSaleSecuritiesDebtSecurities,2842261000.000,2861222000.000,2905910000.000,3011002000.000,3087812000.000,3042050000.000,3020531000.000
AvailableForSaleSecuritiesEquitySecurities,,18361000.000,18466000.000,19657000.000,18982000.000,18313000.000,19525000.000
CashCashEquivalentsAndShortTermInvestments,86357000.000,106007000.000,141571000.000,93981000.000,177288000.000,51247000.000,87486000.000
CommitmentsAndContingencies,,0.000,,,,,
DeferredCostsCurrent,,50052000.000,,,,11367000.000,
DeferredIncomeTaxLiabilities,,327220000.000,,,,341462000.000,
DeferredPolicyAcquisitionCosts,835446000.000,853451000.000,816523000.000,794406000.000,795210000.000,835194000.000,821649000.000
DeferredSalesInducementsNet,156670000.000,159166000.000,150080000.000,141103000.000,138793000.000,147111000.000,144416000.000
DeferredTaxAssetsGross,,277887000.000,,,,276472000.000,
DeferredTaxAssetsOther,,5000.000,,,,401000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,12397000.000,,,,13485000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,4859000.000,,,,7235000.000,
DeferredTaxAssetsUnrealizedCurrencyLosses,,5098000.000,,,,0.000,
DeferredTaxLiabilities,51364000.000,49333000.000,70798000.000,83413000.000,84717000.000,64990000.000,56049000.000
DeferredTaxLiabilitiesOther,,526000.000,,,,17000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,492000.000,,,,7468000.000,
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,,,,,,1433000.000,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,6519000.000,,,,12174000.000,
DefinedBenefitPlanAccumulatedBenefitObligation,,25500000.000,,,,24600000.000,
DerivativeAssets,25226000.000,38409000.000,42179000.000,63319000.000,90097000.000,120644000.000,149848000.000
DerivativeLiabilities,51784000.000,58359000.000,63308000.000,76237000.000,96095000.000,122666000.000,154288000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,6200000.000,7700000.000,6200000.000,4800000.000,6400000.000,12000000.000,12700000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,1600000.000,1400000.000,3800000.000,3700000.000,3100000.000,2300000.000,6400000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,25226000.000,38409000.000,42179000.000,63319000.000,90097000.000,120644000.000,149848000.000
