,2017-03-31,2017-06-30
AllocatedShareBasedCompensationExpense,23000000.000,-30000000.000
AssetRetirementObligationAccretionExpense,11000000.000,10000000.000
AssetRetirementObligationForeignCurrencyTranslationGainLoss,-3000000.000,
AssetRetirementObligationLiabilitiesIncurred,3000000.000,3000000.000
AssetRetirementObligationLiabilitiesSettled,66000000.000,
CapitalExpendituresIncurredButNotYetPaid,44000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-311000000.000,-128000000.000
CommonStockDividendsPerShareCashPaid,0.015,0.015
CommonStockDividendsPerShareDeclared,0.015,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,414000000.000,272000000.000
ContributionOfProperty,6000000.000,159000000.000
CostOfPurchasedOilAndGas,171000000.000,192000000.000
CurrentIncomeTaxExpenseBenefit,-39000000.000,-18000000.000
DeferredIncomeTaxExpenseBenefit,42000000.000,14000000.000
DefinedBenefitPlanAmortizationOfGainsLosses,1000000.000,
DefinedBenefitPlanExpectedReturnOnPlanAssets,2000000.000,
DefinedBenefitPlanInterestCost,3000000.000,
DefinedBenefitPlanNetPeriodicBenefitCost,2000000.000,
DefinedBenefitPlanServiceCost,2000000.000,
DefinedContributionPlanCostRecognized,6000000.000,
DepreciationDepletionAndAmortization,187000000.000,193000000.000
DirectOperatingCosts,132000000.000,113000000.000
DividendsCommonStock,15000000.000,14000000.000
DividendsCommonStockStock,200000.000,100000.000
EarningsPerShareBasicAndDiluted,0.440,0.340
EffectOfExchangeRateOnCashAndCashEquivalents,1000000.000,3000000.000
EffectiveIncomeTaxRateContinuingOperations,0.007,-0.012
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,11000000.000,-11000000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,41000000.000,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,40000000.000,
ForeignCurrencyTransactionGainLossBeforeTax,26000000.000,58000000.000
ForeignCurrencyTransactionGainLossRealized,-2000000.000,-7000000.000
ForeignCurrencyTransactionGainLossUnrealized,36000000.000,63000000.000
GainLossFromPriceRiskManagementActivity,338000000.000,129000000.000
GainLossOnDispositionOfAssets1,-1000000.000,
GainLossOnSaleOfDerivatives,-27000000.000,17000000.000
GasGatheringTransportationMarketingAndProcessingCosts,212000000.000,206000000.000
GeneralAndAdministrativeExpense,58000000.000,24000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,434000000.000,327000000.000
IncomeTaxExpenseBenefit,3000000.000,-4000000.000
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,-70000000.000,-33000000.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,337000000.000,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,-96000000.000,-125000000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-134000000.000,-37000000.000
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,160000000.000,129000000.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,12000000.000,4000000.000
InterestExpense,88000000.000,79000000.000
InterestExpenseDebt,66000000.000,67000000.000
InterestExpenseLesseeAssetsUnderCapitalLease,5000000.000,5000000.000
InterestExpenseOther,1000000.000,
NetCashProvidedByUsedInFinancingActivities,-31000000.000,-38000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-31000000.000,-38000000.000
NetCashProvidedByUsedInInvestingActivities,-387000000.000,-311000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-387000000.000,-311000000.000
NetCashProvidedByUsedInOperatingActivities,106000000.000,218000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,106000000.000,218000000.000
NetIncomeLoss,431000000.000,331000000.000
