,2011-12-31,2012-03-31
AccountsPayable,387351.000,398596.000
AccountsReceivableFairValueDisclosure,817243.000,805457.000
AccruedLiabilitiesCurrent,237825.000,341970.000
Assets,6619065.000,6704398.000
AssetsCurrent,1767594.000,1910466.000
CapitalLeaseObligationsCurrent,15657.000,12197.000
CashAndCashEquivalentsAtCarryingValue,361161.000,517359.000
CommonStockAdditionalSeriesSharesIssued,4783235.000,4783235.000
CommonStockAdditionalSeriesSharesOutstanding,4772318.000,4772318.000
CommonStockNoParValue,0.000,0.000
CommonStockSharesAuthorized,15000000.000,15000000.000
CommonStockValueOutstanding,3721815.000,3721815.000
DebtInstrumentCarryingAmount,2686274.000,2670882.000
DeferredRevenueCurrent,65689.000,71625.000
DeferredRevenueNoncurrent,98068.000,86632.000
DeferredTaxAssetsGross,122100.000,122100.000
DeferredTaxAssetsGrossNoncurrent,1283376.000,1290531.000
DeferredTaxLiabilitiesCurrent,294012.000,294012.000
InventoryGross,309026.000,246638.000
Liabilities,3848053.000,3940683.000
LiabilitiesAndStockholdersEquity,6619065.000,6704398.000
LiabilitiesCurrent,760052.000,879344.000
LongTermDebtAndCapitalLeaseObligations,9647.000,9813.000
NotesPayableToBankCurrent,53530.000,54956.000
OtherAdditionalCapital,633150.000,633150.000
OtherAssets,6242.000,12317.000
PreconfirmationAmortizableIntangibleAssetsNet,791169.000,777736.000
PreferredStockNoParValue,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpense,151822.000,206595.000
PropertyPlantAndEquipmentNet,2776926.000,2725665.000
RetainedEarningsAccumulatedDeficit,-1577813.000,-1585110.000
StockholdersEquity,2771012.000,2763715.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2771012.000,2763715.000
TreasuryStockValue,-6140.000,-6140.000
