,2017-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,8300.000
AdditionalPaidInCapital,-66718.000
Assets,4434.000
AssetsCurrent,4434.000
Capital,21317.000
CashAndCashEquivalentsAtCarryingValue,4102.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,200000000.000
CommonStockSharesIssued,71062500.000
CommonStockSharesOutstanding,71062500.000
CommonStockValue,71063.000
CumulativeEarningsDeficit,25662.000
Liabilities,25751.000
LiabilitiesAndStockholdersEquity,4434.000
LiabilitiesCurrent,25751.000
LoansAndLeasesReceivableRelatedParties,10191.000
LoansPayableCurrent,17451.000
PrepaidExpenseCurrent,332.000
RetainedEarningsAccumulatedDeficit,-25662.000
StockholdersEquity,-21317.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-21317.000
