,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,3752000.000,,,,3309000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,129000.000,,,,
AllocatedShareBasedCompensationExpense,2042000.000,2316000.000,3707000.000,3517000.000,3752000.000,3910000.000,3761000.000,4492000.000,3491000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,1754000.000,1886000.000,2135000.000,1354000.000,1477000.000,1496000.000,2201000.000,2096000.000,2617000.000
AllowanceForLoanAndLeaseLossesWriteOffs,17864000.000,21155000.000,18839000.000,20627000.000,18518000.000,21625000.000,25268000.000,34971000.000,40884000.000
AmortizationOfDeferredLoanOriginationFeesNet,-9275000.000,,,,-7381000.000,,,,-11883000.000
AmortizationOfFinancingCosts,688000.000,,,,693000.000,,,,797000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,13040243.000,1498780.000,6504469.000,-8168927.000,13765944.000,14070345.000,16285737.000,-28541754.000,13617265.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-52231000.000,,,,-22979000.000,,,,-6557000.000
ComprehensiveIncomeNetOfTax,,,3064000.000,,-12286000.000,-18074000.000,-16519000.000,-36086000.000,-10838000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-546000.000,,232000.000,-147000.000,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,2292000.000,,-12622000.000,-19034000.000,-16963000.000,-36883000.000,-11202000.000
CostOfRevenue,28146000.000,20297000.000,21365000.000,25299000.000,31159000.000,40645000.000,45038000.000,65569000.000,57457000.000
DepreciationDepletionAndAmortization,1378000.000,,,,2078000.000,,,,2596000.000
EarningsPerShareBasic,,0.070,0.050,,,-0.250,-0.230,,
EarningsPerShareBasicAndDiluted,-0.080,,,,-0.180,,,,-0.150
EarningsPerShareDiluted,,0.070,0.050,,,-0.250,-0.230,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,466000.000,,,,421000.000
FairValueAdjustmentOfWarrants,0.000,,,,,,,,
GainLossOnSalesOfLoansNet,6679000.000,11710000.000,16789000.000,18176000.000,7111000.000,2813000.000,2670000.000,1817000.000,1484000.000
GainsLossesOnExtinguishmentOfDebt,,,,,300000.000,,,,229000.000
GeneralAndAdministrativeExpense,9584000.000,9991000.000,12146000.000,13583000.000,9709000.000,12149000.000,12375000.000,14112000.000,11887000.000
GrossProfit,28312000.000,43015000.000,46033000.000,42300000.000,31456000.000,28857000.000,32333000.000,16260000.000,35435000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-5343000.000,4748000.000,3507000.000,-5143000.000,-13141000.000,-18708000.000,-17173000.000,,-11602000.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,2172000.000,,,,2822000.000,,,,-1231000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,117000.000,,,,-877000.000,,,,-8053000.000
IncreaseDecreaseInInterestPayableNet,-38000.000,,,,188000.000,,,,488000.000
IncreaseDecreaseInOtherOperatingAssets,4483000.000,,,,2994000.000,,,,-1120000.000
IncreaseDecreaseInRestrictedCash,-3396000.000,,,,-5772000.000,,,,20240000.000
InterestAndDividendIncomeOperating,,,,,53479000.000,63886000.000,71361000.000,76118000.000,87111000.000
InterestAndFeeIncomeLoansAndLeases,48699000.000,50248000.000,48624000.000,80008000.000,,,,,
InterestExpenseBorrowings,5045000.000,4771000.000,5126000.000,5302000.000,5722000.000,8374000.000,8452000.000,9900000.000,11277000.000
InterestExpenseOther,106000.000,74000.000,70000.000,56000.000,38000.000,37000.000,111000.000,228000.000,353000.000
InterestPaid,4234000.000,,,,4109000.000,,,,10257000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-3424000.000,,,,90959000.000,,,,65516000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-3424000.000,,,,90959000.000,,,,65516000.000
NetCashProvidedByUsedInInvestingActivities,-76980000.000,,,,-134253000.000,,,,-117365000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-76980000.000,,,,-134253000.000,,,,-117365000.000
NetCashProvidedByUsedInOperatingActivities,28173000.000,,,,19849000.000,,,,44871000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,28173000.000,,,,19849000.000,,,,44871000.000
NetIncomeLoss,-5343000.000,,,,,,-16634000.000,,-11058000.000
NetIncomeLossAttributableToNoncontrollingInterest,,-232000.000,-226000.000,,-568000.000,-813000.000,-539000.000,-604000.000,-544000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-5343000.000,4980000.000,3733000.000,-4643000.000,-12573000.000,-17895000.000,,,
NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest,,,,,,,,,3443000.000
NoninterestIncomeOtherOperatingIncome,1080000.000,1354000.000,1985000.000,1946000.000,2025000.000,2803000.000,3340000.000,3894000.000,4297000.000
OperatingExpenses,33549000.000,38193000.000,42456000.000,47387000.000,44559000.000,47528000.000,49395000.000,52492000.000,46684000.000
OperatingIncomeLoss,-5237000.000,4822000.000,3577000.000,-5087000.000,-13103000.000,-18671000.000,-17062000.000,-36232000.000,-11249000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-1215000.000,,519000.000,-326000.000,210000.000,-423000.000,400000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,95000.000,,180000.000
OtherNonoperatingExpense,106000.000,74000.000,70000.000,56000.000,38000.000,37000.000,111000.000,228000.000,353000.000
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,93926000.000,,,,111878000.000,,,,33042000.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,201000.000,,,,0.000
PaymentsForRepurchaseOfCommonStock,,,,,,,,,205000.000
PaymentsOfDebtIssuanceCosts,7000.000,,,,184000.000,,,,2488000.000
PaymentsOfStockIssuanceCosts,1845000.000,,,,0.000,,,,
PaymentsToAcquireLoansAndLeasesHeldForInvestment,262563000.000,,,,390149000.000,,,,469913000.000
PaymentsToAcquireLoansHeldForInvestment,54600000.000,48800000.000,56100000.000,72200000.000,103600000.000,,,,
PaymentsToAcquireProductiveAssets,1606000.000,,,,4846000.000,,,,145000.000
PaymentsToDevelopSoftware,1069000.000,,,,1270000.000,,,,1219000.000
ProceedsFromCollectionOfLoansHeldForSale,693000.000,,,,3823000.000,,,,722000.000
ProceedsFromIssuanceOfDebt,36865000.000,,,,,,,,
ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,0.000,,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,1487000.000,,,,1246000.000
ProceedsFromPaymentsToMinorityShareholders,,,,,,,,,3443000.000
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,194108000.000,,,,249237000.000,,,,389976000.000
ProceedsFromRecoveriesOfLoanPreviouslyChargedOff,,,,,1000000.000,900000.000,1200000.000,1300000.000,1900000.000
ProceedsFromSaleOfLoansHeldForInvestment,,,,,17049000.000,,,,10008000.000
ProceedsFromSaleOfLoansHeldForSale,92059000.000,,,,112859000.000,,,,33326000.000
ProceedsFromStockOptionsExercised,150000.000,,,,,,,,
ProfitLoss,,4748000.000,3507000.000,,-13141000.000,-18708000.000,-17173000.000,-36460000.000,-11602000.000
ProvisionForLoanAndLeaseLosses,23101000.000,15526000.000,16239000.000,19997000.000,25437000.000,32271000.000,36586000.000,55669000.000,46180000.000
