,2011-10-02,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28
AdjustmentForAmortization,13000.000,13000.000,,,,13000.000,,,,13000.000,,,,13000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,1594000.000,5145000.000,,,,-3309000.000,,,,461000.000,,,,-2573000.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,0.000,0.000,,,,0.000,,,,0.000,,,,0.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,0.000,,,,0.000,,,,0.000,,,,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-338000.000,4804000.000,,,,-193000.000,,,,-220000.000,,,,-299000.000,
ComprehensiveIncomeNetOfTax,,8996000.000,5123000.000,3666000.000,-13897000.000,2446000.000,3197000.000,3537000.000,29057000.000,2739000.000,4291000.000,4743000.000,-4435000.000,3639000.000,4888000.000
CostOfGoodsSold,19408000.000,18084000.000,18846000.000,17193000.000,20307000.000,16917000.000,17663000.000,16836000.000,16575000.000,15961000.000,17294000.000,18649000.000,17858000.000,17213000.000,17937000.000
DeferredIncomeTaxExpenseBenefit,230000.000,230000.000,,,,230000.000,,,,240000.000,,,,15000.000,
Depreciation,212000.000,216000.000,,,,175000.000,,,,189000.000,,,,186000.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,1100000.000,1100000.000,,,,,,,,,,,
EarningsPerShareBasic,,2.180,1.020,0.470,0.300,0.150,0.360,0.350,0.110,0.320,0.700,0.960,-10.110,0.650,0.850
EarningsPerShareBasicAndDiluted,0.050,,,,,,,,,,,,,,
EarningsPerShareDiluted,,2.140,0.990,0.460,0.310,0.140,0.350,0.340,0.110,0.310,0.680,0.880,-10.000,0.630,0.830
GrossProfit,9812000.000,10641000.000,10155000.000,9670000.000,9378000.000,8142000.000,9343000.000,9175000.000,8665000.000,8152000.000,9715000.000,10927000.000,11157000.000,9399000.000,10411000.000
IncomeLossFromContinuingOperations,1966000.000,2175000.000,2273000.000,1660000.000,818000.000,545000.000,1193000.000,1283000.000,738000.000,1198000.000,2510000.000,3209000.000,-33362000.000,2467000.000,3184000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2250000.000,2451000.000,2540000.000,1891000.000,1140000.000,806000.000,1473000.000,1545000.000,951000.000,1438000.000,2750000.000,3340000.000,,2508000.000,3225000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.060,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,0.690,0.720,0.520,0.250,0.170,0.370,0.400,0.220,0.370,0.770,0.960,-9.990,0.690,0.890
IncomeLossFromContinuingOperationsPerDilutedShare,,0.680,0.700,0.510,0.250,0.160,0.360,0.380,0.230,0.350,0.740,0.880,-9.860,0.670,0.870
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-232000.000,4706000.000,946000.000,-159000.000,204000.000,-73000.000,-28000.000,-161000.000,-365000.000,-144000.000,-213000.000,0.000,-461000.000,-163000.000,-146000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.010,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,1.490,0.300,-0.050,0.050,-0.020,-0.010,-0.050,-0.110,-0.050,-0.070,0.000,-0.120,-0.040,-0.040
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,1.460,0.290,-0.050,0.060,-0.020,-0.010,-0.040,-0.120,-0.040,-0.060,0.000,-0.140,-0.040,-0.040
IncomeTaxExpenseBenefit,284000.000,276000.000,267000.000,231000.000,322000.000,261000.000,280000.000,262000.000,213000.000,240000.000,240000.000,131000.000,104000.000,41000.000,41000.000
IncreaseDecreaseInOperatingCapital,-104000.000,3766000.000,,,,1838000.000,,,,1960000.000,,,,4864000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,97000.000,81000.000,,54000.000,102000.000,98000.000,-146000.000,129000.000,105000.000,311000.000,-545000.000,133000.000,113000.000
InvestmentIncomeInterest,0.000,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,88000.000,64000.000,,,,79000.000,,,,64000.000,,,,-567000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,88000.000,64000.000,,,,79000.000,,,,64000.000,,,,-567000.000,
NetCashProvidedByUsedInInvestingActivities,-319000.000,-476000.000,,,,-142000.000,,,,-171000.000,,,,-207000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-319000.000,-476000.000,,,,-142000.000,,,,-171000.000,,,,-207000.000,
NetCashProvidedByUsedInOperatingActivities,1825000.000,5557000.000,,,,-3246000.000,,,,568000.000,,,,-1799000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2163000.000,753000.000,,,,-3053000.000,,,,788000.000,,,,-1500000.000,
NetIncomeLoss,1734000.000,6881000.000,3219000.000,1501000.000,1022000.000,472000.000,1165000.000,1122000.000,373000.000,1054000.000,2297000.000,3209000.000,-33823000.000,2304000.000,3038000.000
OperatingExpenses,,,7615000.000,7779000.000,,7336000.000,7870000.000,7630000.000,,6714000.000,6965000.000,7587000.000,,6891000.000,7186000.000
OperatingIncomeLoss,2250000.000,2451000.000,,,,,,,,,,,,,
OtherAdjustmentsToIncomeDiscontinuedOperations,,,,,,,1100000.000,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,2000000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,115000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,-115000.000,194000.000,-266000.000,-9230000.000,-341000.000,175000.000
