,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,95628.000,86672.000,86683.000,86750.000,343721.000,284433.000,345189.000,483800.000,408207.000,453911.000,454528.000,456878.000,418891.000,446813.000
AllocatedShareBasedCompensationExpense,,,,,,,279445.000,,,,1719458.000,1816456.000,1920063.000,1726140.000,1092034.000,188416.000,174065.000,3288405.000,16156.000
AmortizationOfDeferredCharges,,,,,48898.000,,35358.000,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,0.000,0.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,,,,,,,,,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,,,,,163117.000,,,,221964.000
CashPeriodIncreaseDecrease,,,-287499.000,,708092.000,,-1217911.000,,,,16374083.000,,,,782932.000,,,,-5890648.000
ComprehensiveIncomeNetOfTax,-443994.000,-154987.000,-267222.000,5140713.000,-6466501.000,390742.000,-979792.000,-2626488.000,-3830573.000,-6411459.000,-6835833.000,5647492.000,-6887396.000,-13056474.000,12222477.000,-18584604.000,-16277983.000,-6568843.000,-6108324.000
CostOfGoodsSold,,,,,,158280.000,40600.000,51953.000,,,458984.000,398229.000,443416.000,579702.000,503193.000,323587.000,9128.000,24509.000,37402.000
CostOfServices,0.000,0.000,,,,,,,,,,,,,,,,,
CurrentFederalTaxExpenseBenefit,,,,,,,,,,,,0.000,0.000,,,,,,
CurrentForeignTaxExpenseBenefit,,,,,,,,,,,,49752.000,-24757.000,,,,,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,800.000,52202.000,-23400.000,-758203.000,4255.000,,,,
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,,,,800.000,2450.000,1357.000,-50.000,4255.000,,,,
DebtConversionConvertedInstrumentAmount1,,,64100.000,,,,,,,,,,,,,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,1274583.000,,,,,,,,,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,,,,,,0.000,0.000,,-1006960.000,,,,
DeferredForeignIncomeTaxExpenseBenefit,,,,,,,,,,,,0.000,0.000,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,-10622.000,,,,,,,0.000,0.000,,-1128515.000,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,,,,,,,,0.000,0.000,,-121555.000,,,,
DepreciationAndAmortization,,,,,216751.000,,217064.000,,,,439242.000,,,,671649.000,,,,669739.000
DepreciationExpenseOnReclassifiedAssets,,,,,131415.000,122173.000,130392.000,133268.000,137071.000,185948.000,154809.000,144100.000,124992.000,149114.000,217738.000,222960.000,228366.000,181729.000,222926.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,14515.000,3042.000,,,0.000,0.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,1098269.000,40229.000,,,0.000,0.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,,,,,,3299566.000,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,0.000,0.000,,,,,,
EarningsPerShareBasic,,,,,-1.250,0.090,-0.060,-0.850,-0.310,-0.570,-0.390,-0.440,-0.440,-0.430,-0.350,-0.520,-0.750,-0.470,-0.430
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,0.030,-1.250,,,,,,,,,,,,,,
EarningsPerShareDiluted,,,,,-1.250,0.090,-0.060,-0.850,-0.310,-0.570,-0.390,-0.440,-0.440,-0.430,-0.350,-0.520,-0.750,-0.470,-0.430
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,-1960.000,,-7747.000,,,,-63817.000,,,,-22786.000,,,,12763.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,0.000,,,,0.211,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,0.350,,,,0.350,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,-0.222,,,,-0.125,,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,,,,,,,-0.127,,,,-0.198,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,,,,,,,,,,,0.000,,,,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,,,,,,,,,,-0.001,,,,-0.027,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,,,,,,0.000,,,,-0.001,,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,,,,,,,,,,,,,,,0.212,,,,
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,,,,,,,,123428.000,0.000,0.000,0.000,,,4611714.000,,0.000
ExtinguishmentOfDebtGainLossIncomeTax,,,6128.000,,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,,,,,,,-237.000
GainLossOnInvestments,,,,,,,,,,,,,,,,,,,0.000
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,318347.000,348032.000,212831.000,301190.000,5071917.000,1821299.000,1382513.000,1719316.000,2021382.000,3290040.000,3483866.000,3768535.000,3467184.000,2348670.000,2775925.000,3072647.000,2790305.000,3031629.000,3185247.000
GoodwillImpairmentLossNetOfTax,,,,,,,,3300000.000,86750.000,,,,,,,,,,
GrossProfit,28000.000,3000.000,,5887057.000,,3030070.000,,,,,,,,,,,,,
ImpairmentOfInvestments,,,,,,,,,,,123428.000,0.000,0.000,0.000,,,4611714.000,,
IncomeLossFromContinuingOperations,,,,,,,,-2265345.000,-2780009.000,,-4287171.000,-5026475.000,-5142198.000,-4991877.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-341182.000,-75022.000,-244375.000,5163560.000,-5843661.000,963387.000,-446531.000,-2265345.000,-2780009.000,-6863574.000,-4286371.000,-4974273.000,-5165598.000,-5750080.000,-5334373.000,-6311034.000,-10417990.000,-6140886.000,-6159543.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,-0.290,-0.300,,-0.390,-0.440,-0.440,-0.430,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,-0.290,-0.300,,-0.390,-0.440,-0.440,-0.430,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,-4408918.000,-43271.000,,,0.000,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,-0.560,,,,0.000,0.000,,,,,,
