,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,2614000.000,2208000.000,1997000.000,2480000.000,1795000.000,1385000.000,1811000.000,1626000.000,2068000.000,3058000.000,4438000.000,4641000.000,4411000.000,2232000.000,2543000.000,3082000.000,4371000.000,2862000.000,2019000.000,3525000.000
AccountsReceivableNetCurrent,133000.000,93000.000,338000.000,203000.000,166000.000,122000.000,179000.000,172000.000,293000.000,134000.000,168000.000,109000.000,101000.000,107000.000,178000.000,297000.000,305000.000,57000.000,88000.000,93000.000
AccruedEmployeeBenefitsCurrent,,,,,,,,,,,,,,4620000.000,,,,11064000.000,,
AccruedIncomeTaxesCurrent,376000.000,11000.000,22000.000,66000.000,79000.000,10000.000,22000.000,37000.000,58000.000,25000.000,53000.000,111000.000,166000.000,268000.000,208000.000,323000.000,458000.000,379000.000,3002000.000,862000.000
AccruedLiabilitiesCurrent,727000.000,1177000.000,1271000.000,1513000.000,1293000.000,1308000.000,1512000.000,1768000.000,2288000.000,3962000.000,3957000.000,5224000.000,7121000.000,8853000.000,7430000.000,14338000.000,20643000.000,19634000.000,16714000.000,18651000.000
AccruedProfessionalFeesCurrent,,,,,,37000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-1289000.000,,,,1042000.000,,,,931000.000,,,,1123000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,427000.000,-99000.000,-48000.000,-98000.000,-60000.000,-102000.000,-130000.000,-128000.000,-105000.000,-81000.000,-108000.000,-66000.000,-89000.000,62000.000,199000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,135000.000,17000.000,-101000.000,-41000.000,-237000.000
AdditionalPaidInCapital,80449000.000,80493000.000,80513000.000,80533000.000,80553000.000,80584000.000,80603000.000,80629000.000,80647000.000,80655000.000,81272000.000,83284000.000,85602000.000,85750000.000,85608000.000,85928000.000,85940000.000,85963000.000,86037000.000,86554000.000
AdvanceRoyalties,,,,24000.000,,,,,,,,,,,,,,,,
Assets,6993000.000,6123000.000,7304000.000,9071000.000,7900000.000,8219000.000,9019000.000,10785000.000,13692000.000,19827000.000,31244000.000,37538000.000,47787000.000,52540000.000,69448000.000,88304000.000,109711000.000,124152000.000,118936000.000,131654000.000
AssetsCurrent,4498000.000,3830000.000,4998000.000,6725000.000,5524000.000,5837000.000,6646000.000,8413000.000,11182000.000,17170000.000,28567000.000,34806000.000,45000000.000,49613000.000,66082000.000,81649000.000,103189000.000,117712000.000,112312000.000,124937000.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,,22570000.000,32579000.000,57483000.000,58456000.000,54673000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,2000.000,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,,,,,,,,,,,,-3000.000,8000.000,5000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,,22568000.000,32577000.000,57486000.000,58448000.000,54668000.000
CapitalizedComputerSoftwareGross,,,,,,,,,,533000.000,,,,537000.000,,,,536000.000,,
Cash,,,,,,,,,,,,,,,,,,47431000.000,,
