,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,1325.000,2000.000,375.000,135563.000,181396.000,217422.000,419021.000,327623.000,733636.000,584006.000,1127695.000,1613992.000
AccountsPayableRelatedPartiesCurrent,,,,122084.000,25326.000,51060.000,105917.000,37936.000,253261.000,356035.000,382061.000,
AccountsReceivableNet,,,,15567.000,237957.000,296650.000,292811.000,347048.000,383627.000,,,
AccountsReceivableNetCurrent,,,,,,,,,,46103.000,10181.000,11892.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,35052.000,92490.000,49202.000,114425.000,181700.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-1255.000,-6427.000,15143.000,27208.000,40620.000,54214.000,67883.000,81551.000,95221.000
AdditionalPaidInCapital,36976.000,36976.000,36976.000,2713016.000,3053360.000,3639402.000,4934604.000,6180929.000,6640257.000,7275370.000,11327709.000,12641673.000
AdvanceRoyalties,,,,,31379.000,60400.000,67740.000,100000.000,,,,
AdvancesToAffiliate,,,,,,,,410000.000,,,,
AllowanceForDoubtfulAccountsReceivable,,,,3000.000,3000.000,86060.000,3060.000,177140.000,177140.000,501758.000,532661.000,532661.000
Assets,39042.000,35209.000,25275.000,1860251.000,1772326.000,1550199.000,1499866.000,877673.000,1327144.000,856541.000,585345.000,325265.000
AssetsCurrent,,,,1786777.000,1338957.000,1167200.000,1118856.000,648002.000,1106527.000,649593.000,389011.000,145655.000
Cash,39042.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,15275.000,1344737.000,618918.000,486506.000,349754.000,22907.000,149290.000,14742.000,307776.000,44507.000
CashEquivalentsAtCarryingValue,,33709.000,,,,,,,,,,
CashFDICInsuredAmount,,,,250000.000,250000.000,250000.000,250000.000,250000.000,,,,250000.000
CommonStockHeldInTrust,,,,14.000,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,,39197400.000,39497400.000,39584673.000,39894673.000,39894673.000,40024673.000,40334673.000,40334673.000,40666086.000
CommonStockSharesOutstanding,,,,39197400.000,39497400.000,39584673.000,39894673.000,39894673.000,40024673.000,40334673.000,40334673.000,40666086.000
CommonStockSharesSubscribedButUnissued,,,,,,,,302283.000,218116.000,463949.000,,
CommonStockSharesSubscriptions,,,,,,,,30.000,42.000,,,
CommonStockValue,,,,,,,,,,4034.000,4034.000,4040.000
CommonStockValueOutstanding,1574.000,1574.000,1574.000,3920.000,3950.000,3959.000,3990.000,3990.000,4003.000,,,
ConvertibleNotesPayable,,,,375000.000,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,1516667.000,2486666.000,3689357.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,10221.000
DeferredRevenue,,,,234916.000,98168.000,,,,,,,
DeferredTaxAssetsGross,,,,106345.000,,,,,,,,6304200.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,0.000
DeferredTaxAssetsNet,,,,,,,,,,,,10221.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,-312781.000,,,,,,,,3529664.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,2456636.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,,,317900.000
DeferredTaxAssetsValuationAllowance,,,,-106345.000,,,,,,,,6293979.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,,-10221.000
Deposits,,,,,,,,-21321.000,-21321.000,-21321.000,,
DepositsAssets,,,,12800.000,,,,,,,,
DepositsAssetsNoncurrent,,,,,,,,,,,24376.000,21321.000
DerivativeLiabilities,,,,,,,,,,,1061536.000,
DerivativeLiabilitiesCurrent,,,,,,,,,,98378.000,1061536.000,1276479.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-22372.000,-27005.000,-35314.000,1349440.000,1590066.000,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,,,98378.000,1061536.000,
FiniteLivedIntangibleAssetsNet,,,,,,150000.000,150000.000,,,,,
IntangibleAssetsCurrent,,,,300000.000,225000.000,150000.000,75000.000,,,,,
InterestPayableCurrent,,,,,,,,,,49202.000,114425.000,181700.000
InventoriesPropertyHeldForSaleCurrent,,,10000.000,110953.000,102449.000,,,,,,,
InventoryFinishedGoods,,,,58908.000,20341.000,5723.000,61852.000,105205.000,204399.000,190875.000,10236.000,43743.000
