,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,4200000.000,,,,4100000.000,,,,5000000.000,,,,4900000.000,,,,3529000.000,203000.000,218000.000,422000.000,7303000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,91000.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,757000.000,,,,,,,,351000.000,365000.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-3456000.000,,,,1596000.000,,,,4378000.000,,,,7145000.000,,,,-140376000.000,,,,3959000.000,,,,5507000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,1500000.000,,,,-1600000.000,,,,-600000.000,,,,11900000.000,,,,1000000.000,,,,2500000.000
ComprehensiveIncomeNetOfTax,,,,,44781000.000,40694000.000,48574000.000,44729000.000,40593000.000,52801000.000,50757000.000,41317000.000,47408000.000,57804000.000,39101000.000,15900000.000,30616000.000,58686000.000,29006000.000,39576000.000,50769000.000,69252000.000,56839000.000,44397000.000,73693000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-9000.000,3000.000,20000.000,6000.000,7000.000,4000.000,4000.000,-21000.000,8000.000,26000.000,21000.000,-10000.000,-16000.000,26000.000,6000.000,41000.000,6000.000,4000.000,-3000.000,2000.000,39000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,44772000.000,40697000.000,48594000.000,44735000.000,40600000.000,52805000.000,50761000.000,41296000.000,47416000.000,57830000.000,39122000.000,15890000.000,30600000.000,58712000.000,29012000.000,39617000.000,50775000.000,69256000.000,56836000.000,44399000.000,73732000.000
CostOfGoodsSold,73705000.000,77457000.000,76831000.000,81802000.000,75212000.000,78470000.000,72738000.000,79490000.000,74150000.000,79842000.000,76521000.000,88172000.000,78042000.000,86956000.000,84784000.000,85264000.000,83370000.000,91203000.000,92185000.000,93450000.000,97631000.000,108910000.000,103909000.000,106360000.000,103027000.000
CostOfRevenue,137747000.000,143829000.000,142287000.000,148320000.000,147902000.000,150960000.000,144840000.000,150488000.000,148132000.000,154885000.000,152514000.000,165409000.000,158106000.000,171604000.000,170187000.000,169794000.000,166933000.000,180586000.000,182113000.000,181990000.000,190013000.000,206026000.000,201578000.000,202370000.000,203830000.000
CostOfServices,64042000.000,66372000.000,65456000.000,66518000.000,72690000.000,72490000.000,72102000.000,70998000.000,73982000.000,75043000.000,75993000.000,77237000.000,80064000.000,84648000.000,85403000.000,84530000.000,83563000.000,89383000.000,89928000.000,88540000.000,92382000.000,97116000.000,97669000.000,96010000.000,100803000.000
DebtIssuanceCosts,,,,,,,,,,,,,-139000.000,,,,-90000.000,,,,,,,,
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,,,,,15700000.000,1100000.000,1100000.000,,16600000.000,2000000.000,300000.000,,20300000.000,2500000.000,1000000.000,,22000000.000,1800000.000,600000.000,,24000000.000,1700000.000,400000.000,,27900000.000
DeferredIncomeTaxExpenseBenefit,2501000.000,,,,462000.000,,,,1169000.000,,,,-835000.000,,,,565000.000,,,,2520000.000,,,,1941000.000
DepreciationDepletionAndAmortization,11464000.000,,,,12705000.000,,,,13513000.000,,,,13394000.000,,,,16154000.000,,,,18546000.000,,,,20307000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,,,,4108000.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.640,0.850,0.680,0.680,0.740,0.930,0.780,0.790,0.820,1.010,0.870,0.830,0.900,1.120,1.050,0.560,0.990,0.610,0.480,-0.010,0.510,0.750,0.630,0.580,0.780
EarningsPerShareDiluted,0.620,0.830,0.660,0.670,0.720,0.910,0.760,0.780,0.810,0.990,0.860,0.820,0.890,1.100,1.030,0.560,0.980,0.600,0.480,-0.010,0.510,0.740,0.620,0.570,0.770
EffectOfExchangeRateOnCashAndCashEquivalents,1269000.000,,,,320000.000,,,,-1638000.000,,,,1221000.000,,,,-1913000.000,,,,3330000.000,,,,1932000.000
EffectiveIncomeTaxRateContinuingOperations,,0.314,0.308,,0.317,0.319,0.314,-0.634,0.262,0.308,0.291,-0.574,0.312,0.291,0.235,-0.576,0.304,0.302,0.318,-0.627,0.306,0.306,0.308,-0.610,0.185
EffectiveIncomeTaxRateReconciliationDeductionsDividends,,,,,,,,,,,,,,,,,,,,,,,,,0.130
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,,,,2.300,,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,7018000.000,,,,4518000.000,,,,5310000.000,,,,6747000.000,,,,7713000.000,,,,2063000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,7018000.000,,,,4518000.000,,,,5310000.000,,,,6747000.000,,,,7713000.000,,,,2063000.000,,,,
FairValueOfAssetsAcquired,,,,,,,,,,,,,400000.000,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-310000.000,,,,-83000.000,,,,-27000.000,,,,18000.000,,,,33000.000,,,,,,,,
GeneralAndAdministrativeExpense,32596000.000,33140000.000,32483000.000,31170000.000,36178000.000,34275000.000,35307000.000,31849000.000,41631000.000,38858000.000,38651000.000,38721000.000,41089000.000,41846000.000,45698000.000,45257000.000,42599000.000,44920000.000,46198000.000,48793000.000,49295000.000,54317000.000,52627000.000,50778000.000,52914000.000
GrossProfit,154925000.000,174033000.000,158667000.000,158881000.000,174774000.000,184689000.000,170635000.000,169050000.000,183974000.000,197698000.000,185783000.000,188663000.000,202097000.000,218518000.000,213336000.000,182165000.000,215544000.000,232757000.000,224274000.000,217695000.000,227537000.000,260543000.000,246730000.000,240626000.000,258191000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,,,,,,,,,,,8212000.000,,1100000.000,,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,,,,,,,,,,,,,1110000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,53173000.000,70935000.000,55618000.000,54696000.000,59650000.000,75371000.000,62512000.000,63084000.000,60797000.000,78028000.000,64478000.000,59958000.000,67743000.000,80742000.000,68208000.000,29862000.000,66924000.000,81603000.000,64829000.000,59785000.000,66309000.000,96886000.000,81524000.000,77127000.000,84737000.000
IncomeTaxExpenseBenefit,16567000.000,22281000.000,17122000.000,16698000.000,18916000.000,24051000.000,19639000.000,19724000.000,15930000.000,24029000.000,18786000.000,16722000.000,21150000.000,23498000.000,16045000.000,3911000.000,20346000.000,24665000.000,20600000.000,15395000.000,20284000.000,29680000.000,25072000.000,24756000.000,15679000.000
IncreaseDecreaseInAccountsPayableTrade,548000.000,,,,3990000.000,,,,3654000.000,,,,1857000.000,,,,-4332000.000,,,,-1801000.000,,,,-3687000.000
IncreaseDecreaseInAccountsReceivable,14433000.000,,,,17818000.000,,,,23722000.000,,,,21707000.000,,,,51438000.000,,,,21504000.000,,,,19429000.000
IncreaseDecreaseInAccruedLiabilities,-12618000.000,,,,-14698000.000,,,,-16919000.000,,,,-10231000.000,,,,-26225000.000,,,,,,,,
IncreaseDecreaseInDeferredCompensation,88000.000,,,,176000.000,,,,114000.000,,,,-86000.000,,,,58000.000,,,,,,,,
IncreaseDecreaseInDeferredRevenue,-355000.000,,,,1699000.000,,,,869000.000,,,,3227000.000,,,,1153000.000,,,,637000.000,,,,469000.000
IncreaseDecreaseInInventories,-897000.000,,,,8687000.000,,,,8472000.000,,,,-2200000.000,,,,10142000.000,,,,-1764000.000,,,,5369000.000
IncreaseDecreaseInOtherOperatingAssets,-2662000.000,,,,3165000.000,,,,-6301000.000,,,,-1312000.000,,,,-15479000.000,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,,,,,,,,,,,,27516000.000,,,,38531000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,1451000.000,1308000.000,,1231000.000,1132000.000,1150000.000,-2343000.000,902000.000,716000.000,792000.000,-1584000.000,721000.000,670000.000,655000.000,-1342000.000,621000.000,922000.000,953000.000,-1448000.000,914000.000,993000.000,1244000.000,-1999000.000,1877000.000
InterestAndOtherIncome,,,,,,480000.000,473000.000,,444000.000,444000.000,456000.000,541000.000,471000.000,488000.000,313000.000,457000.000,425000.000,559000.000,684000.000,800000.000,820000.000,928000.000,851000.000,1057000.000,1083000.000
InterestExpense,728000.000,782000.000,928000.000,1109000.000,1193000.000,926000.000,873000.000,856000.000,835000.000,1179000.000,1463000.000,1909000.000,2774000.000,2965000.000,4294000.000,5396000.000,6304000.000,7259000.000,7750000.000,7926000.000,8304000.000,8204000.000,7786000.000,7755000.000,8589000.000
InterestIncomeDepositsWithFinancialInstitutions,369000.000,419000.000,450000.000,506000.000,436000.000,,,,,,,,,,,,,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,-363000.000,-478000.000,,-757000.000,-446000.000,-400000.000,-343000.000,-391000.000,-735000.000,-1007000.000,-1368000.000,-2303000.000,-2477000.000,-3981000.000,-4939000.000,-5879000.000,-6700000.000,-7066000.000,-7126000.000,-7484000.000,-7276000.000,-6935000.000,-6698000.000,-7506000.000
NetCashProvidedByUsedInFinancingActivities,-23450000.000,,,,-6564000.000,,,,2252000.000,,,,-14960000.000,,,,36801000.000,,,,1202000.000,,,,1313000.000
