,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,11804000.000,15354000.000,14603000.000,12392000.000,16563000.000,12278000.000,12896000.000,11168000.000,14285000.000,12189000.000,17067000.000,16267000.000,22164000.000,21421000.000,21395000.000,20572000.000,21567000.000,27616000.000,27435000.000,23334000.000,17810000.000,13815000.000,18415000.000,18012000.000,15800000.000,17642000.000
AccountsPayableOtherCurrent,,,,3197000.000,,,,3978000.000,,,,4710000.000,,,,4182000.000,,,,7901000.000,,,,5597000.000,,
AccountsReceivableNetCurrent,68387000.000,69779000.000,69574000.000,70922000.000,75376000.000,77557000.000,74878000.000,75262000.000,78092000.000,76280000.000,83224000.000,76500000.000,93651000.000,97560000.000,100016000.000,95326000.000,120473000.000,122356000.000,114674000.000,109165000.000,104317000.000,109256000.000,115327000.000,116602000.000,116473000.000,123535000.000
AccruedIncomeTaxesCurrent,,,,4386000.000,,,,0.000,,,,,,,,1292000.000,,,,0.000,,,,70000.000,8326000.000,1629000.000
AccruedInsuranceCurrent,,,,4806000.000,,,,5475000.000,,,,5105000.000,,,,6042000.000,,,,8935000.000,,,,10122000.000,,
AccruedLiabilitiesCurrent,21900000.000,17933000.000,18035000.000,,23163000.000,19726000.000,16475000.000,,18131000.000,17220000.000,19490000.000,,21529000.000,21956000.000,23356000.000,,36364000.000,33191000.000,29691000.000,,31153000.000,31210000.000,30843000.000,,34007000.000,34921000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,88033000.000,88517000.000,91023000.000,93267000.000,96531000.000,98174000.000,101941000.000,105581000.000,107439000.000,109346000.000,112514000.000,116287000.000,121135000.000,124068000.000,127259000.000,132699000.000,138287000.000,144638000.000,150180000.000,155859000.000,162172000.000,166868000.000,172348000.000,178816000.000,182686000.000,185510000.000
AdditionalPaidInCapital,30668000.000,35231000.000,12552000.000,42212000.000,52212000.000,54104000.000,62971000.000,64644000.000,86393000.000,98915000.000,102465000.000,107726000.000,119852000.000,123688000.000,126516000.000,130107000.000,147445000.000,150812000.000,152700000.000,160855000.000,163726000.000,166363000.000,174450000.000,179512000.000,182999000.000,188663000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1500000.000,1447000.000,1456000.000,1503000.000,1567000.000,1567000.000,1478000.000,1444000.000,1760000.000,1745000.000,1671000.000,1919000.000,2110000.000,2103000.000,2294000.000,2563000.000,3394000.000,2881000.000,2794000.000,2405000.000,1986000.000,1749000.000,1924000.000,1714000.000,1610000.000,1329000.000
Assets,368102000.000,382979000.000,374813000.000,341151000.000,364760000.000,370776000.000,386618000.000,399187000.000,446206000.000,468192000.000,490802000.000,506269000.000,534567000.000,532489000.000,529945000.000,541805000.000,715387000.000,709360000.000,698665000.000,700171000.000,689053000.000,644427000.000,641513000.000,641291000.000,635868000.000,659687000.000
AssetsCurrent,163609000.000,175951000.000,168877000.000,139717000.000,155442000.000,162098000.000,181473000.000,198396000.000,164518000.000,177281000.000,200624000.000,220360000.000,145125000.000,137158000.000,138646000.000,149955000.000,196735000.000,193342000.000,185697000.000,173457000.000,167936000.000,163631000.000,143960000.000,136270000.000,139202000.000,148151000.000
BuildingsAndImprovementsGross,,,,65457000.000,,,,65727000.000,,,,66474000.000,,,,66477000.000,,,,66502000.000,,,,65857000.000,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,,,,44528000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,,,,,,99248000.000,99248000.000,99248000.000,99248000.000,100156000.000,100156000.000,100156000.000,105531000.000,105531000.000,112391000.000
BusinessCombinationAcquiredReceivablesGrossContractualAmount,,,,,,,,,,,,9463000.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,0.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,84884000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,,,,,,,,6040000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,44892000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,15308000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,100192000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,,,,,,,,,,,,9145000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,,,,,,,,,,,123000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,,,,,,,,,186000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,1051000.000,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,552000.000,,,,276000.000,,,,69000.000,,,,276000.000,,,,331000.000,,,,347000.000,,
CapitalLeaseObligationsNoncurrent,,,,333000.000,,,,58000.000,,,,3000.000,,,,1275000.000,,,,1074000.000,,,,725000.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,926000.000,,,,344000.000,,,,73000.000,,,,1765000.000,,,,1566000.000,,,,1171000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,585000.000,,,,286000.000,,,,71000.000,,,,349000.000,,,,395000.000,,,,395000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,,320000.000,,,,60000.000,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,347000.000,,,,325000.000,,,,60000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,55000.000,,,,,,,,,,,,347000.000,,,,391000.000,,,,325000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,286000.000,,,,58000.000,,,,2000.000,,,,347000.000,,,,395000.000,,,,391000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,55000.000,,,,0.000,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,41000.000,,,,10000.000,,,,1000.000,,,,214000.000,,,,161000.000,,,,99000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,885000.000,,,,334000.000,,,,72000.000,,,,1551000.000,,,,1405000.000,,,,1072000.000,,
