,2011-06-30,2011-09-30
CostOfRevenue,150.000,0.000
DebtInstrumentDecreaseForgiveness,0.000,0.000
DerivativeLossOnDerivative,,-100181.000
EarningsPerShareBasic,-0.000,-0.000
GainLossOnDispositionOfAssets,0.000,0.000
GeneralAndAdministrativeExpense,22872.000,27595.000
GrossProfit,5850.000,2000.000
InterestIncomeExpenseNonoperatingNet,58.000,-12469.000
LossOnDerivativeInstrumentsPretax,0.000,
NetIncomeLoss,-32618.000,-156876.000
OfficersCompensation,,12650.000
OperatingExpenses,38526.000,46226.000
OperatingIncomeLoss,-32676.000,-44226.000
OtherIncome,58.000,-112650.000
OtherNonoperatingIncome,0.000,
ProfessionalFees,15654.000,5981.000
Revenues,6000.000,2000.000
SalesRevenueNet,5942.000,114650.000
WeightedAverageNumberOfSharesOutstandingBasic,7905908229.000,7905908229.000
