,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,14500.000,,,,14065.000,,,,4900.000
AmortizationOfDebtDiscountPremium,,,,,,,,65741.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,20694.000,,,,118531.000,,,,7032.000
CostOfRevenue,298004.000,120708.000,314923.000,119783.000,755670.000,195075.000,305414.000,119062.000,245170.000,190369.000
DebtInstrumentPeriodicPayment,,,,,,,,,,469.000
Depreciation,,4266.000,,,,3420.000,,,,2899.000
DerivativeGainLossOnDerivativeNet,,,,,,-102288.000,49715.000,,,72486.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,0.010,0.000,-0.010,-0.010,0.010,-0.260,-0.010
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,,,,,,,,-106196.000
GrossProfit,-37169.000,23764.000,161388.000,490534.000,-97335.000,35120.000,-170081.000,27485.000,49303.000,22437.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-268042.000,-140999.000,-16630.000,285005.000,-342199.000,-279973.000,,,,-139536.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,,,,0.000
IncomeTaxesPaid,,0.000,,,,0.000,,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,,,,,,,,,-27200.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-7442.000,,,,-75934.000,,,,-51474.000
IncreaseDecreaseInAccountsReceivable,,-66055.000,,,,-170865.000,,,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,,,,,,,192379.000
IncreaseDecreaseInCostInExcessOfBillingOnUncompletedContract,,,,,,,,,,111002.000
IncreaseDecreaseInInventories,,-3154.000,,,,-482.000,,,,-285.000
InterestExpense,5646.000,10232.000,19475.000,14855.000,15574.000,28577.000,26282.000,38393.000,20074.000,16189.000
InterestExpenseDebt,,,,,,,506636.000,-278910.000,,
InterestExpenseRelatedParty,,,,,,,,,,5244.000
InterestPaid,,10232.000,,,,28577.000,,,,16189.000
NetCashProvidedByUsedInFinancingActivities,,95514.000,,,,195380.000,,,,51706.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,95514.000,,,,195380.000,,,,51706.000
NetCashProvidedByUsedInInvestingActivities,,146.000,,,,2003.000,,,,865.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,146.000,,,,2003.000,,,,865.000
NetCashProvidedByUsedInOperatingActivities,,-74966.000,,,,-78852.000,,,,-45539.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-74966.000,,,,-78852.000,,,,-45539.000
NetIncomeLoss,,-140999.000,,,,-279973.000,,,,-139536.000
NetIncomeLossAvailableToCommonStockholdersBasic,-268042.000,-140999.000,-16630.000,285005.000,-342199.000,-279973.000,-842402.000,13401.000,-814410.000,-139536.000
NonoperatingIncomeExpense,,,,,,,,,,-6797.000
NotesIssued1,,15804.000,,,,,,,,
OperatingIncomeLoss,-262396.000,-130767.000,2845.000,299860.000,-326625.000,-149108.000,-359199.000,-161375.000,-134222.000,-132739.000
OtherNoncashIncomeExpense,,,,,,,,,,-72486.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,,-1845.000,,,,0.000
PaymentsOfStockIssuanceCosts,,139669.000,,,,,,,,70139.000
ProceedsFromCollectionOfLeaseReceivables,,146.000,,,,158.000,,,,865.000
ProceedsFromIssuanceOfCommonStock,,51692.000,,,,39352.000,,,,64868.000
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,139962.000
ProceedsFromRelatedPartyDebt,,8000.000,,,,30558.000,,,,
ProceedsFromRepaymentsOfNotesPayable,,35822.000,,,,126659.000,,,,-11579.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,,-176.000
PropertyPlantAndEquipmentAdditions,,39180.000,,,,,,,,
RepaymentsOfDebt,,,,,,44061.000,,,,
RepaymentsOfLongTermDebt,,,,,,1189.000,,,,1407.000
Revenues,260835.000,144472.000,476311.000,610317.000,658335.000,230195.000,135333.000,146547.000,294473.000,212806.000
SalesRevenueNet,260835.000,144472.000,476311.000,610317.000,658335.000,230195.000,135333.000,146547.000,294473.000,212806.000
SellingGeneralAndAdministrativeExpense,225227.000,154531.000,158543.000,190674.000,229290.000,184228.000,189118.000,188860.000,183525.000,155176.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,,0.000,,,,
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,14781250.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,21291658.000,23962500.000,24791105.000,26970048.000,-48374978.000,31203283.000,32432543.000,37072741.000,-93686209.000,26871949.000
