,2011-10-29,2012-01-28,2012-04-28,2012-10-27,2013-01-26,2013-04-27,2013-07-27,2013-10-26,2014-01-25
AccountsPayableAndAccruedLiabilitiesCurrent,23274000.000,25652000.000,19359000.000,20689000.000,27878000.000,18485000.000,19639000.000,24152000.000,27750000.000
AccountsPayableCurrent,,,,12225000.000,17938000.000,10167000.000,10324000.000,14964000.000,19147000.000
AccountsReceivableNetCurrent,1765000.000,1107000.000,963000.000,1390000.000,910000.000,896000.000,926000.000,1475000.000,1055000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,1392000.000,1488000.000,1406000.000,1380000.000,1331000.000,1382000.000
AccruedVacationCurrent,,,,901000.000,1186000.000,1070000.000,1021000.000,1023000.000,1135000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,16087000.000,,
AdditionalPaidInCapital,87930000.000,88114000.000,88235000.000,88378000.000,88465000.000,88276000.000,88334000.000,88370000.000,88402000.000
Assets,50627000.000,48759000.000,43692000.000,42669000.000,40279000.000,36085000.000,36199000.000,38784000.000,39790000.000
AssetsCurrent,23331000.000,22103000.000,17610000.000,17241000.000,16520000.000,12750000.000,13368000.000,15661000.000,16808000.000
CapitalizedComputerSoftwareGross,,,,,,,4650000.000,,
CashAndCashEquivalentsAtCarryingValue,556000.000,322000.000,252000.000,418000.000,216000.000,205000.000,201000.000,253000.000,170000.000
CommitmentsAndContingencies,,,,0.000,0.000,0.000,,,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,38728467.000,38906491.000,38927794.000,38974968.000,39000801.000,39064366.000,39167699.000,39223254.000,39273254.000
CommonStockSharesOutstanding,38728467.000,38906491.000,38927794.000,38974968.000,39000801.000,39064366.000,39167699.000,39223254.000,39273254.000
CommonStockValue,387000.000,389000.000,389000.000,390000.000,390000.000,391000.000,392000.000,393000.000,393000.000
ConstructionInProgressGross,,,,,,,200000.000,,
CreditCardReceivables,,,,,,,800000.000,,
DeferredRentCreditNoncurrent,4635000.000,4182000.000,4027000.000,3752000.000,3497000.000,3284000.000,3006000.000,2725000.000,2054000.000
DeferredRevenue,,,,329000.000,519000.000,290000.000,364000.000,536000.000,454000.000
DeferredTaxAssetsDeferredIncome,,,,,,,392000.000,,
DeferredTaxAssetsInventory,,,,,,,1163000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-7304000.000,,
DeferredTaxAssetsNet,,,,,,,772000.000,,
DeferredTaxAssetsNetCurrent,68000.000,68000.000,68000.000,48000.000,48000.000,48000.000,93000.000,93000.000,93000.000
DeferredTaxAssetsOther,,,,,,,883000.000,,
DeferredTaxAssetsOtherLossCarryforwards,,,,,,,31953000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,1275000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBonuses,,,,,,,335000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,1605000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,914000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,37748000.000,,
DeferredTaxLiabilities,,,,,,,8076000.000,,
DeferredTaxLiabilitiesNoncurrent,7372000.000,7372000.000,7372000.000,7352000.000,7352000.000,7352000.000,7397000.000,7397000.000,7397000.000
DeferredTaxLiabilitiesOther,,,,,,,840000.000,,
EmployeeRelatedLiabilitiesCurrent,,,,582000.000,963000.000,528000.000,835000.000,389000.000,808000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,68000.000,,
FurnitureAndFixturesGross,,,,,,,3446000.000,,
IncomeTaxesReceivable,51000.000,51000.000,31000.000,,,,,,
IndefiniteLivedTrademarks,,,,18090000.000,18090000.000,18090000.000,18090000.000,18090000.000,18090000.000
IntangibleAssetsNetExcludingGoodwill,18259000.000,18259000.000,18259000.000,18259000.000,18259000.000,18259000.000,18259000.000,18259000.000,18259000.000
InventoryFinishedGoods,18462000.000,18306000.000,15188000.000,,,,,,
InventoryNet,,,,13810000.000,14261000.000,11019000.000,11333000.000,13431000.000,15006000.000
InventoryValuationReserves,,,,534000.000,571000.000,767000.000,939000.000,1086000.000,727000.000
LeaseholdImprovementsGross,,,,,,,10987000.000,,
Liabilities,52666000.000,54150000.000,45649000.000,48444000.000,55839000.000,46357000.000,53600000.000,63425000.000,69013000.000
LiabilitiesAndStockholdersEquity,50627000.000,48759000.000,43692000.000,42669000.000,40279000.000,36085000.000,36199000.000,38784000.000,39790000.000
LiabilitiesCurrent,33019000.000,34841000.000,26172000.000,28243000.000,35825000.000,23668000.000,25717000.000,34919000.000,40315000.000
LinesOfCreditCurrent,9745000.000,9189000.000,6813000.000,7554000.000,7947000.000,5183000.000,6078000.000,5767000.000,7565000.000
LoansPayableCurrent,,,,,,,,5000000.000,5000000.000
LongTermLoansPayable,7640000.000,7755000.000,8078000.000,9097000.000,9155000.000,9212000.000,14068000.000,14158000.000,14248000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,32966000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,9832000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,2800000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,4753000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,6002000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,8389000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,1190000.000,,
OperatingLossCarryforwards,,,,,,,79884000.000,,
OtherAssetsNoncurrent,662000.000,590000.000,561000.000,986000.000,932000.000,879000.000,1376000.000,1875000.000,2031000.000
OtherLiabilitiesNoncurrent,,,,,10000.000,10000.000,10000.000,10000.000,10000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,,,51995.000,53178.000,,,,
PreferredStockSharesOutstanding,0.000,,,51995.000,53178.000,,,,
PreferredStockValue,,,,5200000.000,5318000.000,,,,
PrepaidExpenseAndOtherAssetsCurrent,2429000.000,2249000.000,1108000.000,1575000.000,1085000.000,582000.000,815000.000,409000.000,484000.000
PropertyPlantAndEquipmentGross,,,,,,,19283000.000,,
PropertyPlantAndEquipmentNet,8375000.000,7807000.000,7262000.000,6183000.000,4568000.000,4197000.000,3196000.000,2989000.000,2692000.000
RetainedEarningsAccumulatedDeficit,-90356000.000,-93894000.000,-90581000.000,-99743000.000,-109733000.000,-110376000.000,-117995000.000,-125691000.000,-130756000.000
SalesAndExciseTaxPayableCurrent,,,,761000.000,683000.000,625000.000,553000.000,706000.000,713000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,629669.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,,0.360,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,1964924.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,1.280,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,1500000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,2592091.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,1.090,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,0.000,,
StockholdersEquity,-2039000.000,-5391000.000,-1957000.000,-5775000.000,-15560000.000,-10272000.000,-17401000.000,-24641000.000,-29223000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2039000.000,-5391000.000,-1957000.000,-5775000.000,-15560000.000,-10272000.000,-17401000.000,-24641000.000,-29223000.000
UnrecognizedTaxBenefits,,,,,,,868000.000,,
ValuationAllowancesAndReservesBalance,,,,802000.000,592000.000,565000.000,,691000.000,533000.000
