,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,387789.000,412149.000,595310.000,637875.000,354365.000,224089.000
AccountsReceivableNet,714113.000,829650.000,666074.000,550964.000,732583.000,806478.000
AccruedLiabilitiesCurrent,170148.000,150759.000,264589.000,212177.000,219969.000,193761.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6807947.000,6617329.000,,6459206.000,6521632.000,6586276.000
AdditionalPaidInCapital,4886688.000,4886688.000,5494938.000,31352740.000,31375886.000,31383526.000
AllowanceForDoubtfulAccountsReceivableCurrent,14574.000,16932.000,29194.000,32610.000,41332.000,62700.000
Assets,1736061.000,1623394.000,1651097.000,5318756.000,4119403.000,3279295.000
AssetsCurrent,1387989.000,1324476.000,1231775.000,4832249.000,3588347.000,2786778.000
CashAndCashEquivalentsAtCarryingValue,241201.000,86097.000,151134.000,3764006.000,2329163.000,1413060.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,3000000.000,3000000.000,3000000.000,3000000.000
CommonStockSharesIssued,48778144.000,48778144.000,245415.000,615374.000,615420.000,616436.000
CommonStockSharesOutstanding,48778144.000,48778144.000,245415.000,615374.000,615420.000,616436.000
CommonStockValueOutstanding,487782.000,487782.000,2454.000,6154.000,6206.000,6211.000
ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue,0.000,0.000,0.000,5008225.000,5058416.000,5108494.000
DeferredRevenueCurrent,607570.000,639790.000,648202.000,699971.000,712236.000,775154.000
DueToRelatedPartiesNoncurrent,19600000.000,20000000.000,20400000.000,,0.000,0.000
InventoryNet,395602.000,349152.000,399637.000,472304.000,458048.000,489544.000
Liabilities,25456006.000,26150349.000,27119474.000,1551159.000,1287791.000,1194321.000
LiabilitiesAndStockholdersEquity,1736061.000,1623394.000,1651097.000,5318756.000,4119403.000,3279295.000
LiabilitiesCurrent,1166517.000,1204153.000,1509251.000,1551159.000,1287791.000,1194321.000
NotesPayableRelatedPartiesNoncurrent,541000.000,541000.000,541000.000,,,
OperatingLossCarryforwards,,,,,23800000.000,24400000.000
OtherLiabilities,1010.000,1455.000,1150.000,1136.000,1221.000,1317.000
OtherReceivables,,35532.000,,,,
PreferredStockSharesOutstanding,,,,,14285.714,14285.714
PrepaidExpenseCurrent,37073.000,24045.000,14930.000,44975.000,68553.000,77696.000
PropertyPlantAndEquipmentGross,7136354.000,6905331.000,,6934797.000,7041772.000,7067877.000
PropertyPlantAndEquipmentNet,328407.000,288002.000,408406.000,475591.000,520140.000,481601.000
RetainedEarningsAccumulatedDeficit,-29094415.000,-29901425.000,-30965769.000,-32599522.000,-33608896.000,-34413257.000
SecurityDeposit,19665.000,10916.000,10916.000,10916.000,10916.000,10916.000
StockholdersEquity,-23719945.000,-24526955.000,-25468377.000,-1240628.000,-2226804.000,-3023520.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-23719945.000,-24526955.000,-25468377.000,3767597.000,2831612.000,2084974.000
