,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccruedInvestmentIncomeReceivable,822000.000,715000.000,763000.000,869000.000,869000.000,822000.000,811000.000,886000.000,752000.000,819000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-1984000.000,,,,-2227000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,604000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,492000.000,394000.000,371000.000,617000.000,963000.000,803000.000,514000.000,-652000.000,-527000.000,-604000.000
AdditionalPaidInCapitalCommonStock,29961000.000,29922000.000,29922000.000,29922000.000,30040000.000,30163000.000,30341000.000,30416000.000,30501000.000,30511000.000
Assets,239354000.000,264598000.000,257917000.000,256777000.000,258673000.000,276491000.000,274324000.000,268660000.000,273926000.000,288880000.000
AvailableForSaleSecurities,,,,,,,,90238000.000,90644000.000,89276000.000
AvailableForSaleSecuritiesAmortizedCost,,,,88585000.000,85177000.000,86972000.000,96215000.000,91226000.000,91443000.000,90191000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,9245000.000,10070000.000,13423000.000,16802000.000,55043000.000,40035000.000,45618000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,9245000.000,10070000.000,13423000.000,16517000.000,54513000.000,36237000.000,39419000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,285000.000,530000.000,3798000.000,6199000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,5316000.000,1264000.000,3928000.000,,,10949000.000,12257000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,5284000.000,1266000.000,3896000.000,,,10522000.000,11776000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,74364000.000,74290000.000,70452000.000,,,66365000.000,62686000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,75283000.000,75668000.000,71637000.000,,,66523000.000,62698000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,1444000.000,1712000.000,3721000.000,,,6072000.000,7209000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,1454000.000,1753000.000,3735000.000,,,5484000.000,6698000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,88585000.000,85177000.000,86972000.000,,,91443000.000,90191000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,7461000.000,7911000.000,8871000.000,,,8057000.000,8039000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,7499000.000,7949000.000,8920000.000,,,8115000.000,8104000.000
AvailableForSaleSecuritiesFairValueDisclosure,68473000.000,72955000.000,80098000.000,89520000.000,86636000.000,88188000.000,96994000.000,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,79000.000,141000.000,181000.000,301000.000,,,
AvailableForSaleSecuritiesRestricted,,,,49278.000,50214.000,62533.000,,,63052.000,76548000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,,8000.000,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,79000.000,141000.000,181000.000,301000.000,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,79000.000,141000.000,181000.000,293000.000,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,1014000.000,1600000.000,1397000.000,1080000.000,,,
BankAcceptancesExecutedAndOutstanding,,,,,,,,,,861000.000
Capital,,,,35609000.000,36488000.000,37370000.000,38220000.000,39175000.000,40121000.000,41052000.000
CapitalRequiredForCapitalAdequacy,,,,10928.000,11022000.000,11380000.000,11387000.000,12154000.000,11901000.000,11832000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,0.080,0.080,0.080,0.080,0.080,0.080,0.080
CapitalRequiredToBeWellCapitalized,,,,13660.000,13777000.000,14226000.000,14233000.000,15193000.000,14876000.000,14790000.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CapitalToRiskWeightedAssets,,,,0.261,0.265,0.263,0.269,0.258,0.270,0.278
CashAndCashEquivalentsAtCarryingValue,30311000.000,52407000.000,34633000.000,21537000.000,22951000.000,34290000.000,24034000.000,16871000.000,20925000.000,36505000.000
CashAndDueFromBanks,2270000.000,3498000.000,2452000.000,2985000.000,2420000.000,6499000.000,2236000.000,3256000.000,4223000.000,4742000.000
CashFDICInsuredAmount,,,,,,,,,,250000.000
CashSurrenderValueOfLifeInsurance,,,,622000.000,625000.000,611000.000,614000.000,617000.000,620000.000,623000.000
CertificatesOfDepositAtCarryingValue,,,,46982000.000,45756000.000,47527000.000,47527000.000,52008000.000,53073000.000,51594000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,2420231.000,2420231.000,2420231.000,2420231.000,2431374.000,2440315.000,2465547.000,2465547.000,2471802.000,2471802.000
