,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-05-13,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,796488.000,793738.000,,826497.000,813609.000,917634.000,1002183.000,1044417.000,1082249.000,1091557.000,1112020.000,,1066600.000,1067986.000,1055468.000,1053955.000,1056312.000,1066441.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,867972.000,,,,,177810.000,177810.000,177810.000,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,180666.000,180666.000,,,,,,,,,,,
AccountsPayableCurrent,,,,105527.000,105527.000,,,,,,,,,,-115613.000,,2424353.000,2424353.000
AccountsPayableOtherCurrent,,,,,,,,,,,-115613.000,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,12000.000,,20956.000,16545.000,15521.000,16839.000,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,30000.000,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,30000.000,,,,,,,
AdditionalPaidInCapital,25792028.000,25998417.000,26335026.000,26608771.000,29071521.000,30125124.000,33154436.000,33297372.000,33444229.000,33495807.000,33670337.000,,37123596.000,37289465.000,37355956.000,37406445.000,40644832.000,40686246.000
Assets,309230.000,11151.000,14617.000,23286.000,15885.000,48660.000,27911.000,28360.000,35864.000,37588.000,33946.000,,60807.000,52191.000,65552.000,8068.000,38909.000,36811.000
Cash,4943.000,11151.000,11002.000,5771.000,5037.000,12774.000,11082.000,14869.000,31093.000,37012.000,29558.000,,58527.000,49028.000,58842.000,4083.000,36885.000,30956.000
CashAndCashEquivalentsAtCarryingValue,4943.000,11151.000,11002.000,5771.000,5037.000,12774.000,11082.000,14869.000,31093.000,37012.000,29558.000,,58527.000,49028.000,58842.000,4083.000,36885.000,30956.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,0.040,,,
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,,500000000.000,500000000.000,500000000.000,500000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,,213977909.000,213977909.000,213977907.000,213977907.000,233977907.000,236477909.000,213977907.000,237477909.000,237477909.000,239477909.000,,241027909.000,242277909.000,242777909.000,242777909.000,242777909.000,242777909.000
CommonStockSharesOutstanding,213977909.000,,213977909.000,213977907.000,213977907.000,233977907.000,236477909.000,213977907.000,237477909.000,237477909.000,239477909.000,,241027909.000,242277909.000,242777909.000,242777909.000,242777909.000,242777909.000
CommonStockValue,213977.000,213977.000,213977.000,213977.000,213977.000,233977.000,236477.000,237477.000,,,,,241027.000,242277.000,242777.000,242777.000,242777.000,242777.000
CommonStockValueOutstanding,,,,,,,,,237477.000,237477.000,239477.000,,,,,,,
CumulativeEarningsDeficit,,,,,,12134941.000,45860727.000,,47431958.000,48133286.000,48857954.000,,,,,-56088018.000,-60107417.000,-60878293.000
DebtCurrent,,,,,,11902830.000,12497723.000,13099128.000,13786116.000,14437590.000,14982086.000,,16307814.000,17006415.000,17670323.000,18443464.000,19258717.000,19986081.000
DebtInstrumentFaceAmount,,,,,,845619.000,2408193.000,,,131987.000,,,125000.000,125000.000,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,0.010,,,
DeferredCompensationArrangementWithIndividualCommonStockReservedForFutureIssuance,,,,,,,,,,,,,,,0.500,,,
DeferredTaxAssetsDeferredIncome,,,,,,,9753102.000,,,,9908022.000,,,,10878937.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,2561750.000,,,,2568328.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,28789460.000,,,,29141241.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-9753102.000,,,,-9908022.000,,,,-10878937.000,,,
DueToRelatedPartiesCurrent,169786.000,164786.000,100527.000,,,105527.000,105613.000,110613.000,115613.000,115613.000,,,,,,,2861966.000,2861966.000
EmployeeRelatedLiabilitiesCurrent,8840.000,8840.000,,,,,,,,,,,,,,,,
FairValueAssumptionsExercisePrice,,,,,,,,,,,0.030,,0.020,0.030,0.030,0.030,0.020,0.020
FairValueNetAssetLiability,,,,,,,,,,,,,,,,,,-19949270.000
InterestAndDividendsPayableCurrent,,,,,,,,,,,,,,,,,2877956.000,
InterestPayableCurrent,1679077.000,1805470.000,1930695.000,2057086.000,2176980.000,1443130.000,1569321.000,1695839.000,1822231.000,1948625.000,2075017.000,,2362385.000,2491279.000,2620172.000,2749064.000,2877956.000,3006850.000
InterestPayableCurrentAndNoncurrent,,,,,,1443130.000,1426294.000,1695839.000,1822231.000,1948625.000,2075017.000,,2362385.000,2491279.000,2620172.000,2749064.000,2620172.000,3006850.000
Liabilities,9886349.000,10423082.000,10997679.000,,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,309230.000,11151.000,14617.000,23286.000,15885.000,48658.000,27911.000,28360.000,35864.000,37588.000,33946.000,,60807.000,52191.000,65552.000,8068.000,38909.000,36811.000
