,2011-07-01,2011-09-30,2011-12-30,2012-03-31,2012-06-29,2012-09-28,2012-12-28,2013-03-31,2013-06-28,2013-09-27,2013-12-27,2014-03-31,2014-06-27,2014-09-26,2014-12-26
AccountsPayableCurrent,1809000.000,1784000.000,763000.000,872000.000,980000.000,1430000.000,1108000.000,1829000.000,2165000.000,2233000.000,2627000.000,2661000.000,1926000.000,2198000.000,1580000.000
AccountsReceivableNetCurrent,4814000.000,5503000.000,3922000.000,4539000.000,4343000.000,4868000.000,3770000.000,4988000.000,4988000.000,5662000.000,5377000.000,5085000.000,5013000.000,4462000.000,3814000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,10338000.000,,,,11813000.000,,,
AdditionalPaidInCapital,57936000.000,58161000.000,58396000.000,58446000.000,58475000.000,58524000.000,58570000.000,58616000.000,58645000.000,58685000.000,58724000.000,58752000.000,61681000.000,61697000.000,61712000.000
AllowanceForDoubtfulAccountsReceivable,,,,,39000.000,39000.000,39000.000,56000.000,55000.000,37000.000,23000.000,20000.000,20000.000,20000.000,28000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,39000.000,,,,56000.000,,,,20000.000,,,
Assets,28177000.000,27987000.000,25425000.000,24383000.000,23527000.000,22725000.000,20198000.000,22216000.000,22224000.000,22637000.000,20855000.000,20201000.000,21334000.000,20386000.000,18822000.000
AssetsCurrent,14057000.000,14405000.000,12269000.000,11643000.000,11125000.000,10666000.000,8481000.000,10307000.000,10682000.000,11465000.000,10722000.000,10398000.000,11863000.000,11127000.000,9636000.000
CapitalLeaseObligations,,,,,,,,,,47000.000,45000.000,,50000.000,47000.000,37000.000
CapitalLeaseObligationsCurrent,,,,,,,,,8000.000,8000.000,8000.000,20000.000,16000.000,15000.000,8000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,41000.000,39000.000,37000.000,36000.000,34000.000,32000.000,29000.000
CashAndCashEquivalentsAtCarryingValue,3355000.000,3848000.000,3621000.000,3249000.000,3172000.000,1624000.000,559000.000,619000.000,581000.000,371000.000,116000.000,120000.000,1433000.000,1146000.000,110000.000
CashUninsuredAmount,,,,,,,,,,,,,1163000.000,868000.000,0.000
ClassOfWarrantOrRightOutstanding,,,,,897000.000,267000.000,267000.000,1462196.000,1462000.000,1462000.000,1462000.000,1462196.000,1462000.000,1462000.000,1462000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,30744924.000,30971560.000,30968716.000,31159431.000,31161147.000,31161147.000,31161147.000,31158347.000,31197547.000,31244740.000,31240740.000,31203213.000,37381413.000,37381413.000,37381413.000
CommonStockSharesOutstanding,30744924.000,30971560.000,30968716.000,31159431.000,31161147.000,31161147.000,31161147.000,31158347.000,31197547.000,31244740.000,31240740.000,31203213.000,37381413.000,37381413.000,37381413.000
CommonStockValue,31000.000,31000.000,31000.000,31000.000,31000.000,31000.000,31000.000,31000.000,31000.000,31000.000,31000.000,31000.000,37000.000,37000.000,37000.000
ConstructionInProgressGross,,,,,,,,173000.000,,,,54000.000,,,
DebtInstrumentCarryingAmount,,,,,3047000.000,2832000.000,1814000.000,,4204000.000,4227000.000,3886000.000,,3615000.000,3294000.000,3399000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,0.060
DebtInstrumentUnamortizedDiscount,,,,,,,,405000.000,,,262000.000,218000.000,,,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,,8000.000,,,,8000.000,,,
DeferredTaxAssetsGross,,,,,,,,11076000.000,,,,12581000.000,,,
DeferredTaxAssetsInventory,,,,,,,,777000.000,,,,814000.000,,,
DeferredTaxAssetsNet,,,,,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,8194000.000,,,,8903000.000,,,
DeferredTaxAssetsOther,,,,,,,,37000.000,,,,50000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,20000.000,,,,20000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,,,,,,,,39000.000,,,,16000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,,3379000.000,,,,3682000.000,,,
