,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AircraftMaintenanceMaterialsAndRepairs,,,271000000.000,,279000000.000,291000000.000,283000000.000,280000000.000,318000000.000,310000000.000,285000000.000,347000000.000,485000000.000,514000000.000,529000000.000,523000000.000,494000000.000,502000000.000,456000000.000,437000000.000,419000000.000,453000000.000,481000000.000,481000000.000,492000000.000,495000000.000
AircraftRental,,,,,,130000000.000,137000000.000,,164000000.000,179000000.000,186000000.000,239000000.000,320000000.000,312000000.000,306000000.000,312000000.000,317000000.000,316000000.000,308000000.000,309000000.000,306000000.000,302000000.000,299000000.000,296000000.000,295000000.000,294000000.000
AirlineCapacityPurchaseArrangements,,,,,,,,,,,,,,,,,1462000000.000,1557000000.000,1518000000.000,1446000000.000,1432000000.000,1518000000.000,1538000000.000,1556000000.000,1573000000.000,1620000000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,60000000.000,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,1000.000,905000.000,1094000.000,-1236000.000,1089000.000,2601000.000,1623000.000,-3884000.000,395000.000,837000.000
BankruptcyClaimsAmountOfClaimsFiled,,,,,,,,,290000000000.000,,,,,,,,,,,,,,,,,
BankruptcyClaimsNumberClaimsFiled,,,,,,,,,13400.000,,,,,,,,,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,16000000.000,6200000.000,13800000.000,259000000.000,142000000.000,163000000.000,166000000.000,339000000.000,216000000.000,221000000.000,196000000.000,367000000.000,,112000000.000,225000000.000,,63000000.000,68000000.000
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,5000000.000,,,,,,,,,
CargoAndFreightRevenue,169000000.000,187000000.000,176000000.000,171000000.000,168000000.000,175000000.000,156000000.000,170000000.000,155000000.000,167000000.000,163000000.000,200000000.000,206000000.000,221000000.000,215000000.000,233000000.000,194000000.000,194000000.000,180000000.000,192000000.000,162000000.000,174000000.000,171000000.000,193000000.000,172000000.000,196000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,116000000.000,,,,91000000.000,,,,125000000.000,,,,119000000.000,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,54000000.000,,,,105000000.000,,,,52000000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
ComprehensiveIncomeNetOfTax,,,,,-1596000000.000,-310000000.000,1572000000.000,-605000000.000,-303000000.000,168000000.000,287000000.000,-1038000000.000,377000000.000,1153000000.000,895000000.000,-2070000000.000,901000000.000,1674000000.000,1663000000.000,3199000000.000,683000000.000,936000000.000,722000000.000,-16000000.000,220000000.000,788000000.000
ContractualInterestExpenseOnPrepetitionLiabilitiesNotRecognizedInStatementOfOperations,,,,,,169000000.000,166000000.000,,181000000.000,158000000.000,195000000.000,394000000.000,,,,,,,,,,,,,,
ConvertiblePreferredDividendsNetOfTax,,,,,,,,,,,,,,-2000000.000,0.000,,,,,,,,,,,
CostOfServicesCatering,,,,,,130000000.000,139000000.000,,139000000.000,149000000.000,154000000.000,,,,,,,,,,,,,,,
CostsAndExpenses,5793000000.000,6225000000.000,6361000000.000,6748000000.000,6132000000.000,6325000000.000,6395000000.000,5932000000.000,6038000000.000,5959000000.000,6133000000.000,7214000000.000,9265000000.000,9956000000.000,9879000000.000,9301000000.000,8611000000.000,8906000000.000,8707000000.000,8562000000.000,8100000000.000,8612000000.000,9163000000.000,9021000000.000,9023000000.000,9570000000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,,,,,72000000.000,51000000.000,,39000000.000,40000000.000,48000000.000,72000000.000,,,,,,,,,,,,,,
DefinedBenefitPlanContributionsByEmployer,,,,,86000000.000,86000000.000,86000000.000,14000000.000,33000000.000,,,,,,,,,,,,,,,,,279000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments,,,,,,,1800000000.000,,,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,234000000.000,223000000.000,232000000.000,261000000.000,256000000.000,257000000.000,252000000.000,234000000.000,241000000.000,257000000.000,242000000.000,113000000.000,307000000.000,319000000.000,334000000.000,335000000.000,336000000.000,340000000.000,336000000.000,352000000.000,355000000.000,374000000.000,399000000.000,397000000.000,405000000.000,418000000.000
DerivativeCashReceivedOnHedge,,,,,9000000.000,,,,,,,,,,,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,31000000.000,25000000.000,,-2000000.000,2000000.000,7000000.000,9000000.000,,,,,,,,,,
