,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,6758000.000,5501000.000,4763000.000,3778000.000,4079000.000,4390000.000,9332000.000,6497000.000,6481000.000,5491000.000,4555000.000,5890000.000
AccountsReceivableNetCurrent,9655000.000,12858000.000,11523000.000,12001000.000,14600000.000,24121000.000,26168000.000,24094000.000,28666000.000,37645000.000,37343000.000,39105000.000
AccruedLiabilitiesCurrent,11764000.000,10224000.000,7689000.000,8893000.000,7969000.000,10445000.000,9742000.000,11626000.000,11962000.000,12839000.000,19106000.000,18448000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,12780000.000,15419000.000,18255000.000,21746000.000,25680000.000,29873000.000,29952000.000,35260000.000,40679000.000,46111000.000,51342000.000,57534000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,322000.000,-39000.000,-528000.000,-928000.000,-734000.000,-1578000.000,-2225000.000,1247000.000,-1823000.000,-1730000.000,-5197000.000,-3792000.000
AdditionalPaidInCapital,217815000.000,228968000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,246000000.000,450027000.000,469855000.000,485417000.000,511183000.000,531431000.000,563600000.000,595135000.000,624026000.000,655792000.000
AllowanceForDoubtfulAccountsReceivableCurrent,361000.000,355000.000,264000.000,475000.000,626000.000,1070000.000,763000.000,900000.000,834000.000,1213000.000,1269000.000,2264000.000
Assets,203312000.000,203981000.000,205788000.000,393143000.000,393423000.000,404256000.000,422686000.000,425682000.000,439941000.000,456427000.000,475285000.000,491028000.000
AssetsCurrent,144945000.000,128407000.000,139005000.000,327125000.000,309672000.000,314658000.000,283231000.000,290400000.000,272477000.000,268429000.000,279818000.000,304785000.000
AssetsFairValueDisclosureRecurring,22993000.000,72685000.000,72791000.000,72847000.000,72928000.000,73128000.000,73088000.000,73474000.000,,,,
AvailableForSaleSecurities,,,,,,47760000.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000
AvailableForSaleSecuritiesCurrent,,,,,,25247000.000,,,,,,
AvailableForSaleSecuritiesNoncurrent,,,,,,22513000.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,37000.000,,,,
CapitalLeaseObligationsCurrent,195000.000,103000.000,10000.000,,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,800000.000,900000.000,1000000.000,,,,,,,,,
