,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AmortizationOfFinancingCostsAndDiscounts,,,385585.000,,,,418391.000,
AssetRetirementObligationAccretionExpense,,,,,,,122638.000,
AssetRetirementObligationCashPaidToSettle,,,,,,,179601.000,
AssetRetirementObligationLiabilitiesIncurred,,,,,,,2667.000,
AssetRetirementObligationLiabilitiesSettled,,,121042.000,,,,179601.000,
CostsAndExpenses,29463689.000,25994750.000,26256815.000,21170613.000,24785059.000,142142118.000,23033758.000,32127343.000
DeferredIncomeTaxExpenseBenefit,,,-2175809.000,,,,,
DepreciationDepletionAndAmortization,14385639.000,13445305.000,14462062.000,14675882.000,14273884.000,15352615.000,12839720.000,18612302.000
EarningsPerShareBasic,-0.060,0.010,-0.100,0.090,-0.090,-1.980,-0.110,0.010
EarningsPerShareDiluted,-0.060,0.010,-0.100,0.090,-0.090,-1.980,-0.110,0.010
ExplorationExpense,289595.000,573697.000,300696.000,48895.000,-186550.000,129610.000,117481.000,185649.000
GainLossOnSaleOfPropertyPlantEquipment,,,,0.000,,,6384.000,4975.000
GeneralAndAdministrativeExpense,4207331.000,4636803.000,4771457.000,4525720.000,4722057.000,5634234.000,4314334.000,6849167.000
ImpairmentOfOilAndGasProperties,3965511.000,4810708.000,676474.000,806067.000,850980.000,115556718.000,817738.000,827677.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4286938.000,1007471.000,-6574894.000,6074781.000,-5140344.000,-121070487.000,-7224953.000,855818.000
IncomeTaxExpenseBenefit,-1460375.000,480871.000,-2175809.000,2163962.000,-1294220.000,-33413522.000,-2493554.000,317499.000
IncomeTaxesPaid,,,0.000,,200000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-9521713.000,,,,3734515.000,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,2484288.000,
IncreaseDecreaseInPrepaidExpense,,,235151.000,,,,-32558.000,
IncreaseDecreaseInReceivables,,,-175929.000,,,,489663.000,
InterestExpense,6247756.000,6045543.000,6245182.000,6212806.000,6454526.000,6414897.000,6283737.000,6325864.000
InterestPaid,,,5833170.000,,,,5870267.000,
LeaseOperatingExpense,4657344.000,912698.000,4637385.000,3603046.000,3318057.000,3712099.000,3262127.000,3294735.000
NaturalGasProductionRevenue,15538315.000,14747982.000,7069114.000,6051551.000,6312901.000,7026417.000,6002675.000,7326514.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,0.000,
NetCashProvidedByUsedInFinancingActivities,,,32128321.000,,,,-1336094.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,32128321.000,,,,-1336094.000,
NetCashProvidedByUsedInInvestingActivities,,,-32675599.000,,,,-11161028.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-32675599.000,,,,-11161028.000,
NetCashProvidedByUsedInOperatingActivities,,,547278.000,,,,12497122.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,547278.000,,,,12497122.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,526600.000,-4399085.000,3910819.000,-3846124.000,-87656965.000,-4731399.000,538319.000
NonoperatingIncomeExpense,-4650515.000,-2092776.000,-7004658.000,-3278617.000,-11125741.000,-6851339.000,-8286129.000,-3814457.000
OilAndCondensateRevenue,9437066.000,8866235.000,16892614.000,21505766.000,22265178.000,17927755.000,16093396.000,26415041.000
OperatingIncomeLoss,363577.000,3100247.000,429764.000,9353398.000,5985397.000,-114219148.000,1061176.000,4670275.000
OtherNonoperatingIncomeExpense,,,-233843.000,-103544.000,-106801.000,-200567.000,-119402.000,-131814.000
PaymentsForRepurchaseOfCommonStock,,,87778.000,,,,233934.000,
PaymentsToAcquireProductiveAssets,,,32675599.000,,,,11167412.000,
ProceedsFromIssuanceOfLongTermDebt,,,75503103.000,,,,36112929.000,
ProceedsFromSaleOfProductiveAssets,,,,,,,6384.000,
ProceedsFromStockOptionsExercised,,,6952.000,,,,,
ProfitLoss,-2826563.000,,,,,,,
RepaymentsOfLongTermDebt,,,43293956.000,,,,37215089.000,
Revenues,29827266.000,29094997.000,26686579.000,30524011.000,30770456.000,27922970.000,24094934.000,36797618.000
SalesRevenueNet,29827266.000,29094997.000,26686579.000,30524011.000,30770456.000,27922970.000,24094934.000,36797618.000
ShareBasedCompensation,,,532311.000,,,,662545.000,
StockIssuedDuringPeriodValueShareBasedCompensation,,,539263.000,,,,662545.000,
TaxesOther,1958269.000,1615539.000,1408741.000,-2488997.000,1806631.000,1765742.000,1688742.000,2362788.000
TreasuryStockValueAcquiredCostMethod,,,87778.000,,,,233934.000,
UnrealizedGainLossOnDerivatives,2068515.000,4222523.000,-525633.000,3037733.000,-4564414.000,-235875.000,-1882990.000,2643221.000
WeightedAverageNumberOfDilutedSharesOutstanding,45188542.000,45166566.000,43976950.000,44992883.000,44208471.000,-89030517.000,44389522.000,44995267.000
WeightedAverageNumberOfSharesOutstandingBasic,45188542.000,45121172.000,43976950.000,44134330.000,44208471.000,-88171964.000,44389522.000,44681434.000
