,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,400000.000,700000.000,1100000.000,1400000.000,1700000.000,1700000.000,1600000.000,1700000.000,1900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,500.000
BusinessAcquisitionsProFormaNetIncomeLoss,5338000.000,4142000.000,,,,,,,
BusinessAcquisitionsProFormaRevenue,77328000.000,97440000.000,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,408000.000,119000.000,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,15000.000,169000.000,244000.000,53000.000,24000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-6815000.000,,-17850000.000,,,,-5985000.000
ConstructionAndDevelopmentCosts,58197000.000,70896000.000,124806000.000,150225000.000,,,,,
CostOfRealEstateRevenue,,,,,,,,,183468000.000
CostsAndExpenses,,,,175064000.000,172080000.000,240737000.000,234014000.000,275737000.000,
CostsOfRealEstateServicesAndLandSales,,,,365000.000,1826000.000,587000.000,4255000.000,3921000.000,
DeferredIncomeTaxExpenseBenefit,,,-453000.000,,137000.000,,,,-1331000.000
DepreciationDepletionAndAmortization,,,988000.000,,1404000.000,,,,1383000.000
EarningsPerShareBasic,,,,,,0.620,0.630,,0.400
EarningsPerShareBasicAndDiluted,0.300,0.190,0.300,0.460,0.380,,,,
EarningsPerShareDiluted,,,,,,0.620,0.630,,0.400
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.345,0.344,0.345,,0.340,,0.344
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,0.034,0.012,0.019,,,,,0.067
EffectiveIncomeTaxRateReconciliationTaxCredits,,,,,,,,,0.030
EquityMethodInvestmentDividendsOrDistributions,,,,,,,,,852000.000
FinancialServicesCosts,,,,,,,,,754000.000
GainLossOnDispositionOfAssets1,89000.000,55000.000,,130000.000,220000.000,103000.000,145000.000,-22000.000,-59000.000
GrossProfit,19131000.000,19839000.000,,,,,,,
HomeBuildingCosts,,,,,144353000.000,207883000.000,197650000.000,236241000.000,182324000.000
HomeBuildingRevenue,77328000.000,90735000.000,154335000.000,186808000.000,181081000.000,257179000.000,248075000.000,292398000.000,226420000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,8049000.000,6697000.000,9524000.000,14431000.000,12429000.000,19097000.000,19731000.000,21892000.000,12051000.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,1255000.000
IncomeTaxExpenseBenefit,2711000.000,2570000.000,3173000.000,4633000.000,4446000.000,5955000.000,6389000.000,6819000.000,-3252000.000
IncomeTaxReconciliationTaxCredits,,,,,,600000.000,300000.000,,
IncomeTaxesPaid,,,3483000.000,,582000.000,,,,
IncreaseDecreaseInAccountsPayable,,,-7653000.000,,2571000.000,,,,-7429000.000
IncreaseDecreaseInAccountsReceivable,,,5005000.000,,134000.000,,,,1309000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,9654000.000,,270000.000,,,,6237000.000
IncreaseDecreaseInIncomeTaxes,,,,,,100000.000,,,
IncreaseDecreaseInInventories,,,43583000.000,,51637000.000,,,,21254000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-872000.000,,-347000.000,,,,-47000.000
InterestExpense,11000.000,2000.000,3000.000,3000.000,2000.000,2000.000,,,
InterestIncomeOther,68000.000,130000.000,16000.000,21000.000,40000.000,41000.000,61000.000,53000.000,
InterestPaidNet,,,3000.000,,,,,,
LandSales,,,,370000.000,1970000.000,1288000.000,4651000.000,3890000.000,
NetCashProvidedByUsedInFinancingActivities,,,32173000.000,,21838000.000,,,,5504000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,32173000.000,,21838000.000,,,,5504000.000
NetCashProvidedByUsedInInvestingActivities,,,-1215000.000,,-2124000.000,,,,-1027000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1215000.000,,-2124000.000,,,,-1027000.000
NetCashProvidedByUsedInOperatingActivities,,,-37773000.000,,-37564000.000,,,,-10462000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-37773000.000,,-37564000.000,,,,-10462000.000
NetIncomeLoss,5338000.000,4127000.000,6351000.000,9798000.000,7983000.000,13142000.000,13342000.000,15073000.000,8799000.000
OperatingExpenses,,,147244000.000,,,,,,
OperatingIncomeLoss,8182000.000,6306000.000,9194000.000,13990000.000,12016000.000,18905000.000,19399000.000,21552000.000,
OtherCostOfOperatingRevenue,2154000.000,2175000.000,1506000.000,1662000.000,716000.000,884000.000,1165000.000,863000.000,
OtherGeneralAndAdministrativeExpense,0.000,,,,,,,,
OtherNonoperatingIncome,129000.000,327000.000,317000.000,308000.000,324000.000,294000.000,179000.000,143000.000,
OtherNonoperatingIncomeExpense,,,,,,,,,-86000.000
OtherSalesRevenueNet,2525000.000,1226000.000,2103000.000,1876000.000,1045000.000,1175000.000,687000.000,1001000.000,
PaymentsForRepurchaseOfCommonStock,,,,,2393000.000,,,,
PaymentsForRepurchaseOfOtherEquity,,,,,254000.000,,,,2904000.000
PaymentsOfDebtIssuanceCosts,,,385000.000,,,,,,2533000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1215000.000,,2784000.000,,,,1052000.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,15023000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,127500000.000
ProceedsFromLinesOfCredit,,,35000000.000,,50000000.000,,,,45000000.000
ProceedsFromRepaymentsOfNotesPayable,,,,,-515000.000,,,,-1582000.000
ProceedsFromSaleAndCollectionOfNotesReceivable,,,,,24000.000,,,,25000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,636000.000,,,,
ProfitLoss,5338000.000,4127000.000,6351000.000,,,,,,
RealEstateInventoryCapitalizedInterestCostsCostOfSales,452000.000,755000.000,1621000.000,2830000.000,3067000.000,,,,
RealEstateInventoryCapitalizedInterestCostsCostOfSales1,,,,,,4918000.000,5192000.000,,4956000.000
RealEstateInventoryCapitalizedInterestCostsIncurred,3499000.000,3894000.000,3919000.000,4971000.000,6380000.000,6649000.000,6743000.000,7132000.000,7734000.000
RealEstateRevenueNet,,,,,,,,,228316000.000
RepaymentsOfLinesOfCredit,,,,,25000000.000,,,,175000000.000
RepaymentsOfLongTermDebt,,,2442000.000,,,,,,
Revenues,,91961000.000,156438000.000,189054000.000,184096000.000,259642000.000,253413000.000,297289000.000,228316000.000
SalesRevenueNet,,91961000.000,156438000.000,189054000.000,184096000.000,259642000.000,253413000.000,297289000.000,228316000.000
