,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-2400000.000,-5573000.000,-5168000.000,-3763000.000,-4936000.000,-6501000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1047000.000,1343000.000,1296000.000,1234000.000,1689000.000,2142000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-16000.000,-18000.000,21000.000,36000.000,50000.000,
AdvertisingExpense,649000.000,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,128000.000,260000.000,235000.000,597000.000
AllowanceForLoanAndLeaseLossesAdjustmentsNet,,,,0.000,,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,5000000.000,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,-112000.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,1510000.000,916000.000,824000.000,1128000.000,987000.000
AllowanceForLoanAndLeaseLossesWriteoffsNet,,,788000.000,-564000.000,-893000.000,
AmortizationOfIntangibleAssets,42000.000,67000.000,59000.000,300000.000,1447000.000,2637000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,3240000.000,5022000.000,4677000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,18096000.000,1832000.000,4481000.000,
AvailableForSaleSecuritiesGrossRealizedGains,,3200000.000,1500000.000,1200000.000,500000.000,1600000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,2300000.000,500000.000,1200000.000
AvailableforsaleSecuritiesGrossRealizedLossesExcludingOtherThanTemporaryImpairments,,600000.000,800000.000,,,
BankOwnedLifeInsuranceIncome,,,,609000.000,1225000.000,1929000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,2.060,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,2.060,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,35856000.000,
