,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,134492.000,206814.000,255295.000,302436.000,373226.000
AdvertisingRevenue,,,,,,,,,349161.000,,513544.000,800518.000,959148.000,890324.000,1014492.000
AmortizationOfDeferredCharges,555.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,101360.000
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,934500.000,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,,,,-0.160
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,-1104058.000
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,1997107.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,,,-3066.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,,,208094.000
CashPeriodIncreaseDecrease,10837.000,,-22399.000,,,,1869.000,,,,17506398.000,,,,-5401594.000
CostOfPropertyRepairsAndMaintenance,,,,,,,,,18762.000,,,,,,
CostOfRevenue,,,,,,,,,,,190735.000,303526.000,379913.000,266489.000,491085.000
CostsAndExpenses,,,,,,,72421.000,176178.000,799161.000,782030.000,1307479.000,1651450.000,1826761.000,2196143.000,2969822.000
DebtInstrumentPeriodicPaymentInterest,3325.000,,,,,,,,,,,,,,
Depreciation,,,,,,,,,,,182968.000,225370.000,245787.000,83979.000,223467.000
DepreciationAndAmortization,,,,,,,,21973.000,189331.000,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,,,317460.000,432184.000,501082.000,386415.000,596693.000
EarningsPerShareBasic,,,,,-0.010,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,-0.040,-0.440,-0.180,-0.050,-0.190,-0.110,-0.110,-0.120,-0.160
EarningsPerShareDiluted,,,,,-0.010,,,,,,,,,,
GeneralAndAdministrativeExpense,,143.000,,,0.000,,50.000,1092.000,23742.000,128831.000,208924.000,149031.000,159930.000,270577.000,410600.000
GrossProfit,,,,,,,,,,,,,,,1192248.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,,0.000,,,,
IncomeLossFromContinuingOperations,-36065.000,-640.000,-22769.000,-4351.000,-3309.000,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,-15053.000,,-67243.000,-179545.000,-449291.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,-839838.000,-639661.000,-791329.000,-902547.000,-1110211.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-39182.000,-11577.000,-32349.000,-19187.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.020,-0.010,-0.020,-0.010,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.020,-0.010,-0.020,-0.010,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,2814.000,-4183.000,-2887.000,-7769.000,-4626.000,-523.000,3772.000,4642.000,4151.000,-8752.000,-44161.000,17826.000,-6623.000,5697.000,-8231.000
IncomeTaxExpenseBenefit,,,,0.000,,,,,,,,,,,0.000
IncomeTaxesPaid,,,,,,,,,,,,,,,0.000
IncreaseDecreaseDueFromAffiliates,,,,,,,,,,,,,,,2700.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4006.000,,12941.000,,,,50152.000,,,,216389.000,,,,87992.000
IncreaseDecreaseInAccountsReceivable,,,1743.000,,,,,,,,-9203.000,,,,-1793.000
IncreaseDecreaseInAccruedInterestReceivableNet,-2610.000,,,,,,,,,,,,,,
