,2011-06-30
CostOfRevenue,98627000.000
EarningsPerShareBasic,-1.430
EarningsPerShareDiluted,-1.430
GeneralAndAdministrativeExpense,27281000.000
GoodwillImpairmentLoss,55191000.000
GrossProfit,42657000.000
IncomeLossFromContinuingOperations,-52315000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-50726000.000
IncomeLossFromContinuingOperationsPerBasicShare,-1.370
IncomeLossFromContinuingOperationsPerDilutedShare,-1.370
IncomeLossFromDiscontinuedOperationsNetOfTax,-2419000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.060
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.060
IncomeTaxExpenseBenefit,1589000.000
NetIncomeLoss,-54734000.000
OperatingExpenses,92059000.000
OperatingIncomeLoss,-49402000.000
Revenues,141284000.000
SalesRevenueNet,141284000.000
SellingAndMarketingExpense,9587000.000
