,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcquisitionCosts,,,,,,,,,180455.000,,68725.000,,,,1950.000,,,52325.000,,,
AdjustmentForAmortization,,,,,,,,,8393.000,,,,97979.000,,,,38493.000,,,,57888.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,38493.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,4555000.000,,,4555000.000,4422728.000,4454743.000,-13255683.000,3739943.000,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,68725.000,,,,,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,-3000000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,125962.000,,,195206.000,,,,,1097578.000,,,,897990.000,,,,209496.000,,,,-144067.000
CasinoExpenses,1302210.000,1339173.000,1288857.000,1266425.000,1255771.000,1248291.000,-1003407.000,,,,,,,,,,,,,,
CasinoRevenue,1365875.000,1267712.000,1332590.000,1376067.000,1228994.000,1246663.000,-463529.000,,,,,,,,,,,,,,
Depreciation,,,,,,,,,71081.000,97423.000,177146.000,278661.000,304711.000,306014.000,338355.000,166620.000,582267.000,313193.000,287389.000,287389.000,294638.000
DepreciationAndAmortization,,,,,,,,48584.000,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,85924.000,,,185834.000,,,,,,,,,,,,,,,,,
DividendsPreferredStock,,,,,,,,,,,,,,,,,,,,,7500.000
EarningsPerShareBasic,-0.010,-0.060,-0.030,,,,,,0.130,-0.010,-0.010,-0.040,-0.010,-0.010,-0.030,-0.100,-0.050,0.020,0.010,-0.030,-0.020
EarningsPerShareBasicAndDiluted,,,,-0.020,-0.040,-0.030,-0.170,,,,,,,,,,,,,,
EarningsPerShareDiluted,-0.010,-0.060,-0.030,,,,,,0.120,-0.010,-0.010,-0.040,-0.010,-0.010,-0.030,-0.100,-0.050,0.020,0.010,-0.030,-0.020
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,0.340,0.340,0.340,-0.680,0.340,0.340,0.340,-0.680,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,-0.340,-0.340,-0.340,0.680,-0.340,-0.340,-0.340,0.680,,,,,
EmployeeBenefitsAndShareBasedCompensation,,,,,,,,,,,,,154165.000,,,,150000.000,,,,150001.000
ExtinguishmentOfDebtAmount,,,,,,,,50000.000,,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,,,,,,,,,16894.000
FinancingReceivableAllowanceForCreditLossesEffectOfChangeInMethod,,,,,,,,350000.000,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,5679.000,,,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfNotesReceivable,,,,,,,,,,,,,155000.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-5679.000,,,,-2369.000,,,,-381395.000,,,,,,,,,980839.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,-1163458.000,,
GeneralAndAdministrativeExpense,64788.000,210511.000,52453.000,46078.000,133746.000,23632.000,178344.000,28353.000,118262.000,274336.000,188196.000,228562.000,444366.000,316102.000,276478.000,247202.000,482008.000,399577.000,734891.000,174945.000,365527.000
ImpairmentOfOngoingProject,,,,,,,,,,,,,,,,,,,,,400.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-74431.000,-420071.000,-208163.000,-128576.000,-251952.000,-215391.000,-1211037.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,9173.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,-0.010,,,,,,,,,,,,,
IncomeTaxesPaid,,,,,,,,,,,,,,,,,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-15528.000,,,74787.000,,,,,-400667.000,,,,30528.000,,,,114352.000,,,,111858.000
IncreaseDecreaseInOperatingLiabilities,33824.000,,,-5555.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,-30559.000,,,-7126.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,-5666.000,,,,-59701.000,,,,13050.000,,,,4671.000
IncreaseDecreaseInRestrictedCash,,,,,,,,,-3503158.000,,,,,,,,,,,,
IncreaseDecreaseInSecurityDeposits,,,,,,,,,28000.000,,,,-55000.000,,,,-9000.000,,,,250000.000
InterestExpense,-26109.000,92474.000,133678.000,129106.000,128363.000,123504.000,121726.000,118522.000,-190415.000,-126031.000,-199998.000,-452169.000,-684314.000,-654697.000,-735843.000,-734418.000,-721595.000,-645919.000,-603511.000,-613835.000,-624414.000
InterestIncomeOther,,,,,,,,,,,-52250.000,,-39072.000,-24092.000,-19660.000,692.000,-32149.000,,,,
InterestPaid,24718.000,,,24197.000,,,,,147029.000,,,,723067.000,,,,523155.000,,,,499182.000
InterestPaidCapitalized,,,,,,,,,,,,,,,,,0.000,,,,
LeaseAndRentalExpense,,,,72622.000,72622.000,58822.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-40271.000,,,-52220.000,,,,,4478794.000,,,,-103580.000,,,,-237969.000,,,,-920.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-40271.000,,,-52220.000,,,,,4478794.000,,,,-103580.000,,,,-237969.000,,,,-920.000
NetCashProvidedByUsedInInvestingActivities,,,,-18037.000,,,,,806735.000,,,,725526.000,,,,573428.000,,,,-41308.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-18037.000,,,,,806735.000,,,,725526.000,,,,573428.000,,,,-41308.000
NetCashProvidedByUsedInOperatingActivities,166233.000,,,265463.000,,,,,-4187951.000,,,,276044.000,,,,-125963.000,,,,-101839.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,166233.000,,,265463.000,,,,,-4187951.000,,,,276044.000,,,,-125963.000,,,,-101839.000
