,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-06-30,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,0.000,12694.000,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,,,,88210.000,207863.000,208525.000,185079.000,243637.000
AccountsPayableCurrent,12739.000,13039.000,13039.000,2280.000,618.000,650.000,1769.000,,650.000,6500.000,12706.000,14497.000,18172.000,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,3000.000,7500.000,,,,0.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,,1550.000,2406.000,6282.000
AccruedLiabilitiesCurrent,240000.000,,,,,5000.000,1500.000,,5000.000,4000.000,1500.000,1500.000,1500.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,524.000,
AdditionalPaidInCapital,105117.000,359238.000,360738.000,,,,,,2660525.000,4377300.000,4378105.000,4379605.000,4472256.000,4456574.000,3297471.000,12390239.000,12681311.000,15109807.000,16803120.000,16934921.000
AdditionalPaidInCapitalCommonStock,,,,369397.000,2659801.000,2661301.000,2662801.000,,,,,,,,,,,,,
AdvanceRent,,,,,,,,,,,,,,,,39598.000,33723.000,23853.000,13048.000,13994.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,2120.000,
Assets,30.000,6.000,6.000,6.000,,0.000,,,0.000,701.000,280.000,2062.000,3100.000,461.000,45633.000,9417532.000,9027901.000,10611527.000,11369672.000,10505284.000
AssetsCurrent,,,,6.000,,0.000,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,,,,,,,,,,1130000.000,
Cash,,,,,,,,,,0.000,280.000,2062.000,,461.000,0.000,199570.000,77978.000,8420.000,2151.000,120407.000
CashAndCashEquivalentsAtCarryingValue,30.000,6.000,6.000,6.000,,0.000,,,,0.000,280.000,2062.000,3100.000,,0.000,,77978.000,8420.000,2151.000,120407.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,,0.010,0.010,0.010
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,200000000.000,190000000.000,190000000.000,190000000.000,,190000000.000,190000000.000,190000000.000,190000000.000,500000000.000,190000000.000,500000000.000,500000000.000,,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,50355969.000,50355969.000,50355969.000,50355969.000,100046.000,64808.000,100046.000,,77735969.000,173885.000,173885.000,69705083.000,94568770.000,116068770.000,116068770.000,,,,,9818429.000
CommonStockSharesOutstanding,50355969.000,50355969.000,50355969.000,,,,,,,,,,94568770.000,116068770.000,116068770.000,,,8288301.000,9191907.000,9818429.000
CommonStockSharesSubscriptions,,,,,,,,,,,,1800.000,,,,,,,,
CommonStockValue,504.000,504.000,504.000,504.000,1.000,1.000,1.000,,777.000,2.000,697.000,697.000,946.000,1161.000,1160688.000,,,,,
CommonStockValueOutstanding,,,,2014239.000,4002.000,1944.000,3502.000,,,,,,,,,75668.000,,82883.000,96819.000,98184.000
DebtWeightedAverageInterestRate,,,,,,,,,,,,,,,,,,,,0.014
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,139897.000,,,,,2764792.000,
