,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,34088000.000,39910000.000,34305000.000,42976000.000,65284000.000,76085000.000,63408000.000,63305000.000,61414000.000,71292000.000,59999000.000,64059000.000,64068000.000,83001000.000,65219000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,1200000.000,600000.000,600000.000,,
AccountsReceivableNetCurrent,67984000.000,90502000.000,83293000.000,93941000.000,116229000.000,135400000.000,112689000.000,119423000.000,110660000.000,124998000.000,109821000.000,114038000.000,113169000.000,125755000.000,113847000.000
AccruedLiabilitiesCurrent,15707000.000,21584000.000,24940000.000,22891000.000,33268000.000,33258000.000,28833000.000,32740000.000,32484000.000,40734000.000,34596000.000,33745000.000,33623000.000,33486000.000,33322000.000
AccruedPayrollTaxesCurrent,7765000.000,10722000.000,7805000.000,8075000.000,15641000.000,16379000.000,,,,15255000.000,,,,,
AccruedProfessionalFeesCurrent,1932000.000,650000.000,637000.000,492000.000,645000.000,,,,,,,,,,
AccruedRentCurrent,,,,,,,,,,10708000.000,,,,1588000.000,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,15131000.000,
AccruedVacationCurrent,1791000.000,2220000.000,3188000.000,455000.000,385000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,10939000.000,11485000.000,14410000.000,17891000.000,22076000.000,28728000.000,36330000.000,46820000.000,55039000.000,67500000.000,75673000.000,78754000.000,86972000.000,89943000.000,100758000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-101000.000,-15000.000,17000.000,10000.000,-44000.000,-120000.000,-229000.000,-113000.000,-88000.000,-151000.000,-326000.000,-625000.000,-698000.000,-925000.000,-846000.000
