,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AllocatedShareBasedCompensationExpense,9300000.000,,,,8800000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1900000.000,,,,2300000.000,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,,0.980,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,160700000.000,,,,
BusinessAcquisitionsProFormaRevenue,,,1399700000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-26900000.000,,,,-60100000.000,,
CommonStockDividendsPerShareDeclared,0.290,0.290,0.290,0.290,0.310,0.310,0.310
ComprehensiveIncomeNetOfTax,,,,,206000000.000,132000000.000,239500000.000
CostOfRevenue,843700000.000,907100000.000,931200000.000,930500000.000,922300000.000,949300000.000,981900000.000
DeferredIncomeTaxExpenseBenefit,-8700000.000,,,,-17100000.000,,
DepreciationDepletionAndAmortization,31600000.000,,,,34100000.000,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,105600000.000,,,,,,
EarningsPerShareBasic,2.100,0.980,0.990,1.010,1.010,1.180,1.170
EarningsPerShareDiluted,2.070,0.960,0.980,1.010,1.000,1.170,1.160
EffectOfExchangeRateOnCashAndCashEquivalents,5500000.000,,,,8200000.000,,
EffectiveIncomeTaxRateContinuingOperations,0.141,,,,0.184,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,3600000.000,,,,3500000.000,,
EquityMethodInvestmentDividendsOrDistributions,5400000.000,,,,5000000.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,7300000.000,,,,6900000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,7300000.000,,,,6900000.000,,
GainLossOnSaleOfCommodityContracts,1200000.000,,,,-100000.000,,
IncomeLossFromContinuingOperations,155800000.000,161400000.000,160200000.000,159900000.000,160700000.000,189000000.000,188400000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,199400000.000,188900000.000,,196900000.000,230000000.000,240300000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,181300000.000,,,,196900000.000,,
IncomeLossFromContinuingOperationsPerBasicShare,0.940,0.980,0.990,1.000,1.010,1.180,1.170
IncomeLossFromContinuingOperationsPerDilutedShare,0.930,0.960,0.980,1.000,1.000,1.170,1.160
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,190300000.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,1.160,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,1.140,,,,,,
IncomeLossFromEquityMethodInvestments,14500000.000,14400000.000,16000000.000,21900000.000,14300000.000,18100000.000,18500000.000
IncomeTaxExpenseBenefit,25500000.000,38000000.000,28700000.000,27700000.000,36200000.000,41000000.000,51900000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-45300000.000,,,,-22400000.000,,
IncreaseDecreaseInInventories,43700000.000,,,,60100000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,-4300000.000,,,,-43300000.000,,
IncreaseDecreaseInReceivables,78500000.000,,,,70600000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,2600000.000,2300000.000,1700000.000,-4477000.000,1900000.000,1900000.000,1800000.000
InterestIncomeExpenseNet,16300000.000,-17100000.000,-16400000.000,-46000000.000,-14600000.000,-14800000.000,-14600000.000
NetCashProvidedByUsedInFinancingActivities,-5000000.000,,,,-29200000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-5000000.000,,,,-29200000.000,,
NetCashProvidedByUsedInInvestingActivities,-27400000.000,,,,-90800000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-27400000.000,,,,-90800000.000,,
NetCashProvidedByUsedInOperatingActivities,,,,,51700000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,51700000.000,,
NetIncomeLoss,346100000.000,161400000.000,160200000.000,159900000.000,160700000.000,189000000.000,188400000.000
OperatingIncomeLoss,197600000.000,216500000.000,205300000.000,201000000.000,211500000.000,244800000.000,254900000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,1800000.000,1900000.000,2200000.000,-18500000.000,2100000.000,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,1900000.000,-2200000.000,4600000.000,-9700000.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,32400000.000,11300000.000,-54200000.000,-21700000.000,43200000.000,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,-4400000.000,2700000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,-54200000.000,46600000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,382200000.000,172400000.000,112800000.000,-717600000.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,45300000.000,-57000000.000,51100000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,1600000.000,1800000.000
OtherGeneralExpense,,,,,21400000.000,-34000000.000,19500000.000
PaymentsForRepurchaseOfCommonStock,7900000.000,,,,,,
PaymentsOfDividendsCommonStock,44800000.000,,,,45800000.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,1800000.000,,,,57300000.000,,
PaymentsToAcquireProductiveAssets,25800000.000,,,,33800000.000,,
ProceedsFromRepaymentsOfDebt,7000000.000,,,,,,
ProceedsFromRepaymentsOfShortTermDebt,,,,,200000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,200000.000,,,,300000.000,,
ProceedsFromStockOptionsExercised,33400000.000,,,,17000000.000,,
RepaymentsOfLongTermDebt,,,,,100000.000,,
Revenues,1277700000.000,1368900000.000,1389700000.000,1373100000.000,1403600000.000,1469700000.000,1497500000.000
SalesRevenueNet,1277700000.000,1368900000.000,1389700000.000,1373100000.000,1403600000.000,1469700000.000,1497500000.000
SegmentReportingInformationOperatingIncomeLoss,204900000.000,,,,,,
SegmentReportingReconcilingItemForOperatingProfitLossFromSegmentToConsolidatedAmount,21800000.000,,,,,,
SegmentReportingSegmentRevenue,1277700000.000,,,,,,
SellingGeneralAndAdministrativeExpense,250900000.000,259700000.000,269200000.000,259500000.000,284100000.000,293700000.000,279200000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,1304390.000,,,,1092170.000,,
StockIssuedDuringPeriodSharesOther,,,,,879710.000,,
StockRepurchasedAndRetiredDuringPeriodShares,,,,,124813.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,167600000.000,167700000.000,164000000.000,-334387000.000,160900000.000,161600000.000,162900000.000
WeightedAverageNumberOfSharesOutstandingBasic,165000000.000,165400000.000,162300000.000,-329910000.000,159000000.000,159700000.000,161100000.000
