,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,619300000.000,653600000.000,641100000.000,557500000.000,589100000.000,654100000.000,652500000.000,615400000.000,632700000.000,677800000.000,664500000.000,664200000.000,685900000.000,724400000.000,774400000.000,809900000.000,721200000.000,800100000.000,793600000.000,813200000.000
AccountsReceivableNetCurrent,1136600000.000,1110800000.000,1188600000.000,1080500000.000,1169000000.000,1097600000.000,1194100000.000,1137700000.000,1236800000.000,1180300000.000,1240500000.000,1196100000.000,1251000000.000,1265200000.000,1378400000.000,1277900000.000,1197300000.000,1256500000.000,1450000000.000,1310400000.000
AccruedIncomeTaxesCurrent,20600000.000,23800000.000,28800000.000,22300000.000,12100000.000,3800000.000,11800000.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,716500000.000,727800000.000,750400000.000,784800000.000,825900000.000,851000000.000,868300000.000,888300000.000,926700000.000,973700000.000,1011800000.000,1038000000.000,1034000000.000,1066300000.000,1082900000.000,-1086600000.000,1135700000.000,1178100000.000,1212000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,300000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,1100000.000,,,,-1300000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,61800000.000,,,,70100000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,4000000.000,,,,17700000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,6100000.000,25100000.000,-33600000.000,-56700000.000,-30300000.000,-72900000.000,-50900000.000,-53400000.000,-66500000.000,-89300000.000,-69500000.000,-58600000.000,-66900000.000,-55400000.000,-108900000.000,-180700000.000,-272300000.000,-261800000.000,-333600000.000,-362100000.000
AdditionalPaidInCapital,1440100000.000,1442800000.000,1418700000.000,1424600000.000,1428300000.000,1447300000.000,1520000000.000,1536200000.000,1527200000.000,1565400000.000,2351400000.000,2381600000.000,2495900000.000,2503200000.000,2505000000.000,2515500000.000,2558700000.000,2562000000.000,3541900000.000,4094200000.000
AllowanceForDoubtfulAccountsReceivableCurrent,73600000.000,73300000.000,79900000.000,83900000.000,80700000.000,73600000.000,81800000.000,79700000.000,71200000.000,71900000.000,84600000.000,97000000.000,86900000.000,90700000.000,119500000.000,119700000.000,102800000.000,103200000.000,124300000.000,145500000.000
Assets,7096000000.000,7236800000.000,7189100000.000,7116700000.000,7018100000.000,7060800000.000,7734400000.000,7710600000.000,7484700000.000,7737100000.000,8622500000.000,10096100000.000,10528200000.000,10128300000.000,10823000000.000,10799300000.000,10380000000.000,10681700000.000,12875500000.000,14293100000.000
AssetsCurrent,3373700000.000,3521600000.000,3516400000.000,3493500000.000,3394000000.000,3472600000.000,3972100000.000,3810400000.000,3616900000.000,3848500000.000,4727600000.000,4083500000.000,4494500000.000,4007500000.000,4268900000.000,4318000000.000,3981400000.000,4257100000.000,5059900000.000,4654300000.000
AssetsNoncurrent,,3715200000.000,3672700000.000,3623200000.000,3624100000.000,3588200000.000,3762300000.000,3900200000.000,,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,,12000000.000,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,19100000.000,18700000.000,,21000000.000,19500000.000,20500000.000,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,302700000.000,293000000.000,286700000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,,,,,,,,43000000.000,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,34700000.000,35200000.000,32600000.000,39700000.000,30900000.000,28800000.000,28700000.000
