,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,30271.000,14068.000,13446.000,23250.000,28579.000,13214.000,13112.000,18567.000,28319.000,1600.000,28849.000,229074.000,156370.000,58896.000,113185.000
AccountsReceivableNet,0.000,4400.000,12975.000,2500.000,3500.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,600.000,600.000,600.000,600.000,600.000,600.000,600.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,-6896.000,-30699.000,-74975.000,-146856.000,-300059.000,-389955.000
AdditionalPaidInCapital,71101.000,83621.000,80630.000,104816.000,104816.000,104816.000,104816.000,104816.000,104816.000,117124.000,120556.000,3168058.000,5977260.000,7440918.000,7697457.000
AdvanceRent,,,,,,,,,,7240.000,19125.000,35274.000,21409.000,606.000,0.000
Assets,14622.000,5082.000,30392.000,9474.000,6523.000,9053.000,6053.000,1173.000,,5883935.000,7448618.000,14753770.000,15520449.000,19830453.000,19736063.000
AssetsCurrent,14622.000,5082.000,30392.000,9474.000,6523.000,9053.000,6053.000,1173.000,,,,,,,
AssetsFairValueDisclosure,,,,725.000,,,,,755.000,,,,,,
BuildingsAndImprovementsGross,,,,,,,,,,3132164.000,4789475.000,9261666.000,11802963.000,13833213.000,14735433.000
Cash,14622.000,682.000,17417.000,6974.000,3023.000,9053.000,6053.000,1173.000,,0.000,398605.000,476221.000,566471.000,1759045.000,707091.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.010,0.010,0.010,0.001,0.001,0.001,0.001,0.001,0.010,0.010
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,0.000,,,,,,,,,,,,,,
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,3149000.000,3404520.000,3454520.000,3454520.000,3454520.000,3454520.000,3454520.000,3454520.000,3454520.000,3454520.000,41088295.000,273942.000,505199.000,625690.000,646809.000
CommonStockSharesOutstanding,3149000.000,3404520.000,3454520.000,3454520.000,3149000.000,3454520.000,3454520.000,3454520.000,3454520.000,3454520.000,41088295.000,273942.000,505199.000,625690.000,646809.000
CommonStockValue,3149.000,3405.000,3455.000,3455.000,3455.000,3455.000,3455.000,3455.000,3455.000,3455.000,23.000,2739.000,5051.000,6256.000,6467.000
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,,,457614.000,393761.000
DeferredIncomeTaxLiabilities,,,,,0.000,,,,,,,,,,
DeferredRentReceivablesNet,,,,,,,,,,84801.000,52056.000,121720.000,54931.000,158433.000,91158.000
DeferredTaxAssetsGross,,,,,0.000,,,,,,,,0.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,0.000,,,,,,,,0.000,,
DeferredTaxAssetsNet,,,,,,,,,,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,59327.000,,,,17500.000,,,,17500.000,,
DeferredTaxAssetsOther,,,,,,,,,,,,,2462.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,732.000,,
DeferredTaxAssetsValuationAllowance,,,,,-59327.000,,,,-17500.000,,,,-17500.000,,
DeferredTaxLiabilities,,,,,,,,,,,,,0.000,,
DerivativeLiabilities,,,,24941.000,24941.000,,,,,,,,,,
DerivativeLiabilitiesCurrent,,,24911.000,,,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,6000.000,16500.000,26500.000,41500.000,121500.000,121500.000,121500.000,10620.000,5844134.000,7249208.000,11407428.000,9363914.000,8229051.000,8091243.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,245977.000,96651.000,156651.000
