,2015-04-03
AccountsPayableTradeCurrent,43598000.000
AccountsReceivableNetCurrent,166675000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,59860000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-32902000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2973000.000
Assets,1209754000.000
AssetsCurrent,263960000.000
CashAndCashEquivalentsAtCarryingValue,0.000
DeferredRevenueCurrent,220815000.000
DeferredRevenueNoncurrent,34153000.000
Goodwill,696551000.000
IntangibleAssetsNetExcludingGoodwill,196869000.000
InventoryFinishedGoods,32261000.000
InventoryNet,62668000.000
InventoryRawMaterials,29911000.000
InventoryWorkInProcess,496000.000
LiabilitiesAndStockholdersEquity,1209754000.000
LiabilitiesCurrent,319619000.000
MembersCapital,815416000.000
MembersEquity,782514000.000
OtherAssetsNoncurrent,7244000.000
OtherLiabilitiesCurrent,55206000.000
OtherLiabilitiesNoncurrent,73468000.000
PrepaidExpenseAndOtherAssetsCurrent,34617000.000
ProductWarrantyAccrual,1587000.000
PropertyPlantAndEquipmentNet,45130000.000
RestructuringReserve,5215000.000
