,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,526000.000,429000.000,253000.000,249000.000,439000.000,261000.000,245000.000,213000.000,381000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,206000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,63000.000,23000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-252000.000,-252000.000,-252000.000,-252000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2555000.000,1048000.000,1205000.000,366000.000,399000.000,86000.000,-172000.000,-189000.000,23000.000
AdditionalPaidInCapital,320886000.000,311870000.000,311302000.000,310377000.000,310924000.000,211436000.000,212008000.000,212566000.000,213167000.000
Assets,181475000.000,167379000.000,164633000.000,159331000.000,186663000.000,85735000.000,83221000.000,81515000.000,79691000.000
AssetsCurrent,179289000.000,167191000.000,164366000.000,159179000.000,186524000.000,85609000.000,83108000.000,81415000.000,79604000.000
AvailableForSaleSecurities,,,,,184322000.000,83481000.000,82856000.000,81136000.000,79405000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,182720000.000,82228000.000,82776000.000,81073000.000,79382000.000
AvailableForSaleSecuritiesEquitySecuritiesCurrent,4756000.000,2214000.000,2478000.000,1639000.000,1599000.000,1251000.000,76000.000,61000.000,22000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,1602000.000,1253000.000,80000.000,63000.000,23000.000
CashAndCashEquivalentsAtCarryingValue,171372000.000,160710000.000,154572000.000,142267000.000,144731000.000,57231000.000,62784000.000,61077000.000,74383000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
