,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,139000.000,-858000.000,-1782000.000,-1410000.000,-1367000.000,-1819000.000,,,-2477000.000,,,,-1850000.000,,,,-701000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,41000.000,,,,30000.000,,,,40000.000,,,,48000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1937000.000,,,,994000.000,,,,8103000.000,,,,1076000.000,,,,4005000.000
CommonStockDividendsPerShareDeclared,,,,,0.550,0.550,0.550,0.550,0.550,0.550,0.450,0.450,0.450,0.400,0.400,0.400,0.400
CostOfServices,13000.000,,,,,,,,,,,,,,,,
CustodyFees,26000.000,421000.000,513000.000,,,,,,,,,,,,,,
Dividends,,,,,-5027000.000,-5027000.000,5032000.000,-15096000.000,-5032000.000,5032000.000,4111000.000,,,3600000.000,3700000.000,,
EarningsPerShareBasic,0.690,-1.550,0.740,-0.170,0.300,1.210,0.390,-0.130,0.400,0.020,-0.530,0.110,-0.030,0.380,0.730,0.230,0.220
GainLossOnSalesOfMortgageBackedSecuritiesMBS,888000.000,-3006000.000,-24173000.000,-11165000.000,-3025000.000,382000.000,2030000.000,3070000.000,6722000.000,1442000.000,596000.000,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,4000.000,,,,-756000.000,,,,342000.000,,,,233000.000,,,,-333000.000
IncreaseDecreaseInAccruedLiabilities,-299000.000,,,,51000.000,,,,18000.000,,,,-86000.000,,,,61000.000
IncreaseDecreaseInOtherOperatingAssets,,,,,-78000.000,,,,-293000.000,,,,-234000.000,,,,81000.000
InterestIncomeExpenseNet,,3785000.000,9975000.000,,10804000.000,10505000.000,10363000.000,10641000.000,9022000.000,8321000.000,9673000.000,7499000.000,7600000.000,5278000.000,4817000.000,6529000.000,9150000.000
InterestIncomeOperating,283000.000,4310000.000,11223000.000,12050000.000,11959000.000,11575000.000,11484000.000,11806000.000,10280000.000,9841000.000,11315000.000,9315000.000,9651000.000,7538000.000,7096000.000,9213000.000,12329000.000
InterestPaid,,,,,1335000.000,,,,1094000.000,,,,2030000.000,,,,3259000.000
InvestmentSoldNotYetPurchasedSaleProceeds,,,,,10015000.000,,,,214417000.000,,,,157931000.000,,,,225738000.000
ManagementFeeExpense,,,,,,,,,,592000.000,557000.000,,528000.000,528000.000,539000.000,534000.000,527000.000
NetCashProvidedByUsedInFinancingActivities,-128000.000,,,,-33479000.000,,,,-117002000.000,,,,-93185000.000,,,,-23340000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-128000.000,,,,-33479000.000,,,,-117002000.000,,,,-93185000.000,,,,-23340000.000
NetCashProvidedByUsedInInvestingActivities,2418000.000,,,,28028000.000,,,,123885000.000,,,,83426000.000,,,,-3295000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,2418000.000,,,,28028000.000,,,,123885000.000,,,,83426000.000,,,,-3295000.000
NetCashProvidedByUsedInOperatingActivities,-353000.000,,,,6445000.000,,,,1220000.000,,,,10835000.000,,,,30640000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-353000.000,,,,6445000.000,,,,1220000.000,,,,10835000.000,,,,30640000.000
NetIncomeLoss,1129000.000,-9704000.000,6785000.000,-124000.000,2761000.000,11050000.000,3533000.000,-1176000.000,3677000.000,190000.000,-4817000.000,980000.000,-239000.000,3507000.000,6626000.000,2012000.000,2052000.000
NoninterestIncomeOtherOperatingIncome,,,,,,,,,,-6866000.000,,,,,,,
OperatingExpenses,197000.000,1361000.000,1357000.000,1411000.000,1394000.000,1317000.000,1294000.000,1747000.000,1416000.000,1265000.000,1275000.000,1189000.000,1351000.000,1272000.000,1254000.000,1132000.000,1272000.000
OtherExpenses,,,,,663000.000,613000.000,597000.000,608000.000,663000.000,538000.000,574000.000,-129000.000,454000.000,414000.000,402000.000,343000.000,411000.000
OtherIncome,1043000.000,-12128000.000,-1833000.000,-9480000.000,-6649000.000,1862000.000,-5536000.000,-10070000.000,-3929000.000,,,,,,,,
PaymentsForDerivativeInstrumentInvestingActivities,,,,,9698000.000,,,,13200000.000,,,,7028000.000,,,,2709000.000
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,,,,196000.000,,,,0.000
PaymentsForSecuritiesPurchasedUnderAgreementsToResell,,,,,20088000.000,,,,2092173000.000,,,,4546558000.000,,,,4354368000.000
PaymentsOfDividends,,,,,4570000.000,,,,5032000.000,,,,4111000.000,,,,3652000.000
PaymentsOfStockIssuanceCosts,128000.000,,,,32000.000,,,,0.000,,,,,,,,
PaymentsToAcquireInvestments,3331000.000,,,,524541000.000,,,,482987000.000,,,,723002000.000,,,,315416000.000
ProceedsFromDerivativeInstrumentInvestingActivities,,,,,6288000.000,,,,4457000.000,,,,3004000.000,,,,4362000.000
ProceedsFromSaleOfOtherInvestments,5309000.000,,,,536934000.000,,,,584903000.000,,,,782510000.000,,,,273393000.000
ProceedsFromSecuritiesPurchasedUnderAgreementsToResell,,,,,20088000.000,,,,2043187000.000,,,,4555615000.000,,,,4349247000.000
ProfessionalFees,32000.000,237000.000,200000.000,155000.000,139000.000,137000.000,123000.000,587000.000,143000.000,135000.000,144000.000,152000.000,218000.000,161000.000,171000.000,118000.000,175000.000
RealizedInvestmentGainsLosses,,,,,,,,,,,,,3010000.000,2100000.000,3892000.000,-582000.000,-2990000.000
SalariesAndWages,,,,,,,,,,,,,151000.000,169000.000,142000.000,137000.000,159000.000
ShareBasedCompensation,,,,,41000.000,,,,30000.000,,,,40000.000,,,,48000.000
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,,,,,,,,,,,,,9856.000,,
StockRepurchasedAndRetiredDuringPeriodShares,,,,,,,,,,,23481.000,,17920.000,0.000,0.000,0.000,0.000
StockRepurchasedAndRetiredDuringPeriodValue,,,,,,,,,,,304000.000,,196000.000,,,,
