,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AllocatedShareBasedCompensationExpense,,,1502000.000,,1606000.000,1517000.000,1428000.000,,1557000.000,1536000.000,1525000.000,,1652000.000,1677000.000,1676000.000,,1786000.000,1890000.000,1886000.000,,1952000.000,2159000.000,2093000.000,,1962000.000,2064000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,912000.000,,264000.000,,,,166000.000,,,,174000.000,,,,166000.000,,,,392000.000,,,,297000.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,0.370,0.460,0.470,,0.340,0.560,0.550,0.550,0.390,0.380,0.510,0.440,0.430,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,0.360,0.450,0.460,,0.330,0.550,0.540,0.550,0.390,0.380,0.500,0.430,0.430,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,11046000.000,13831000.000,14197000.000,,10300000.000,17178000.000,16744000.000,17064000.000,12069000.000,11824000.000,15687000.000,13516000.000,13099000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,150104000.000,159804000.000,170033000.000,,176658000.000,193852000.000,201477000.000,214061000.000,240145000.000,249694000.000,247093000.000,256420000.000,229549000.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,863000.000,,,,,,,,,,,,,,,,,
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,,,128000.000,505000.000,547000.000,,,,,,,,,,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,3918000.000,12196000.000,12431000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,11177000.000,,,,10596000.000,,,,-40552000.000,,,,-86323000.000,,,,13066000.000,,,,4725000.000,,,,5824000.000,
CommonStockDividendsPerShareDeclared,0.070,0.070,0.070,0.070,0.070,0.070,0.100,0.100,0.100,0.100,0.100,0.100,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,,,,,
ComprehensiveIncomeNetOfTax,,,12912000.000,,,,,,,,,,,,,,,,,,,,,,,
CostsAndExpenses,106915000.000,112316000.000,115429000.000,124632000.000,120292000.000,125243000.000,123888000.000,131491000.000,125770000.000,137299000.000,147176000.000,157881000.000,155298000.000,166257000.000,174571000.000,188427000.000,197669000.000,229786000.000,222492000.000,227406000.000,208144000.000,252985000.000,224852000.000,236570000.000,223793000.000,237709000.000
DebtInstrumentBasisSpreadOnVariableRate1,,,,,,,,,,,,,0.011,,,,0.010,,,,0.010,,,,0.010,
DeferredIncomeTaxExpenseBenefit,20000.000,,,,-804000.000,,,,850000.000,,,,132000.000,,,,3045000.000,,,,5031000.000,,,,-85000.000,
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,,,,-637000.000,,,,-2329000.000,,,,38000.000,,,,0.000,
DepreciationDepletionAndAmortization,-5082000.000,-5222000.000,5429000.000,25868000.000,5121000.000,5394000.000,5425000.000,5081000.000,5186000.000,5971000.000,6220000.000,6202000.000,7013000.000,7751000.000,8115000.000,8254000.000,8684000.000,9519000.000,9399000.000,9555000.000,9668000.000,9341000.000,9399000.000,9802000.000,10033000.000,10219000.000
EarningsPerShareBasic,0.270,0.410,0.440,0.500,0.360,0.490,0.420,0.550,0.370,0.460,0.470,0.510,0.330,0.560,0.550,0.550,0.160,0.380,0.510,0.750,0.430,-0.330,0.390,0.420,0.470,0.650
EarningsPerShareDiluted,0.270,0.400,0.440,0.490,0.350,0.480,0.410,0.540,0.360,0.450,0.460,0.500,0.330,0.550,0.540,0.540,0.160,0.380,0.500,0.740,0.430,-0.330,0.390,0.410,0.470,0.640
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,0.308,,,,0.373,,,,0.383,,,,0.371,,,,0.378,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,,0.350,,,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,88000.000,,,,204000.000,,,,2238000.000,,,,637000.000,,,,2329000.000,,,,38000.000,,,,0.000,
FairValueInputsDiscountRate,,,,,,,,,,0.109,0.109,,,,,,,,,,,,,,,
FuelCosts,-2388000.000,-2564000.000,2406000.000,12587000.000,2541000.000,2412000.000,2318000.000,2767000.000,3008000.000,3656000.000,3871000.000,4610000.000,4806000.000,5172000.000,5012000.000,5158000.000,4020000.000,4188000.000,3826000.000,3869000.000,2961000.000,2999000.000,3416000.000,3857000.000,3680000.000,3671000.000
GainLossOnSaleOfPropertyPlantEquipment,21000.000,,,,196000.000,,,,85000.000,,,,16000.000,,,,149000.000,,,,-93000.000,,,,-488000.000,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,42721000.000,,,,58497000.000,,,,908000.000,,,,,
