,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,25916000.000,36280000.000,27423000.000,37687000.000,34056000.000,41035000.000
AccountsPayableOtherCurrent,17421000.000,27650000.000,31794000.000,28619000.000,350000.000,27000.000,79000.000,10000.000,95000.000,9000.000
AccountsPayableRelatedPartiesCurrent,4048000.000,1918000.000,1308000.000,1764000.000,262000.000,408000.000,3088000.000,3639000.000,2997000.000,4517000.000
AccountsPayableTradeCurrent,,,,,1684000.000,4093000.000,1735000.000,9715000.000,8914000.000,6653000.000
AccountsReceivableNetCurrent,8582000.000,7373000.000,11926000.000,14037000.000,9344000.000,14063000.000,15123000.000,24317000.000,21772000.000,27666000.000
AccountsReceivableRelatedParties,26002000.000,28678000.000,27312000.000,23220000.000,23369000.000,22632000.000,23863000.000,23556000.000,20851000.000,24050000.000
AccrualForEnvironmentalLossContingencies,,,,,,200000.000,200000.000,200000.000,300000.000,300000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,2618000.000,4428000.000,5167000.000,2789000.000,4713000.000,5843000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,107553000.000,116486000.000,126524000.000,141517000.000,153421000.000,168497000.000
AssetRetirementObligation,,,,,12244000.000,,13188000.000,,,
AssetRetirementObligationsNoncurrent,10664000.000,10822000.000,11545000.000,11978000.000,12244000.000,13002000.000,13188000.000,14222000.000,14425000.000,14633000.000
Assets,952655000.000,944862000.000,1026892000.000,1156339000.000,1150239000.000,1232449000.000,1233407000.000,1616807000.000,1679930000.000,1883983000.000
AssetsCurrent,37713000.000,38363000.000,41970000.000,39275000.000,37875000.000,42274000.000,43868000.000,52179000.000,54385000.000,61247000.000
AssetsHeldForSaleCurrent,,,,,,,,,6680000.000,
BridgeLoan,,,,,200000000.000,200000000.000,200000000.000,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,0.650,,,
BusinessAcquisitionPurchasePriceAllocationOtherAssets,,,,,2700000.000,2700000.000,2700000.000,,,
CapitalLeaseObligations,,,,,7900000.000,,,,,
CapitalLeaseObligationsCurrent,2652000.000,2672000.000,2693000.000,2714000.000,3656000.000,3658000.000,3862000.000,3776000.000,3408000.000,2945000.000
CapitalLeaseObligationsNoncurrent,5286000.000,4610000.000,3929000.000,3242000.000,4266000.000,3429000.000,3161000.000,2314000.000,1509000.000,1252000.000
CapitalLeasedAssetsGross,,,,,,,12000000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,8407000.000,,7374000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,4020000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,449000.000,,219000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,2042000.000,,866000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,3792000.000,,2269000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,485000.000,,351000.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,7922000.000,,7023000.000,,,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,2084000.000,,,,,
CashCashEquivalentsAndShortTermInvestments,551000.000,58000.000,797000.000,814000.000,21000.000,12000.000,21000.000,35000.000,110000.000,5668000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.035,0.035,0.025,,,
DebtInstrumentCarryingAmount,,,,,,,556700000.000,726200000.000,777600000.000,898100000.000
DebtInstrumentUnamortizedPremium,,,,,,,1461000.000,1402000.000,1344000.000,1286000.000
DeferredFinanceCostsNoncurrentNet,,,16699000.000,15467000.000,14536000.000,13604000.000,17149000.000,21473000.000,21134000.000,20719000.000
DeferredRevenue,,,,,,,2600000.000,,,
DeferredRevenueCurrent,,,,,,,,2426000.000,2426000.000,2426000.000
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,,,,,,,,,,57000000.000
EquityMethodInvestmentOwnershipPercentage,,,,,0.350,0.350,0.350,,,0.500
EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,,,,,,,6603000.000,,,
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,,,,,,,10420000.000,,,
EquityMethodInvestmentSummarizedFinancialInformationEquity,,,,,,,367560000.000,,,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,,,,,,,499213000.000,,,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,,,,,,,127000000.000,,,
EquityMethodInvestments,,,,131250000.000,129966000.000,129603000.000,128646000.000,,,127651000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,5766000.000,7342000.000,10138000.000,18334000.000,23821000.000,22448000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,101415000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,12185000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,3326000.000,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,12126000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,9729000.000,,12230000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,9176000.000,,12525000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,8007000.000,,12540000.000,,,
FiniteLivedIntangibleAssetsGross,,,,,130200000.000,,,,,
FiniteLivedIntangibleAssetsNet,,,,,124434000.000,,163021000.000,,,
GasPurchasePayableCurrent,,,,,2550000.000,3334000.000,2450000.000,2405000.000,2014000.000,1818000.000
GeneralPartnersCapitalAccount,9945000.000,10766000.000,11292000.000,11834000.000,15313000.000,18396000.000,18439000.000,3170000.000,3134000.000,-2012000.000
GeneralPartnersCapitalAccountUnitsIssued,,,,,,,979614.000,1112674.000,1112674.000,1112674.000
GeneralPartnersCapitalAccountUnitsOutstanding,,,,,,,979614.000,1112674.000,1112674.000,1112674.000
