,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,285687000.000,320193000.000,295112000.000,334378000.000,281873000.000,257072000.000,284473000.000,281320000.000,276565000.000,268009000.000,264144000.000
AccountsReceivableNetCurrent,405592000.000,411423000.000,407286000.000,448320000.000,417010000.000,378706000.000,399341000.000,426899000.000,416789000.000,388025000.000,408322000.000
AccruedEmployeeBenefitsCurrent,,40803000.000,41316000.000,55030000.000,30117000.000,45408000.000,42470000.000,50305000.000,30658000.000,43167000.000,43986000.000
AccruedLiabilitiesCurrent,,85589000.000,93591000.000,98409000.000,65291000.000,90257000.000,82008000.000,107467000.000,79161000.000,97431000.000,96342000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,369189000.000,379938000.000,379094000.000,390649000.000,398546000.000,408958000.000,410783000.000,418747000.000,425105000.000,431603000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-2863000.000,,,,-3551000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,5638000.000,,,,7125000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4656000.000,6776000.000,2784000.000,2775000.000,2721000.000,2349000.000,2340000.000,3574000.000,3080000.000,2889000.000,3796000.000
AdditionalPaidInCapital,124339000.000,123898000.000,125507000.000,123881000.000,113577000.000,113865000.000,111600000.000,102373000.000,94738000.000,96089000.000,84866000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,7300000.000,5900000.000,6900000.000,7300000.000,6900000.000,7000000.000,6400000.000,6600000.000,5800000.000,6300000.000
Assets,1762311000.000,1676175000.000,1632448000.000,1644447000.000,1593677000.000,1545412000.000,1574565000.000,1589035000.000,1554558000.000,1534408000.000,1528702000.000
AssetsCurrent,712286000.000,632226000.000,597863000.000,629066000.000,584998000.000,538578000.000,576625000.000,601452000.000,583662000.000,567743000.000,569018000.000
CashAndCashEquivalentsAtCarryingValue,230191000.000,118962000.000,91034000.000,101971000.000,107199000.000,75237000.000,90344000.000,94711000.000,97204000.000,88645000.000,74985000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,65320499.000,65371689.000,65389749.000,65398539.000,65394999.000,65394999.000,65394999.000,65394999.000,65394999.000,65394999.000,65394999.000
