,2011-07-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31
AmortizationOfFinancingCostsAndDiscounts,,119000.000,,,,119000.000,,
AmortizationOfIntangibleAssets,,,,2200000.000,,2100000.000,2100000.000,2000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,1593000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,4649000.000,,,,10025000.000,,
ComprehensiveIncomeNetOfTax,,,,6988000.000,,10158000.000,8639000.000,-4150000.000
CostOfGoodsAndServicesSold,13135000.000,11281000.000,14138000.000,13889000.000,16888000.000,11040000.000,16738000.000,17272000.000
CostsAndExpenses,45616000.000,44939000.000,51294000.000,49993000.000,57302000.000,49205000.000,60287000.000,65065000.000
DepreciationDepletionAndAmortization,,6017000.000,,6260000.000,,6888000.000,6768000.000,6784000.000
EarningsPerShareBasic,0.170,0.140,0.170,0.190,0.190,0.120,0.210,0.110
EarningsPerShareDiluted,0.170,0.140,0.170,0.180,0.190,0.120,0.210,0.110
EffectOfExchangeRateOnCashAndCashEquivalents,,911000.000,,,,-615000.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.218,,0.254,0.317,0.258
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,375000.000,,494000.000,518000.000,584000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,331000.000,,,,321000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,-331000.000,,,,321000.000,,
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,,99000.000,,,,560000.000,,
GainLossOnSaleOfPropertyPlantEquipment,,33000.000,,,,-81000.000,,
GrossProfit,36222000.000,35821000.000,42489000.000,40022000.000,46806000.000,37872000.000,50094000.000,45778000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,12686000.000,10951000.000,14410000.000,13322000.000,15777000.000,9464000.000,17331000.000,8640000.000
IncomeTaxExpenseBenefit,3560000.000,3302000.000,4675000.000,2898000.000,4979000.000,2400000.000,5491000.000,2231000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-6156000.000,,,,-7071000.000,,
