,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,250248.000,401223.000,419022.000,290739.000,191958.000,171881.000,390450.000,224373.000,272097.000
AccountsPayableCurrent,3121805.000,3112385.000,5853875.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableOtherCurrent,413696.000,784697.000,890698.000,922849.000,966432.000,1094886.000,1014647.000,1030466.000,1047269.000,1312361.000,1253823.000,1179720.000,1293273.000,1401470.000,1425437.000,1527045.000,1436124.000,1710283.000,1712024.000,1745875.000,1801087.000,2502694.000,2355365.000
AccountsPayableTradeCurrent,,,,4904523.000,4790189.000,2841862.000,2978636.000,4318202.000,3297624.000,1877437.000,2181848.000,2541166.000,3131988.000,2550816.000,3232670.000,3698993.000,4329918.000,2824521.000,3744095.000,2863197.000,3478404.000,3060374.000,2877412.000
AccountsReceivableNetCurrent,68715909.000,69695556.000,73546111.000,71360940.000,69819575.000,,,55355747.000,,45147602.000,42338373.000,35904934.000,30642878.000,24851086.000,18806377.000,17175376.000,11779405.000,5882509.000,,,,,
AccruedLiabilitiesCurrent,136684.000,184017.000,145212.000,161761.000,193088.000,202185.000,240003.000,258618.000,277161.000,323651.000,287581.000,293539.000,214740.000,269870.000,260796.000,253012.000,221856.000,143409.000,113627.000,39933.000,91701.000,139830.000,90232.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3436182.000,3391124.000,3624697.000,3839492.000,4049480.000,4273373.000,4511658.000,4796901.000,5036637.000,5264350.000,5420743.000,5628507.000,5951165.000,6640718.000,7530897.000,8413910.000,8862709.000,9442912.000,10286937.000,10774784.000,11521705.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,14002919.000,14704367.000,15570941.000,15677252.000,15552627.000,15978458.000,16798225.000,19017121.000,,,,,,,,,,,,,,,
AdditionalPaidInCapital,23391425.000,23448534.000,23505022.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000,23590204.000
AllowanceForDoubtfulAccountsReceivableCurrent,3221726.000,3536405.000,3876469.000,4107021.000,4268356.000,4429945.000,4333411.000,9196993.000,12531218.000,13301622.000,16468452.000,24499361.000,27912179.000,33350109.000,40638941.000,42844045.000,44920727.000,28644398.000,29598703.000,29385012.000,29380197.000,15664496.000,16161252.000
Assets,149119249.000,156390991.000,163624173.000,164886022.000,166046823.000,163239913.000,159259612.000,158933242.000,162487228.000,157610954.000,154344931.000,146029648.000,140532528.000,132081828.000,125163673.000,121236142.000,112683073.000,97222233.000,97032134.000,91977253.000,87408224.000,78520140.000,78142976.000
AssetsCurrent,106171314.000,110608686.000,117119832.000,118173623.000,118702058.000,112531188.000,108219234.000,101122539.000,98274033.000,83956319.000,77875750.000,69009556.000,63598693.000,54492543.000,48109049.000,44348339.000,39857891.000,24957252.000,25117035.000,23816977.000,20989677.000,17519951.000,17460583.000
BuildingsAndImprovementsGross,,,,,2412271.000,2419125.000,2432442.000,2469245.000,2484053.000,,,,,,,,,10557234.000,10627311.000,10314651.000,10274394.000,9868491.000,9492387.000
Cash,,,3319806.000,,,4029708.000,4750468.000,2524523.000,4505498.000,5993139.000,5291959.000,4425744.000,4269037.000,5295790.000,5268856.000,4549200.000,5741709.000,6248760.000,7261777.000,6285239.000,3650039.000,2665802.000,2523541.000
CashAndCashEquivalentsAtCarryingValue,4852740.000,4050854.000,3319806.000,4871551.000,5061766.000,4029708.000,4750468.000,,,,,,,,,,,,,,,,
CashEquivalentsAtCarryingValue,,,,,,101570.000,1180864.000,1714011.000,281488.000,336003.000,64474.000,92832.000,116047.000,458233.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000
CommonStockSharesIssued,,,43529557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000,43579557.000
