,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3069000.000,2821000.000,3689000.000,4163000.000,2092000.000,3634000.000,2415000.000,4896000.000,1887000.000,2629000.000
AccountsReceivableNetCurrent,7282000.000,7709000.000,7772000.000,7382000.000,6492000.000,7985000.000,8340000.000,7043000.000,6825000.000,6444000.000
AccruedIncomeTaxesCurrent,119000.000,681000.000,206000.000,0.000,,708000.000,145000.000,,,
AccruedInsuranceCurrent,1100000.000,1270000.000,1067000.000,1102000.000,864000.000,746000.000,795000.000,700000.000,376000.000,437000.000
AccruedInsuranceCurrentAndNoncurrent,,,,,,,,884000.000,,
AccruedInsuranceNoncurrent,1393000.000,1439000.000,1317000.000,1026000.000,1026000.000,708000.000,680000.000,184000.000,180000.000,180000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,56184000.000,55503000.000,57658000.000,57366000.000,59314000.000,58599000.000,60224000.000,59080000.000,60231000.000,60812000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,53000.000,53000.000,53000.000,51000.000,51000.000,51000.000,51000.000,174000.000,174000.000,174000.000
AdditionalPaidInCapitalCommonStock,,34603000.000,34803000.000,35005000.000,35411000.000,35667000.000,35741000.000,35919000.000,36037000.000,36621000.000
AllowanceForDoubtfulAccountsReceivable,148000.000,135000.000,144000.000,144000.000,147000.000,149000.000,163000.000,153000.000,161000.000,143000.000
Assets,60829000.000,57807000.000,57516000.000,59526000.000,57818000.000,59650000.000,60023000.000,66299000.000,62944000.000,64059000.000
AssetsCurrent,11386000.000,11623000.000,11494000.000,11796000.000,12076000.000,13800000.000,14505000.000,17737000.000,15614000.000,17946000.000
AssetsFairValueDisclosureNonrecurring,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsFairValueDisclosureRecurring,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
BankOverdrafts,408000.000,539000.000,324000.000,773000.000,324000.000,0.000,0.000,0.000,,
BuildingsAndImprovementsGross,,,,5507000.000,,,,5494000.000,,
