,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26
AccountsPayableCurrent,46126000.000,59377000.000,81567000.000,69352000.000,75576000.000,73605000.000,80881000.000,66000000.000,69742000.000,64311000.000,70148000.000,57367000.000
AccountsReceivableNetCurrent,210210000.000,194185000.000,234812000.000,209106000.000,213854000.000,208886000.000,240813000.000,198049000.000,191978000.000,185271000.000,195519000.000,161305000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,21611000.000,60971000.000,68076000.000,78557000.000,89047000.000,100357000.000,108393000.000,117878000.000,123515000.000,134903000.000,70082000.000,70655000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,-6374000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,2083000.000,10482000.000,10020000.000,9209000.000,8443000.000,-3906000.000,-4043000.000,-3513000.000,-3777000.000,-8814000.000,-9018000.000
AdditionalPaidInCapital,,804000.000,2370000.000,2719000.000,15555000.000,17576000.000,19251000.000,62304000.000,134816000.000,137199000.000,139623000.000,140637000.000
AllowanceForDoubtfulAccountsReceivableCurrent,11865000.000,16162000.000,16664000.000,16593000.000,15475000.000,16293000.000,17590000.000,17945000.000,17196000.000,17027000.000,17230000.000,19174000.000
Assets,502528000.000,651613000.000,686515000.000,647907000.000,850474000.000,843095000.000,832966000.000,833157000.000,890072000.000,872538000.000,888766000.000,800742000.000
AssetsCurrent,286549000.000,329547000.000,352938000.000,320790000.000,322621000.000,331860000.000,312157000.000,330708000.000,392882000.000,404864000.000,423681000.000,354512000.000
BelowMarketLeaseAccumulatedAmortization,302000.000,330000.000,359000.000,386000.000,404000.000,447000.000,479000.000,,,,,
BelowMarketLeaseGross,545000.000,545000.000,570000.000,570000.000,1736000.000,1746000.000,1752000.000,,,,,
BelowMarketLeaseNet,243000.000,215000.000,211000.000,184000.000,1332000.000,1299000.000,1273000.000,,,,,
BuildingsAndImprovementsGross,,,6434000.000,6408000.000,6919000.000,7206000.000,7377000.000,7452000.000,12074000.000,12776000.000,13388000.000,14012000.000
CapitalLeaseObligations,,,800000.000,,,,1800000.000,2200000.000,2400000.000,1800000.000,1700000.000,1600000.000
CapitalLeaseObligationsCurrent,,,400000.000,,,,700000.000,900000.000,1200000.000,500000.000,500000.000,500000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,1820000.000,,,,1713000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,736000.000,,,,527000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,199000.000,,,,139000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,197000.000,,,,259000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,213000.000,,,,319000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,372000.000,,,,371000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,103000.000,,,,98000.000,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,,,,,71215000.000,76742000.000
CapitalizedComputerSoftwareGross,,,,,,,,,,,125780000.000,129141000.000
CapitalizedComputerSoftwareNet,,,,,,,,,,,54565000.000,52399000.000
CashAndCashEquivalentsAtCarryingValue,12538000.000,59647000.000,36675000.000,40218000.000,41726000.000,54651000.000,40832000.000,95794000.000,169695000.000,187125000.000,198349000.000,160890000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,,25439000.000,25444000.000,25607000.000,26345000.000,26353000.000,26357000.000,31782000.000,36535000.000,36549000.000,36549000.000,36678000.000
CommonStockSharesOutstanding,,25439000.000,25444000.000,25607000.000,26345000.000,26232000.000,26236000.000,31661000.000,36414000.000,36428000.000,36428000.000,32811000.000
CommonStockValue,,254000.000,254000.000,256000.000,263000.000,264000.000,264000.000,318000.000,365000.000,365000.000,365000.000,367000.000
ConstructionInProgressGross,,,13770000.000,10641000.000,8287000.000,7066000.000,5162000.000,4001000.000,4542000.000,3948000.000,1030000.000,912000.000
ContractualObligation,,,401310000.000,,,,494903000.000,,,,340828000.000,
ContractualObligationDueAfterFifthYear,,,97210000.000,,,,183669000.000,,,,59339000.000,
ContractualObligationDueInFifthYear,,,39661000.000,,,,43644000.000,,,,36026000.000,
ContractualObligationDueInFourthYear,,,52684000.000,,,,47065000.000,,,,48486000.000,
ContractualObligationDueInNextTwelveMonths,,,75396000.000,,,,84236000.000,,,,78496000.000,
ContractualObligationDueInSecondYear,,,71226000.000,,,,75890000.000,,,,66231000.000,
ContractualObligationDueInThirdYear,,,65133000.000,,,,60399000.000,,,,52250000.000,
DeferredIncomeTaxAssetsNet,,,,,,,,,,,63977000.000,53278000.000
DeferredIncomeTaxLiabilities,,,15051000.000,,,,17281000.000,,,,27327000.000,
DeferredRevenueCurrent,78025000.000,78090000.000,73004000.000,74871000.000,82004000.000,79901000.000,81682000.000,82942000.000,83096000.000,77020000.000,82778000.000,82047000.000
DeferredRevenueNoncurrent,6139000.000,5741000.000,8775000.000,8324000.000,7871000.000,7417000.000,6960000.000,6501000.000,6039000.000,5330000.000,4938000.000,4464000.000
DeferredTaxAssetsInvestments,,,1144000.000,,,,1109000.000,,,,1160000.000,
DeferredTaxAssetsLiabilitiesNet,,,37186000.000,,,,81540000.000,,,,63977000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,33800000.000,32437000.000,38207000.000,33459000.000,34251000.000,35733000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,33698000.000,12207000.000,0.000,,38711000.000,38084000.000,81540000.000,73283000.000,71828000.000,64750000.000,,
DeferredTaxAssetsNet,,,52237000.000,,,,98821000.000,,,,91304000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,2277000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,0.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,,38475000.000,,,,37472000.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,5362000.000,,,,5471000.000,,,,6148000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,6582000.000,,,,6811000.000,,,,6834000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,2418000.000,,,,3306000.000,,,,3886000.000,
DeferredTaxLiabilitiesParentsBasisInDiscontinuedOperation,,,,,,,,,,,7063000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,12633000.000,,,,13975000.000,,,,16378000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,,,,,,,,,,,1580000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditAfterTax,,,,,,,,,,,-4794000.000,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,,0.042,,,,,
DefinedBenefitPlanFundedStatusOfPlan,,,,,-109000000.000,-107200000.000,,,,,,
EmployeeRelatedLiabilitiesCurrent,89716000.000,102122000.000,101071000.000,87920000.000,83058000.000,90704000.000,97717000.000,97714000.000,82236000.000,84393000.000,72311000.000,56229000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,6200000.000,,,,,,,,,,,
EquityMethodInvestments,,,3370000.000,,,,3677000.000,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,9632000.000,11790000.000,13957000.000,15841000.000,18056000.000,21013000.000,23899000.000,26535000.000,28782000.000,32007000.000,22868000.000,22848000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,7643000.000,,,,10736000.000,,,,8497000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,4552000.000,,,,7345000.000,,,,7789000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,4608000.000,,,,7611000.000,,,,8022000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,4657000.000,,,,7790000.000,,,,8288000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,7590000.000,,,,7790000.000,,,,8405000.000,
